Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,60.6,19.4,.757,3.21,-0.63,15.71,10-2,51-17,72-8,46-34,100.0%,91.7%,91.6,7.7,0.7,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,60.6%,50.4%
2,Philadelphia 76ers,53.6,26.4,.670,1.82,-0.27,9.74,9-3,45-23,67-13,39-41,99.8%,7.6%,7.5,65.2,17.4,6.1,2.1,1,0.4,0.2,NA,99.3,0.4,0.2,0.1,NA,,NA,20.5%,13.7%
3,New York Knicks,48.6,31.4,.608,0.36,0.27,6.36,8-5,41-26,63-17,33-47,97.3%,0.7%,0.7,14.2,32.5,21.5,13.2,8.2,4.5,2.7,NA,90.1,4.9,2.8,1.3,0.7,0.3,NA,7.9%,4.4%
4,Milwaukee Bucks,45.8,34.2,.572,0.73,0.21,3.04,9-4,37-30,60-20,31-49,88.4%,48.8%,0.1,5,16.9,19.8,16.9,13.5,9.4,6.8,NA,72.2,10.1,7.6,5,3.1,2.0,NA,2.8%,1.2%
5,Indiana Pacers,44.8,35.2,.560,0.20,0.24,3.38,7-4,38-31,61-19,27-53,83.7%,40.4%,0.1,3.9,13.1,16.4,15.8,14.7,11.2,8.7,NA,63.9,12.1,9.2,6.8,4.6,3.5,NA,2.7%,1.1%
6,Atlanta Hawks,43.8,36.2,.547,1.25,0.01,3.25,6-6,38-30,58-22,28-52,78.0%,58.3%,0.1,2.2,8.5,13.4,15.8,14.5,12.7,10.9,NA,54.5,12.9,10.7,9,7,5.9,NA,2.1%,1.0%
7,Brooklyn Nets,42.2,37.8,.527,1.28,0.41,2.28,6-6,36-32,56-24,26-54,64.5%,,NA,0.6,3.2,6.7,10.2,13.4,15.5,14.9,NA,34.1,15.1,14.8,13.8,11.5,10.8,NA,1.3%,0.5%
8,Orlando Magic,41.4,38.6,.517,-1.46,0.47,0.54,7-5,34-34,56-24,26-54,55.0%,25.9%,NA,0.5,3,5.8,8.8,10.7,12.6,13.6,NA,28.8,12.5,13.8,15.3,14.1,15.5,NA,0.6%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Cleveland Cavaliers,41.5,38.5,.519,1.97,0.02,1.14,6-6,35-33,56-24,27-53,56.5%,10.6%,NA,0.5,2.9,5.6,8.3,10.9,13.8,14.6,NA,28.2,13.6,14.9,14.4,13.8,15.0,NA,0.8%,0.3%
10,Miami Heat,39.7,40.3,.496,-1.31,0.51,-1.31,8-5,32-35,57-23,25-55,37.5%,15.8%,NA,0.2,1.2,2.9,5.3,6.7,9.4,11.8,NA,16.3,9.4,12.1,14.9,18.1,29.3,NA,0.2%,0.1%
11,Toronto Raptors,39.0,41.0,.488,2.74,0.27,0.32,5-7,34-34,54-26,25-55,34.0%,,NA,0.1,0.7,1.8,3.4,5.9,9.1,12.9,NA,12.0,7.9,11.4,15,18,35.9,NA,0.4%,0.1%
12,Chicago Bulls,33.9,46.1,.424,0.38,0.52,-2.91,5-9,29-37,50-30,20-60,4.7%,0.2%,NA,NA,NA,0.1,0.2,0.3,1.4,2.7,NA,0.7,1.1,2.2,4.1,7.7,84.3,NA,,
13,Detroit Pistons,29.2,50.8,.365,-0.14,0.70,-4.98,2-11,27-40,43-37,16-64,0.4%,,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,,NA,0.2,0.4,1.1,98.3,NA,,
14,Washington Wizards,27.0,53.0,.338,1.11,0.56,-7.73,2-10,25-43,42-38,13-67,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,0.1,0.3,99.5,NA,,
15,Charlotte Hornets,26.1,53.9,.326,0.57,0.88,-8.93,3-9,23-45,40-40,13-67,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,NA,0.2,99.8,NA,,
1,Minnesota Timberwolves,51.4,28.6,.643,0.70,-0.77,6.78,9-3,42-26,65-15,35-45,99.7%,41.4%,39.4,26.8,17.6,9,4.1,2,0.5,0.4,NA,98.8,0.8,0.3,0.1,NA,,NA,27.3%,8.6%
2,Denver Nuggets,51.0,29.0,.638,-0.51,-0.79,6.58,9-3,42-26,65-15,35-45,99.7%,34.7%,33,28.2,19.4,10.4,5.1,2.2,0.9,0.5,NA,98.3,1,0.4,0.2,0.1,,NA,25.1%,7.5%
