Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.7,17.3,.790,-0.04,-2.68,11.13,51-14,14-3,68-14,58-24,100.0%,100.0%,76.9%,60.6%,65,1,0.606,bos,Celtics
2,Cleveland Cavaliers,51.1,30.9,.623,-0.44,-0.68,3.62,41-24,10-7,57-25,42-40,99.9%,61.9%,7.0%,2.5%,51,0.9990000000000001,0.025,cle,Cavaliers
3,Milwaukee Bucks,50.6,31.5,.616,-0.67,1.83,2.56,42-24,9-7,57-25,44-38,99.9%,36.8%,4.0%,1.3%,51,0.9990000000000001,0.013000000000000001,mil,Bucks
4,New York Knicks,48.2,33.8,.588,-0.09,-0.40,3.85,38-27,10-7,54-28,41-41,99.0%,,6.1%,2.5%,48,0.99,0.025,ny,Knicks
5,Orlando Magic,46.7,35.3,.570,-0.30,-1.22,0.96,37-28,10-7,53-29,38-44,94.6%,72.8%,1.1%,0.2%,47,0.946,0.002,orl,Magic
6,Indiana Pacers,45.8,36.2,.559,-0.17,-0.17,1.60,37-29,9-7,53-29,38-44,91.9%,1.3%,1.9%,0.5%,46,0.919,0.005,ind,Pacers
7,Philadelphia 76ers,45.6,36.4,.556,-0.41,-0.62,2.09,36-29,10-7,51-31,38-44,89.7%,,2.2%,0.6%,46,0.897,0.006,phi,76ers
8,Miami Heat,44.5,37.5,.543,-0.50,-0.73,0.07,35-29,10-8,52-30,36-46,82.8%,27.2%,0.7%,0.1%,44,0.828,0.001,mia,Heat
9,Chicago Bulls,38.9,43.1,.474,-0.22,-0.57,-2.14,31-34,8-9,46-36,32-50,20.5%,,,0,39,0.205,0,chi,Bulls
10,Atlanta Hawks,37.1,44.9,.453,-0.15,-0.23,-1.98,29-35,8-10,45-37,31-51,18.0%,,,0,37,0.18,0,atl,Hawks
11,Brooklyn Nets,33.8,48.2,.412,0.02,-0.60,-1.92,26-39,8-9,41-41,27-55,3.6%,,,0,34,0.036000000000000004,0,bkn,Nets
12,Toronto Raptors,29.7,52.3,.363,-0.07,-0.21,-4.08,23-42,7-10,37-45,23-59,0.1%,,,0,30,0.001,0,tor,Raptors
13,Charlotte Hornets,19.3,62.7,.235,-0.38,2.20,-10.60,16-49,3-14,26-56,16-66,0,,,0,19,0,0,cha,Hornets
14,Detroit Pistons,16.0,66.0,.195,-0.02,0.27,-8.41,11-53,5-13,23-59,11-71,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,15.6,66.4,.190,0.07,0.12,-9.47,11-54,5-12,22-60,11-71,0,,,0,16,0,0,wsh,Wizards
1,Oklahoma City Thunder,56.5,25.5,.689,-0.25,0.33,7.43,45-20,12-5,62-20,50-32,100.0%,44.5%,34.5%,13.1%,56,1,0.131,okc,Thunder
2,Minnesota Timberwolves,56.0,26.0,.683,0.01,-0.49,6.48,45-21,11-5,61-21,49-33,100.0%,35.5%,25.6%,9.1%,56,1,0.091,min,T-Wolves
3,Denver Nuggets,55.7,26.3,.680,0.13,-0.59,4.48,45-20,11-6,61-21,49-33,100.0%,20.1%,11.8%,2.8%,56,1,0.027999999999999997,den,Nuggets
4,LA Clippers,52.4,29.6,.639,0.23,-0.53,4.43,41-23,11-7,59-23,44-38,99.9%,97.1%,9.4%,2.3%,52,0.9990000000000001,0.023,lac,Clippers
5,New Orleans Pelicans,50.3,31.7,.614,-0.15,0.37,5.15,39-25,11-7,57-25,43-39,99.1%,92.8%,12.4%,3.3%,50,0.991,0.033,no,Pelicans
6,Sacramento Kings,46.5,35.5,.568,0.48,0.69,1.33,37-27,10-8,53-29,39-43,77.9%,1.7%,1.5%,0.3%,46,0.779,0.003,sac,Kings
7,Phoenix Suns,46.2,35.8,.564,-0.60,2.25,2.11,38-27,8-9,54-28,39-43,70.7%,1.0%,1.8%,0.3%,46,0.7070000000000001,0.003,phx,Suns
8,Dallas Mavericks,46.2,35.8,.563,0.19,-0.25,1.50,37-28,9-8,53-29,39-43,71.7%,7.2%,1.5%,0.3%,46,0.7170000000000001,0.003,dal,Mavericks
9,Los Angeles Lakers,44.1,37.9,.537,0.58,-0.03,0.29,36-30,8-8,51-31,37-45,36.4%,0.2%,0.4%,0,44,0.364,0,lal,Lakers
10,Golden State Warriors,44.2,37.8,.539,0.37,-0.73,2.10,34-30,10-8,51-31,37-45,42.1%,0.1%,1.2%,0.2%,44,0.42100000000000004,0.002,gs,Warriors
11,Houston Rockets,39.3,42.7,.480,0.39,-1.01,0.71,30-35,9-8,47-35,32-50,2.3%,,,0,39,0.023,0,hou,Rockets
12,Utah Jazz,34.1,47.9,.416,0.15,2.30,-3.04,28-37,6-11,41-41,28-54,0,,,0,34,0,0,uta,Jazz
13,Memphis Grizzlies,28.9,53.1,.352,0.63,-0.73,-5.81,23-43,6-10,35-47,23-59,0,,,0,29,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.9,59.1,.280,0.58,1.02,-7.53,18-46,5-13,30-52,18-64,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,18.9,63.1,.231,0.62,0.92,-6.96,14-52,5-11,26-56,14-68,0,,,0,19,0,0,sa,Spurs
