Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.6,25.4,.691,-0.35,0.34,5.78,42-17,15-8,64-18,47-35,100.0%,93.8%,33.0%,22.4%,57,1,0.22399999999999998,bos
2,Milwaukee Bucks,54.9,27.1,.669,-0.11,0.23,3.12,41-17,14-10,63-19,46-36,100.0%,78.5%,12.1%,6.4%,55,1,0.064,mil
3,Cleveland Cavaliers,51.9,30.1,.633,-0.02,-0.72,5.60,38-23,14-7,58-24,43-39,100.0%,21.5%,27.6%,18.9%,52,1,0.18899999999999997,cle
4,Philadelphia 76ers,51.9,30.1,.634,-0.37,1.02,3.52,38-19,14-11,60-22,43-39,100.0%,6.2%,13.1%,7.1%,52,1,0.071,phi
5,Brooklyn Nets,47.0,35.0,.573,0.05,0.21,1.77,34-24,13-11,57-25,38-44,97.4%,,4.5%,1.9%,47,0.9740000000000001,0.019,bkn
6,New York Knicks,45.1,36.9,.550,0.04,0.24,2.27,33-27,12-10,53-29,37-45,91.2%,,5.3%,2.3%,45,0.912,0.023,ny
7,Miami Heat,43.2,38.8,.526,-0.02,0.60,0.01,32-27,11-12,52-30,34-48,74.4%,70.0%,1.3%,0.5%,43,0.7440000000000001,0.005,mia
8,Washington Wizards,40.7,41.3,.497,0.15,-0.21,0.45,28-30,13-11,50-32,31-51,47.2%,18.9%,1.2%,0.5%,41,0.47200000000000003,0.005,wsh
9,Atlanta Hawks,39.9,42.1,.487,-0.22,0.72,-0.58,29-30,11-12,48-34,32-50,34.7%,11.0%,0.4%,0.1%,40,0.34700000000000003,0.001,atl
10,Toronto Raptors,39.7,42.3,.484,0.00,0.42,0.87,28-31,12-11,49-33,32-50,35.4%,,1.2%,0.4%,40,0.354,0.004,tor
11,Chicago Bulls,37.8,44.2,.461,0.33,-0.40,0.04,26-33,12-11,46-36,29-53,15.4%,,0.3%,0.1%,38,0.154,0.001,chi
12,Indiana Pacers,35.7,46.3,.436,0.47,-0.39,-2.16,26-34,10-12,44-38,27-55,3.9%,,,0,36,0.039,0,ind
13,Orlando Magic,34.1,47.9,.415,0.28,-0.11,-2.49,24-35,10-13,42-40,26-56,0.5%,,,0,34,0.005,0,orl
14,Detroit Pistons,22.7,59.3,.276,0.78,-0.59,-6.81,15-44,8-15,31-51,16-66,0,,,0,23,0,0,det
15,Charlotte Hornets,24.6,57.4,.300,0.38,0.26,-6.04,17-43,8-14,33-49,18-64,0,,,0,25,0,0,cha
1,Denver Nuggets,54.8,27.2,.668,-0.38,0.03,3.98,41-18,14-9,63-19,45-37,100.0%,100.0%,30.4%,14.8%,55,1,0.14800000000000002,den
2,Memphis Grizzlies,50.5,31.5,.616,-0.11,-0.84,3.80,35-22,15-10,58-24,40-42,99.9%,97.4%,27.0%,12.4%,50,0.9990000000000001,0.124,mem
3,Sacramento Kings,45.1,36.9,.550,-0.70,0.63,1.58,32-25,13-12,54-28,35-47,91.8%,50.5%,9.2%,2.9%,45,0.9179999999999999,0.028999999999999998,sac
4,Phoenix Suns,43.6,38.4,.531,-0.08,0.34,1.29,32-28,12-10,51-31,35-47,82.9%,29.5%,7.2%,2.1%,44,0.8290000000000001,0.021,phx
5,Dallas Mavericks,43.1,38.9,.526,0.17,-1.17,0.65,31-29,12-10,51-31,35-47,76.6%,1.8%,4.7%,1.3%,43,0.7659999999999999,0.013000000000000001,dal
6,LA Clippers,42.9,39.1,.523,-0.63,1.18,-0.31,33-28,10-11,51-31,35-47,67.8%,15.1%,2.5%,0.6%,43,0.6779999999999999,0.006,lac
7,New Orleans Pelicans,42.9,39.1,.523,0.03,-0.81,1.44,30-29,13-10,51-31,35-47,72.7%,0.9%,6.7%,2.2%,43,0.727,0.022000000000000002,no
8,Oklahoma City Thunder,41.9,40.1,.510,0.05,-0.42,1.70,28-29,14-11,51-31,31-51,57.5%,,5.7%,1.8%,42,0.575,0.018000000000000002,okc
9,Golden State Warriors,41.1,40.9,.501,-0.04,-0.11,0.04,29-29,12-12,50-32,33-49,43.9%,4.9%,2.2%,0.5%,41,0.439,0.005,gs
10,Minnesota Timberwolves,41.0,41.0,.500,-0.19,0.09,-0.25,31-30,10-11,50-32,34-48,43.5%,,1.5%,0.4%,41,0.435,0.004,min
11,Utah Jazz,40.4,41.6,.493,0.04,-0.39,0.37,29-31,11-11,49-33,33-49,34.2%,,1.9%,0.5%,40,0.342,0.005,uta
12,Portland Trail Blazers,39.6,42.4,.483,-0.16,0.16,-0.31,28-30,12-12,48-34,31-51,23.3%,,1.0%,0.2%,40,0.233,0.002,por
13,Los Angeles Lakers,37.9,44.1,.462,-0.05,0.04,-1.21,27-32,11-12,46-36,29-53,6.1%,0.1%,0.1%,0,38,0.061,0,lal
14,Houston Rockets,20.0,62.0,.244,0.34,0.11,-8.06,13-45,7-17,29-53,13-69,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.4,62.6,.237,0.31,0.19,-9.86,14-45,5-18,27-55,14-68,0,,,0,19,0,0,sa
