Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.6,25.4,.691,-0.35,0.34,5.78,42-17,15-8,64-18,48-34,100.0%,94.2%,32.0%,22.5%,57,1,0.225,bos
2,Milwaukee Bucks,54.9,27.1,.669,-0.11,0.23,3.12,41-17,14-10,64-18,44-38,100.0%,77.7%,12.1%,6.6%,55,1,0.066,mil
3,Cleveland Cavaliers,51.9,30.1,.633,-0.02,-0.72,5.60,38-23,14-7,59-23,43-39,100.0%,22.3%,28.3%,18.9%,52,1,0.18899999999999997,cle
4,Philadelphia 76ers,51.9,30.1,.633,-0.37,1.02,3.52,38-19,14-11,60-22,43-39,99.9%,5.8%,13.9%,7.3%,52,0.9990000000000001,0.073,phi
5,Brooklyn Nets,47.1,34.9,.574,0.05,0.21,1.77,34-24,13-11,55-27,38-44,97.5%,0.1%,4.2%,1.9%,47,0.975,0.019,bkn
6,New York Knicks,45.1,36.9,.550,0.04,0.24,2.27,33-27,12-10,52-30,37-45,91.4%,,5.1%,2.5%,45,0.914,0.025,ny
7,Miami Heat,43.2,38.8,.527,-0.02,0.60,0.01,32-27,11-12,52-30,35-47,74.1%,70.6%,1.4%,0.5%,43,0.741,0.005,mia
8,Washington Wizards,40.7,41.3,.496,0.15,-0.21,0.45,28-30,13-11,48-34,33-49,48.0%,18.6%,1.1%,0.4%,41,0.48,0.004,wsh
9,Atlanta Hawks,39.9,42.1,.487,-0.22,0.72,-0.58,29-30,11-12,49-33,30-52,34.0%,10.9%,0.4%,0.1%,40,0.34,0.001,atl
10,Toronto Raptors,39.7,42.3,.484,0.00,0.42,0.87,28-31,12-11,47-35,32-50,35.1%,,1.1%,0.5%,40,0.35100000000000003,0.005,tor
11,Chicago Bulls,37.8,44.2,.461,0.33,-0.40,0.04,26-33,12-11,47-35,29-53,15.7%,,0.2%,0.1%,38,0.157,0.001,chi
12,Indiana Pacers,35.8,46.2,.436,0.47,-0.39,-2.16,26-34,10-12,44-38,27-55,3.8%,,0.1%,0,36,0.038,0,ind
13,Orlando Magic,34.1,47.9,.416,0.28,-0.11,-2.49,24-35,10-13,42-40,27-55,0.5%,,,0,34,0.005,0,orl
14,Detroit Pistons,22.6,59.4,.276,0.78,-0.59,-6.81,15-44,8-15,33-49,15-67,0,,,0,23,0,0,det
15,Charlotte Hornets,24.5,57.5,.299,0.38,0.26,-6.04,17-43,8-14,33-49,18-64,0,,,0,24,0,0,cha
1,Denver Nuggets,54.8,27.2,.668,-0.38,0.03,3.98,41-18,14-9,63-19,46-36,100.0%,100.0%,29.9%,14.2%,55,1,0.142,den
2,Memphis Grizzlies,50.5,31.5,.616,-0.11,-0.84,3.80,35-22,15-10,59-23,42-40,100.0%,97.3%,26.7%,11.6%,50,1,0.11599999999999999,mem
3,Sacramento Kings,45.1,36.9,.549,-0.70,0.63,1.58,32-25,13-12,53-29,36-46,91.4%,48.9%,9.3%,2.8%,45,0.914,0.027999999999999997,sac
4,Phoenix Suns,43.6,38.4,.532,-0.08,0.34,1.29,32-28,12-10,52-30,35-47,81.9%,31.1%,7.1%,2.4%,44,0.8190000000000001,0.024,phx
5,Dallas Mavericks,43.2,38.8,.527,0.17,-1.17,0.65,31-29,12-10,52-30,35-47,77.5%,1.7%,5.3%,1.4%,43,0.775,0.013999999999999999,dal
6,LA Clippers,42.9,39.1,.523,-0.63,1.18,-0.31,33-28,10-11,51-31,34-48,67.3%,14.9%,2.9%,0.8%,43,0.6729999999999999,0.008,lac
7,New Orleans Pelicans,42.8,39.2,.522,0.03,-0.81,1.44,30-29,13-10,51-31,33-49,72.9%,0.9%,6.7%,2.1%,43,0.7290000000000001,0.021,no
8,Oklahoma City Thunder,41.9,40.1,.511,0.05,-0.42,1.70,28-29,14-11,51-31,34-48,57.6%,,5.7%,2.0%,42,0.5760000000000001,0.02,okc
9,Golden State Warriors,41.1,40.9,.501,-0.04,-0.11,0.04,29-29,12-12,50-32,33-49,43.6%,4.9%,2.0%,0.4%,41,0.436,0.004,gs
10,Minnesota Timberwolves,41.0,41.0,.500,-0.19,0.09,-0.25,31-30,10-11,50-32,33-49,44.3%,,1.7%,0.4%,41,0.44299999999999995,0.004,min
11,Utah Jazz,40.4,41.6,.492,0.04,-0.39,0.37,29-31,11-11,47-35,31-51,34.2%,,1.7%,0.4%,40,0.342,0.004,uta
12,Portland Trail Blazers,39.6,42.4,.483,-0.16,0.16,-0.31,28-30,12-12,48-34,31-51,23.6%,,0.8%,0.2%,40,0.23600000000000002,0.002,por
13,Los Angeles Lakers,37.8,44.2,.461,-0.05,0.04,-1.21,27-32,11-12,46-36,30-52,5.8%,0.2%,0.2%,0,38,0.057999999999999996,0,lal
14,Houston Rockets,20.0,62.0,.244,0.34,0.11,-8.06,13-45,7-17,28-54,13-69,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.5,62.5,.238,0.31,0.19,-9.86,14-45,5-18,27-55,14-68,0,,,0,20,0,0,sa
