Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.0,19.0,.769,1.25,-1.26,11.42,23-6,40-13,73-9,50-32,100.0%,89.9%,89.6,9.6,0.9,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,54.5%,42.5%
2,Philadelphia 76ers,57.8,24.2,.705,-0.88,-0.47,9.85,20-9,38-15,70-12,45-37,100.0%,10.1%,9.9,73.5,14.5,1.8,0.3,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,34.4%,24.3%
3,Milwaukee Bucks,52.4,29.6,.640,-1.24,0.32,4.20,22-8,30-22,65-17,40-42,99.9%,92.7%,0.5,14.5,58.9,17.1,5.7,2.4,0.5,0.2,NA,99.1,0.7,0.2,0.1,NA,,NA,5.0%,2.0%
4,Orlando Magic,48.1,33.9,.587,-0.04,-0.65,2.74,17-11,31-23,60-22,34-48,96.1%,71.3%,NA,1.8,14.5,35,20.7,13.3,7,3.6,NA,85.4,8.3,4,1.6,0.6,0.1,NA,2.1%,0.8%
5,New York Knicks,46.3,35.7,.565,-0.17,0.43,2.52,17-12,29-24,61-21,33-49,91.9%,,NA,0.3,4.9,18.2,27.2,22.1,12.2,7.1,NA,72.7,14.4,7.5,3.6,1.4,0.4,NA,1.9%,0.7%
6,Cleveland Cavaliers,45.1,36.9,.550,0.92,-0.77,1.09,17-13,28-24,58-24,33-49,84.6%,6.5%,NA,0.2,3.5,11.3,19.6,23.2,16.3,10.5,NA,57.8,19.5,11.9,6.9,2.8,1.0,NA,0.9%,0.2%
7,Miami Heat,44.8,37.2,.547,-0.86,-0.02,0.68,18-12,27-25,59-23,32-50,82.7%,27.3%,NA,0.1,2.5,13.3,17.7,19.9,17.3,11.9,NA,53.6,20.6,13.8,7.3,3.4,1.4,NA,0.6%,0.1%
8,Indiana Pacers,40.3,41.7,.492,-0.76,0.45,-0.08,14-14,26-28,55-27,26-56,44.6%,0.8%,NA,NA,0.2,1.2,3.3,6.8,14.7,18.3,NA,11.6,12.4,18.8,21.7,18.2,17.4,NA,0.2%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Brooklyn Nets,41.1,40.9,.501,0.05,-0.03,0.50,14-15,27-26,55-27,28-54,53.2%,,NA,NA,0.1,1.5,4.2,8.9,18.4,20.1,NA,14.7,15.3,23,22,14.7,10.4,NA,0.3%,0.1%
10,Atlanta Hawks,38.8,43.2,.473,0.21,-0.10,-0.07,12-17,27-26,51-31,26-56,28.7%,1.4%,NA,NA,NA,0.5,1,2.5,9.1,15.6,NA,4.0,6.1,12.6,19.9,25.6,31.9,NA,0.1%,
