Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,56.9,25.1,.694,-0.15,0.22,3.97,45-17,12-8,64-18,48-34,100.0%,98.1%,18.1%,10.4%,57,1,0.10400000000000001,mil
2,Boston Celtics,56.5,25.5,.689,-0.14,-0.19,5.30,45-19,11-7,63-19,49-33,100.0%,97.3%,28.5%,18.3%,56,1,0.183,bos
3,Philadelphia 76ers,51.3,30.7,.626,-0.20,0.83,3.64,40-22,11-9,59-23,43-39,100.0%,2.7%,13.2%,7.2%,51,1,0.07200000000000001,phi
4,Cleveland Cavaliers,50.6,31.4,.617,0.19,-1.61,5.43,39-26,12-5,56-26,42-40,100.0%,1.9%,25.0%,16.4%,51,1,0.16399999999999998,cle
5,New York Knicks,48.1,33.9,.586,0.15,-0.47,3.28,38-27,10-7,54-28,41-41,99.6%,0.1%,9.2%,4.9%,48,0.996,0.049,ny
6,Brooklyn Nets,45.2,36.8,.551,0.30,-0.30,0.71,35-28,10-9,52-30,38-44,93.0%,,2.3%,0.9%,45,0.93,0.009000000000000001,bkn
7,Atlanta Hawks,41.5,40.5,.506,-0.07,0.33,0.13,32-31,9-10,49-33,34-48,54.1%,34.9%,0.9%,0.3%,42,0.541,0.003,atl
8,Miami Heat,41.5,40.5,.506,0.11,0.51,-0.75,33-31,8-10,49-33,34-48,52.6%,41.2%,0.7%,0.2%,42,0.526,0.002,mia
9,Washington Wizards,40.5,41.5,.494,0.17,-0.22,0.25,30-32,11-9,48-34,33-49,44.8%,23.9%,0.9%,0.4%,40,0.44799999999999995,0.004,wsh
10,Toronto Raptors,39.9,42.1,.487,0.02,0.52,0.49,31-33,9-9,47-35,33-49,34.4%,,0.8%,0.3%,40,0.344,0.003,tor
11,Chicago Bulls,38.5,43.5,.469,0.23,-0.33,0.57,29-35,9-9,46-36,31-51,18.4%,,0.4%,0.1%,38,0.184,0.001,chi
12,Indiana Pacers,35.8,46.2,.436,0.29,0.09,-2.18,28-36,8-10,43-39,29-53,2.6%,,,0,36,0.026000000000000002,0,ind
13,Orlando Magic,34.6,47.4,.422,0.14,0.26,-2.63,27-37,8-10,42-40,28-54,0.5%,,,0,35,0.005,0,orl
14,Charlotte Hornets,25.7,56.3,.313,0.21,0.70,-5.73,20-45,6-11,35-47,20-62,0,,,0,26,0,0,cha
15,Detroit Pistons,21.3,60.7,.259,0.68,-0.44,-6.73,15-48,6-13,30-52,15-67,0,,,0,21,0,0,det
1,Denver Nuggets,56.1,25.9,.684,-0.34,-0.21,4.22,45-19,11-7,63-19,49-33,100.0%,100.0%,32.6%,16.1%,56,1,0.161,den
2,Memphis Grizzlies,50.7,31.3,.618,-0.08,-1.18,3.89,38-24,13-7,58-24,41-41,100.0%,99.5%,26.0%,11.8%,51,1,0.11800000000000001,mem
3,Sacramento Kings,47.7,34.3,.582,-0.64,0.61,2.01,37-25,11-9,55-27,40-42,99.8%,77.4%,11.2%,4.2%,48,0.998,0.042,sac
4,Phoenix Suns,44.7,37.3,.545,-0.16,0.58,1.77,35-29,10-8,51-31,37-45,96.1%,18.7%,10.1%,3.3%,45,0.961,0.033,phx
5,Golden State Warriors,42.9,39.1,.524,-0.26,0.38,0.72,34-30,9-9,50-32,36-46,83.5%,3.8%,4.7%,1.3%,43,0.835,0.013000000000000001,gs
6,Dallas Mavericks,42.7,39.3,.521,-0.08,-0.76,0.81,33-31,10-8,50-32,35-47,82.0%,0.5%,5.2%,1.4%,43,0.82,0.013999999999999999,dal
7,New Orleans Pelicans,41.0,41.0,.500,0.05,-1.06,0.83,31-33,10-8,48-34,34-48,57.1%,,3.4%,0.9%,41,0.5710000000000001,0.009000000000000001,no
8,Minnesota Timberwolves,40.9,41.1,.499,-0.32,0.62,-0.35,33-32,8-9,48-34,35-47,54.4%,,1.8%,0.4%,41,0.544,0.004,min
9,LA Clippers,40.4,41.6,.493,-0.44,1.08,-0.81,33-33,7-9,48-34,34-48,37.7%,0.1%,0.9%,0.2%,40,0.377,0.002,lac
10,Oklahoma City Thunder,39.6,42.4,.483,0.09,-0.83,1.52,29-34,11-8,47-35,31-51,32.3%,,2.5%,0.7%,40,0.32299999999999995,0.006999999999999999,okc
11,Los Angeles Lakers,38.9,43.1,.474,0.01,-0.27,-1.02,30-34,9-9,46-36,31-51,16.4%,0.1%,0.4%,0.1%,39,0.16399999999999998,0.001,lal
12,Utah Jazz,39.6,42.4,.483,-0.21,0.40,-0.18,31-33,9-9,47-35,32-50,32.5%,,1.0%,0.3%,40,0.325,0.003,uta
13,Portland Trail Blazers,37.6,44.4,.459,-0.20,0.46,-1.09,29-34,9-10,47-35,30-52,8.3%,,0.2%,0,38,0.083,0,por
14,San Antonio Spurs,20.6,61.4,.252,0.22,0.26,-9.67,16-47,5-14,29-53,16-66,0,,,0,21,0,0,sa
15,Houston Rockets,18.8,63.2,.229,0.45,-0.27,-8.48,13-49,6-14,27-55,13-69,0,,,0,19,0,0,hou
