Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.2,16.8,.795,-0.29,-2.09,11.36,54-14,11-3,68-14,59-23,100.0%,100.0%,77.8%,61.2%,65,1,0.612,bos,Celtics
2,Cleveland Cavaliers,51.7,30.3,.631,-0.31,-1.37,3.75,43-25,9-5,57-25,46-36,100.0%,60.3%,6.4%,2.3%,52,1,0.023,cle,Cavaliers
3,Milwaukee Bucks,51.6,30.4,.629,-0.55,1.75,2.88,44-24,8-6,58-24,46-36,100.0%,39.6%,4.1%,1.3%,52,1,0.013000000000000001,mil,Bucks
4,New York Knicks,49.5,32.5,.604,-0.13,-0.17,4.02,41-27,9-5,55-27,43-39,99.8%,,6.2%,2.6%,50,0.998,0.026000000000000002,ny,Knicks
5,Orlando Magic,48.1,33.9,.586,-0.61,0.09,1.35,41-28,7-6,54-28,42-40,98.5%,90.8%,1.5%,0.3%,48,0.985,0.003,orl,Magic
6,Philadelphia 76ers,45.7,36.3,.557,-0.49,-0.24,2.02,38-30,8-6,52-30,39-43,89.3%,,2.0%,0.5%,46,0.893,0.005,phi,76ers
7,Indiana Pacers,45.1,36.9,.550,-0.12,-0.29,1.76,38-31,7-6,51-31,39-43,88.5%,0.1%,1.5%,0.3%,45,0.885,0.003,ind,Pacers
8,Miami Heat,44.3,37.7,.540,-0.60,-0.24,-0.11,37-31,7-7,51-31,38-44,80.2%,9.2%,0.5%,0.1%,44,0.802,0.001,mia,Heat
9,Chicago Bulls,39.8,42.2,.485,-0.34,0.09,-1.86,34-35,6-7,46-36,34-48,23.7%,,,0,40,0.237,0,chi,Bulls
10,Atlanta Hawks,36.2,45.8,.442,-0.23,0.26,-2.25,30-38,6-8,43-39,31-51,19.0%,,,0,36,0.19,0,atl,Hawks
11,Brooklyn Nets,31.9,50.1,.389,0.05,-0.82,-2.48,26-43,6-7,38-44,26-56,1.0%,,,0,32,0.01,0,bkn,Nets
12,Toronto Raptors,28.4,53.6,.346,-0.11,0.09,-4.45,23-45,5-9,34-48,23-59,0,,,0,28,0,0,tor,Raptors
13,Charlotte Hornets,19.4,62.6,.237,-0.37,2.96,-10.43,17-52,2-11,26-56,17-65,0,,,0,19,0,0,cha,Hornets
14,Detroit Pistons,15.9,66.1,.194,0.10,-0.20,-8.26,12-56,4-10,23-59,12-70,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,14.6,67.4,.178,0.25,-0.62,-10.10,11-58,4-9,21-61,11-71,0,,,0,15,0,0,wsh,Wizards
1,Oklahoma City Thunder,57.0,25.0,.695,-0.28,0.78,7.37,47-20,10-5,62-20,50-32,100.0%,49.1%,35.1%,13.4%,57,1,0.134,okc,Thunder
2,Denver Nuggets,56.5,25.5,.689,0.16,-0.86,4.61,48-21,9-4,61-21,49-33,100.0%,25.9%,13.1%,3.2%,56,1,0.032,den,Nuggets
3,Minnesota Timberwolves,56.0,26.0,.683,0.02,-0.50,6.58,47-22,9-4,60-22,49-33,100.0%,25.1%,25.7%,9.0%,56,1,0.09,min,T-Wolves
4,LA Clippers,51.5,30.5,.628,0.26,-0.63,4.12,42-25,9-6,57-25,45-37,99.9%,95.8%,7.8%,1.7%,52,0.9990000000000001,0.017,lac,Clippers
5,New Orleans Pelicans,50.7,31.3,.618,-0.14,0.68,5.13,42-26,9-5,56-26,44-38,99.6%,91.0%,12.4%,3.6%,51,0.996,0.036000000000000004,no,Pelicans
6,Dallas Mavericks,47.2,34.8,.576,0.30,-0.81,1.69,40-29,7-6,53-29,40-42,84.6%,9.0%,1.8%,0.3%,47,0.846,0.003,dal,Mavericks
7,Sacramento Kings,46.9,35.1,.572,0.46,0.87,1.51,39-28,8-7,53-29,40-42,81.9%,3.5%,1.5%,0.2%,47,0.8190000000000001,0.002,sac,Kings
8,Phoenix Suns,45.7,36.3,.557,-0.48,2.52,1.89,39-29,7-7,52-30,40-42,64.3%,0.6%,1.5%,0.2%,46,0.643,0.002,phx,Suns
9,Los Angeles Lakers,43.6,38.4,.532,0.61,-0.24,0.49,37-32,7-6,50-32,38-44,29.6%,0.1%,0.3%,0,44,0.29600000000000004,0,lal,Lakers
10,Golden State Warriors,43.6,38.4,.532,0.45,-1.13,1.95,35-32,9-6,50-32,37-45,34.6%,,0.8%,0.1%,44,0.34600000000000003,0.001,gs,Warriors
11,Houston Rockets,40.5,41.5,.494,0.15,-0.11,1.24,33-35,8-6,47-35,35-47,5.6%,,0.1%,0,40,0.055999999999999994,0,hou,Rockets
12,Utah Jazz,33.9,48.1,.413,0.31,2.13,-3.13,29-39,5-9,41-41,29-53,0,,,0,34,0,0,uta,Jazz
13,Memphis Grizzlies,27.6,54.4,.337,0.60,-0.60,-5.96,23-46,5-8,34-48,23-59,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.9,59.1,.279,0.64,0.98,-7.44,19-49,4-10,30-52,19-63,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,19.1,62.9,.233,0.68,0.78,-6.71,15-54,4-9,26-56,15-67,0,,,0,19,0,0,sa,Spurs
