Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,50.5,29.5,.631,-7.99,-0.92,12.51,4-0,47-29,64-16,35-45,99.9%,72.6%,34.5%,16.4%,50,0.9990000000000001,0.16399999999999998,bos
2,Orlando Magic,46.9,33.1,.587,4.69,-1.81,8.69,2-2,45-31,61-19,29-51,99.2%,80.4%,22.3%,9.7%,47,0.992,0.09699999999999999,orl
3,Philadelphia 76ers,46.5,33.5,.581,-1.30,-1.18,10.03,2-1,44-33,61-19,32-48,98.7%,23.1%,20.4%,7.9%,46,0.987,0.079,phi
4,Atlanta Hawks,41.5,38.5,.519,-4.97,-0.63,0.63,3-2,39-36,58-22,25-55,86.8%,18.3%,6.8%,2.0%,42,0.868,0.02,atl
5,Toronto Raptors,40.8,39.2,.510,-0.11,-0.82,1.09,2-3,39-36,57-23,22-58,83.9%,2.4%,6.4%,1.8%,41,0.8390000000000001,0.018000000000000002,tor
6,New York Knicks,39.4,40.6,.493,-1.77,-0.39,-0.77,2-3,37-38,54-26,24-56,74.2%,1.3%,4.1%,0.8%,39,0.742,0.008,ny
7,Brooklyn Nets,37.7,42.3,.472,-6.49,0.09,-3.99,2-2,36-40,54-26,21-59,59.4%,0.7%,2.0%,0.4%,38,0.594,0.004,bkn
8,Milwaukee Bucks,37.2,42.8,.465,1.36,-0.77,-5.39,2-2,35-41,55-25,20-60,54.7%,42.4%,1.5%,0.3%,37,0.547,0.003,mil
9,Detroit Pistons,36.2,43.8,.452,-6.55,-0.59,-5.35,2-3,34-41,53-27,21-59,45.2%,31.3%,1.1%,0.2%,36,0.452,0.002,det
10,Miami Heat,34.4,45.6,.430,0.70,-0.69,-6.30,1-4,33-42,50-30,19-61,27.9%,1.0%,0.5%,0.1%,34,0.27899999999999997,0.001,mia
11,Indiana Pacers,33.0,47.0,.413,-5.49,-0.18,-11.24,2-2,31-45,49-31,19-61,19.1%,10.9%,0.2%,0,33,0.191,0,ind
12,Cleveland Cavaliers,32.8,47.2,.410,-4.30,-0.42,-9.50,2-3,31-44,48-32,14-66,18.3%,9.9%,0.2%,0,33,0.183,0,cle
13,Charlotte Hornets,32.3,47.7,.404,-4.03,-0.14,-10.78,1-3,31-45,49-31,13-67,15.0%,0.3%,0.2%,0,32,0.15,0,cha
14,Chicago Bulls,31.4,48.6,.393,-3.92,-0.22,-11.32,2-3,29-46,47-33,17-63,10.7%,5.5%,0.1%,0,31,0.107,0,chi
15,Washington Wizards,30.5,49.5,.381,-2.66,0.02,-13.66,1-3,30-46,47-33,15-65,7.1%,0.1%,0.1%,0,30,0.071,0,wsh
1,Golden State Warriors,51.3,28.7,.641,5.34,0.49,14.14,4-1,47-28,65-15,37-43,98.6%,36.0%,23.6%,15.2%,51,0.986,0.152,gs
2,LA Clippers,51.3,28.7,.641,3.30,0.36,15.50,3-2,48-27,66-14,37-43,98.7%,34.9%,27.1%,18.2%,51,0.987,0.182,lac
3,Sacramento Kings,48.2,31.8,.602,10.35,0.27,13.35,2-2,46-30,63-17,32-48,94.0%,11.7%,13.7%,8.2%,48,0.94,0.08199999999999999,sac
4,Los Angeles Lakers,48.0,32.0,.600,11.09,-0.01,10.29,3-2,45-30,63-17,34-46,93.2%,11.5%,12.6%,7.4%,48,0.932,0.07400000000000001,lal
5,Denver Nuggets,46.8,33.2,.585,0.32,0.54,7.52,4-1,43-32,63-17,33-47,88.7%,61.2%,7.5%,3.8%,47,0.887,0.038,den
6,Phoenix Suns,46.2,33.8,.577,5.39,0.55,10.39,2-2,44-32,61-19,30-50,85.7%,5.9%,8.3%,4.6%,46,0.857,0.046,phx
7,Minnesota Timberwolves,43.2,36.8,.540,0.74,0.80,5.74,2-2,41-35,58-22,27-53,65.1%,21.7%,3.4%,1.5%,43,0.6509999999999999,0.015,min
8,Dallas Mavericks,41.7,38.3,.521,-8.40,1.09,0.60,4-0,38-38,58-22,26-54,51.9%,61.8%,1.0%,0.4%,42,0.519,0.004,dal
9,Utah Jazz,41.3,38.7,.516,6.85,0.42,2.85,2-3,39-36,57-23,25-55,47.2%,10.4%,1.7%,0.7%,41,0.47200000000000003,0.006999999999999999,uta
10,Portland Trail Blazers,39.6,40.4,.495,5.99,0.50,0.39,2-3,38-37,55-25,25-55,31.1%,5.7%,0.8%,0.3%,40,0.311,0.003,por
11,New Orleans Pelicans,38.5,41.5,.482,-0.97,1.01,-2.97,3-1,36-40,55-25,23-57,24.1%,25.0%,0.3%,0.1%,38,0.24100000000000002,0.001,no
12,San Antonio Spurs,35.9,44.1,.449,4.77,0.72,-5.73,2-2,34-42,52-28,19-61,9.4%,9.3%,0.1%,0,36,0.094,0,sa
13,Oklahoma City Thunder,36.0,44.0,.449,-4.32,1.63,-4.72,3-2,33-42,60-20,20-60,8.7%,0.9%,0.1%,0,36,0.087,0,okc
14,Houston Rockets,33.7,46.3,.421,1.58,0.93,-7.42,1-3,33-43,48-32,17-63,3.7%,3.7%,,0,34,0.037000000000000005,0,hou
15,Memphis Grizzlies,27.3,52.7,.342,-1.13,1.51,-12.53,0-5,27-48,42-38,13-67,0.1%,0.1%,,0,27,0.001,0,mem
