Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.1,26.9,.672,-0.32,-0.01,5.55,29-12,26-15,67-15,44-38,100.0%,73.6%,31.0%,20.0%,55,1,0.2,bos
2,Brooklyn Nets,52.3,29.7,.638,-0.04,-0.01,3.93,27-13,25-17,64-18,42-40,99.9%,23.0%,16.9%,9.4%,52,0.9990000000000001,0.094,bkn
3,Cleveland Cavaliers,51.7,30.3,.631,-0.03,-0.38,4.89,26-15,26-15,62-20,40-42,99.9%,78.5%,24.0%,14.2%,52,0.9990000000000001,0.142,cle
4,Philadelphia 76ers,48.2,33.8,.588,-0.45,0.47,3.17,24-15,24-19,59-23,34-48,97.3%,3.2%,11.3%,5.5%,48,0.973,0.055,phi
5,Milwaukee Bucks,48.0,34.0,.586,-0.07,0.17,1.21,26-14,22-20,60-22,37-45,96.7%,19.9%,4.9%,2.0%,48,0.9670000000000001,0.02,mil
6,New York Knicks,44.7,37.3,.545,-0.26,0.41,2.45,22-19,23-18,57-25,31-51,84.4%,0.3%,6.7%,3.0%,45,0.8440000000000001,0.03,ny
7,Indiana Pacers,43.2,38.8,.527,-0.01,0.21,0.04,23-18,20-21,54-28,32-50,68.5%,1.4%,1.6%,0.5%,43,0.685,0.005,ind
8,Chicago Bulls,40.9,41.1,.499,1.01,-0.83,0.40,19-22,22-19,52-30,29-53,46.8%,0.3%,1.5%,0.5%,41,0.46799999999999997,0.005,chi
9,Miami Heat,40.5,41.5,.494,-0.29,0.50,-0.53,21-20,20-21,51-31,28-54,43.9%,61.9%,0.8%,0.2%,40,0.439,0.002,mia
10,Toronto Raptors,39.1,42.9,.476,0.64,-0.46,0.64,17-23,22-20,50-32,26-56,28.6%,,1.0%,0.4%,39,0.28600000000000003,0.004,tor
11,Atlanta Hawks,38.1,43.9,.465,-0.33,0.36,-1.48,19-21,19-23,52-30,27-55,18.8%,21.7%,0.2%,0,38,0.188,0,atl
12,Washington Wizards,37.5,44.5,.458,0.70,-0.55,-0.77,17-24,21-20,49-33,25-57,15.1%,16.3%,0.2%,0,38,0.151,0,wsh
13,Orlando Magic,30.6,51.4,.373,-0.07,0.45,-4.05,15-26,16-25,42-40,21-61,0.1%,0.2%,,0,31,0.001,0,orl
14,Detroit Pistons,24.2,57.8,.295,0.68,-0.03,-6.62,11-32,13-26,37-45,13-69,0,,,0,24,0,0,det
15,Charlotte Hornets,25.5,56.5,.310,0.42,0.16,-5.80,11-30,14-27,37-45,17-65,0,,,0,26,0,0,cha
1,Memphis Grizzlies,53.4,28.6,.651,-0.18,-0.35,4.85,27-13,26-16,65-17,41-41,100.0%,77.1%,31.1%,16.4%,53,1,0.16399999999999998,mem
2,Denver Nuggets,50.8,31.2,.620,-0.42,0.12,2.76,27-13,24-18,63-19,39-43,99.9%,97.8%,15.5%,6.2%,51,0.9990000000000001,0.062,den
3,New Orleans Pelicans,50.1,31.9,.611,-0.14,-0.34,4.25,25-16,25-16,61-21,39-43,99.8%,20.8%,24.4%,12.1%,50,0.998,0.121,no
4,Dallas Mavericks,45.5,36.5,.555,0.20,-0.43,1.61,23-18,23-18,57-25,34-48,93.7%,2.1%,8.2%,2.7%,46,0.937,0.027000000000000003,dal
5,Sacramento Kings,44.3,37.7,.541,-0.17,-0.27,1.52,21-18,23-20,57-25,33-49,86.5%,53.9%,6.3%,2.2%,44,0.865,0.022000000000000002,sac
6,Phoenix Suns,42.6,39.4,.520,0.20,-0.13,1.93,20-21,23-18,54-28,30-52,77.5%,33.9%,7.2%,2.7%,43,0.775,0.027000000000000003,phx
7,Portland Trail Blazers,40.6,41.4,.495,-0.27,0.21,-0.12,19-20,22-21,53-29,28-54,49.4%,0.8%,1.6%,0.5%,41,0.494,0.005,por
8,Utah Jazz,40.5,41.5,.494,-0.03,-0.09,0.62,20-23,21-18,54-28,29-53,50.2%,0.7%,2.4%,0.8%,40,0.502,0.008,uta
9,Golden State Warriors,39.6,42.4,.483,-0.21,0.28,-0.98,20-20,20-22,51-31,28-54,38.5%,7.2%,0.8%,0.2%,40,0.385,0.002,gs
10,Minnesota Timberwolves,39.2,42.8,.478,-0.45,0.38,-0.79,20-21,19-22,52-30,27-55,32.6%,0.5%,0.9%,0.2%,39,0.326,0.002,min
11,Oklahoma City Thunder,39.0,43.0,.475,0.24,-0.16,0.02,18-22,21-21,50-32,27-55,32.5%,0.2%,1.1%,0.3%,39,0.325,0.003,okc
12,LA Clippers,38.5,43.5,.470,-0.73,0.66,-1.82,21-21,18-22,50-32,28-54,23.6%,3.2%,0.4%,0.1%,38,0.23600000000000002,0.001,lac
13,Los Angeles Lakers,37.7,44.3,.460,-0.33,0.46,-1.51,19-22,19-22,51-31,26-56,16.0%,1.9%,0.2%,0,38,0.16,0,lal
14,San Antonio Spurs,24.8,57.2,.302,0.39,0.23,-8.17,13-28,12-29,36-46,15-67,0,,,0,25,0,0,sa
15,Houston Rockets,23.8,58.2,.291,0.26,0.27,-6.54,10-30,14-28,38-44,15-67,0,,,0,24,0,0,hou
