Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.4,18.6,.774,0.41,-1.48,10.61,35-10,28-9,72-10,53-29,100.0%,99.3%,61.6%,43.4%,63,1,0.434,bos,Celtics
2,Philadelphia 76ers,54.8,27.2,.668,-1.00,-0.22,6.79,29-14,26-13,64-18,43-39,100.0%,0.7%,19.3%,10.0%,55,1,0.1,phi,76ers
3,Milwaukee Bucks,51.3,30.7,.626,-0.96,0.79,2.91,31-14,20-17,62-20,40-42,99.8%,49.0%,3.2%,1.0%,51,0.998,0.01,mil,Bucks
4,Cleveland Cavaliers,50.9,31.1,.621,-0.17,-0.81,4.00,27-16,24-15,61-21,39-43,99.5%,46.9%,5.5%,1.8%,51,0.995,0.018000000000000002,cle,Cavaliers
5,New York Knicks,51.3,30.7,.625,-0.25,0.06,5.09,28-17,23-14,60-22,38-44,99.8%,,8.4%,3.5%,51,0.998,0.035,ny,Knicks
6,Indiana Pacers,45.8,36.2,.558,-0.18,-0.17,1.78,26-20,20-16,55-27,35-47,93.1%,4.0%,1.3%,0.3%,46,0.9309999999999999,0.003,ind,Pacers
7,Orlando Magic,43.8,38.2,.535,0.45,-1.64,0.69,23-22,21-16,54-28,33-49,85.3%,69.5%,0.5%,0.1%,44,0.853,0.001,orl,Magic
8,Miami Heat,41.3,40.7,.503,-0.73,-0.07,-1.48,24-21,17-20,52-30,31-51,66.4%,30.4%,0.2%,0,41,0.664,0,mia,Heat
9,Chicago Bulls,37.5,44.5,.457,-0.29,-0.30,-1.90,21-25,16-20,48-34,27-55,27.9%,,,0,38,0.27899999999999997,0,chi,Bulls
10,Brooklyn Nets,34.5,47.5,.420,-0.10,-0.01,-1.76,17-27,17-21,50-32,24-58,14.6%,,,0,34,0.146,0,bkn,Nets
11,Atlanta Hawks,33.7,48.3,.411,-0.10,0.01,-3.28,18-27,16-21,45-37,24-58,7.3%,0.2%,,0,34,0.073,0,atl,Hawks
12,Toronto Raptors,32.9,49.1,.401,0.23,-0.54,-2.20,16-29,17-20,44-38,22-60,6.5%,,,0,33,0.065,0,tor,Raptors
13,Charlotte Hornets,18.6,63.4,.227,-0.04,0.63,-11.60,10-33,9-30,30-52,11-71,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,16.9,65.1,.206,-0.20,0.50,-9.85,7-37,10-28,26-56,8-74,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,14.6,67.4,.178,0.13,0.28,-10.06,5-39,10-28,26-56,6-76,0,,,0,15,0,0,det,Pistons
1,Oklahoma City Thunder,58.6,23.4,.715,0.05,-0.67,8.74,32-13,27-10,68-14,46-36,100.0%,72.7%,44.8%,22.1%,59,1,0.221,okc,Thunder
2,Minnesota Timberwolves,56.4,25.6,.687,0.26,-0.52,5.89,32-13,24-13,66-16,46-36,100.0%,23.0%,17.8%,6.3%,56,1,0.063,min,T-Wolves
3,LA Clippers,54.1,27.9,.660,-0.12,-0.04,6.09,29-14,25-14,65-17,42-40,100.0%,98.7%,17.7%,6.7%,54,1,0.067,lac,Clippers
4,Denver Nuggets,53.6,28.4,.654,0.38,-0.58,4.42,31-15,23-13,64-18,43-39,100.0%,4.3%,9.7%,2.5%,54,1,0.025,den,Nuggets
5,New Orleans Pelicans,48.6,33.5,.592,0.11,-0.21,4.42,26-19,23-14,60-22,37-45,97.0%,85.7%,7.0%,1.9%,49,0.97,0.019,no,Pelicans
6,Sacramento Kings,44.7,37.3,.545,0.25,0.70,0.88,25-18,20-19,56-26,33-49,74.4%,0.9%,0.9%,0.1%,45,0.7440000000000001,0.001,sac,Kings
7,Phoenix Suns,44.3,37.7,.541,-1.10,1.23,1.21,26-19,18-19,55-27,34-48,71.5%,0.5%,0.9%,0.2%,44,0.715,0.002,phx,Suns
8,Dallas Mavericks,43.4,38.6,.529,-0.09,0.30,0.33,25-20,18-19,53-29,32-50,60.3%,11.0%,0.4%,0,43,0.603,0,dal,Mavericks
9,Houston Rockets,41.2,40.8,.503,0.24,-0.23,1.19,21-23,20-18,53-29,29-53,37.4%,3.4%,0.5%,0.1%,41,0.374,0.001,hou,Rockets
10,Golden State Warriors,39.9,42.1,.487,0.93,-0.71,0.48,19-23,21-19,51-31,28-54,23.3%,,0.2%,0,40,0.233,0,gs,Warriors
11,Los Angeles Lakers,40.2,41.8,.490,0.45,0.43,-0.37,23-23,17-19,51-31,29-53,23.4%,,0.1%,0,40,0.23399999999999999,0,lal,Lakers
12,Utah Jazz,39.2,42.8,.478,0.25,0.74,-1.45,23-23,16-20,50-32,30-52,12.8%,,,0,39,0.128,0,uta,Jazz
13,Memphis Grizzlies,32.9,49.1,.401,0.51,-0.13,-4.50,18-27,15-22,45-37,23-59,0.1%,,,0,33,0.001,0,mem,Grizzlies
14,Portland Trail Blazers,23.0,59.0,.280,0.33,1.18,-8.84,13-32,10-27,34-48,14-68,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,19.0,63.0,.231,0.35,1.07,-8.43,9-36,10-27,29-53,11-71,0,,,0,19,0,0,sa,Spurs
