Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.6,17.4,.788,-0.46,-1.73,10.95,59-16,6-1,66-16,61-21,100.0%,100.0%,75.6%,59.9%,65,1,0.599,bos,Celtics
2,Milwaukee Bucks,50.9,31.1,.620,-0.37,1.86,3.05,47-28,4-3,54-28,47-35,100.0%,67.5%,5.3%,1.7%,51,1,0.017,mil,Bucks
3,Cleveland Cavaliers,49.6,32.4,.605,-0.34,-1.41,2.67,46-30,4-2,52-30,46-36,100.0%,32.2%,4.0%,1.4%,50,1,0.013999999999999999,cle,Cavaliers
4,Orlando Magic,47.6,34.4,.580,-0.58,0.28,1.66,44-31,4-3,51-31,44-38,97.9%,75.4%,2.3%,0.6%,48,0.9790000000000001,0.006,orl,Magic
5,New York Knicks,48.1,33.9,.586,-0.29,1.06,4.18,44-31,4-3,51-31,44-38,99.2%,,6.9%,2.6%,48,0.992,0.026000000000000002,ny,Knicks
6,Indiana Pacers,46.4,35.6,.565,-0.23,0.13,2.24,43-33,3-3,49-33,43-39,93.1%,0.2%,2.5%,0.8%,46,0.9309999999999999,0.008,ind,Pacers
7,Miami Heat,45.9,36.1,.559,-0.59,-0.67,0.89,42-33,4-3,49-33,42-40,87.3%,24.6%,1.1%,0.3%,46,0.873,0.003,mia,Heat
8,Philadelphia 76ers,44.9,37.1,.548,-0.22,-3.61,1.99,41-35,4-2,47-35,41-41,82.5%,,2.2%,0.6%,45,0.825,0.006,phi,76ers
9,Atlanta Hawks,38.2,43.8,.466,-0.19,-0.30,-1.38,35-40,3-4,42-40,35-47,21.0%,,,0,38,0.21,0,atl,Hawks
10,Chicago Bulls,38.7,43.3,.472,-0.26,-0.64,-1.88,36-40,3-3,42-40,36-46,19.1%,,,0,39,0.191,0,chi,Bulls
11,Brooklyn Nets,31.8,50.2,.387,-0.04,-0.71,-2.67,29-47,3-3,35-47,29-53,0,,,0,32,0,0,bkn,Nets
12,Toronto Raptors,25.2,56.8,.308,-0.03,0.22,-5.84,23-52,2-5,30-52,23-59,0,,,0,25,0,0,tor,Raptors
13,Charlotte Hornets,19.4,62.6,.237,-0.01,2.20,-10.61,18-57,1-6,24-58,18-64,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,16.6,65.4,.202,0.03,0.43,-9.47,15-61,2-4,21-61,15-67,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,15.0,67.0,.183,0.26,-2.06,-8.55,13-62,2-5,20-62,13-69,0,,,0,15,0,0,det,Pistons
1,Minnesota Timberwolves,56.9,25.1,.693,-0.03,-0.90,6.60,52-23,5-2,59-23,52-30,100.0%,44.8%,27.7%,10.1%,57,1,0.10099999999999999,min,T-Wolves
2,Oklahoma City Thunder,56.7,25.3,.691,-0.13,0.51,7.10,52-23,5-2,59-23,52-30,100.0%,29.6%,32.2%,12.2%,57,1,0.122,okc,Thunder
3,Denver Nuggets,56.9,25.1,.694,0.06,-1.41,4.83,53-23,4-2,59-23,53-29,100.0%,25.7%,13.8%,4.0%,57,1,0.04,den,Nuggets
4,LA Clippers,51.2,30.8,.625,0.03,0.80,3.38,47-28,4-3,54-28,47-35,99.7%,96.5%,6.7%,1.4%,51,0.997,0.013999999999999999,lac,Clippers
5,New Orleans Pelicans,49.5,32.5,.604,0.08,-0.78,4.80,45-30,4-3,52-30,45-37,96.7%,48.7%,11.1%,2.9%,50,0.9670000000000001,0.028999999999999998,no,Pelicans
6,Dallas Mavericks,49.2,32.8,.600,0.18,-1.23,2.52,45-30,4-3,52-30,45-37,95.9%,51.3%,3.4%,0.6%,49,0.9590000000000001,0.006,dal,Mavericks
7,Sacramento Kings,47.3,34.7,.577,0.33,2.65,1.74,44-31,3-4,51-31,44-38,71.0%,2.4%,1.7%,0.3%,47,0.71,0.003,sac,Kings
8,Phoenix Suns,47.2,34.8,.576,-0.39,4.17,2.35,44-31,3-4,51-31,44-38,66.1%,0.9%,1.8%,0.4%,47,0.6609999999999999,0.004,phx,Suns
9,Los Angeles Lakers,46.2,35.8,.563,0.47,0.05,0.87,43-33,3-3,49-33,43-39,39.1%,0.2%,0.4%,0.1%,46,0.391,0.001,lal,Lakers
10,Golden State Warriors,45.1,36.9,.550,0.23,-0.93,2.37,41-34,4-3,48-34,41-41,30.8%,,1.2%,0.2%,45,0.308,0.002,gs,Warriors
11,Houston Rockets,41.8,40.2,.510,0.10,-0.20,1.59,38-37,4-3,45-37,38-44,0.7%,,,0,42,0.006999999999999999,0,hou,Rockets
12,Utah Jazz,30.7,51.3,.375,0.46,2.99,-4.08,29-47,2-4,35-47,29-53,0,,,0,31,0,0,uta,Jazz
13,Memphis Grizzlies,27.4,54.6,.334,0.48,-0.21,-6.68,25-50,2-5,32-50,25-57,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.0,61.0,.256,0.75,0.20,-8.13,19-56,2-5,26-56,19-63,0,,,0,21,0,0,por,Blazers
15,San Antonio Spurs,19.9,62.1,.243,0.69,0.58,-6.33,18-58,2-4,24-58,18-64,0,,,0,20,0,0,sa,Spurs
