Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,55.6,24.4,.695,1.30,-0.38,9.74,12-4,44-20,69-11,41-39,99.9%,76.9%,70.8,18.4,6.6,2.5,1,0.4,0.2,0.1,NA,99.7,0.3,0.1,NA,NA,,NA,40.5%,27.2%
2,Philadelphia 76ers,51.6,28.4,.646,1.01,-0.36,7.75,10-5,42-23,65-15,38-42,99.2%,20.3%,17.9,35.2,21.4,12,6.8,3.6,1.5,0.9,NA,96.8,1.8,0.8,0.3,0.2,,NA,23.3%,13.8%
3,Orlando Magic,48.8,31.2,.610,-0.05,-0.13,4.77,11-5,38-26,62-18,34-46,95.5%,68.5%,6.3,19.7,22.2,16.5,13.2,9.1,5.3,3.2,NA,87.0,5.8,3.7,2.2,1,0.4,NA,10.5%,4.8%
4,New York Knicks,47.0,33.0,.588,0.41,0.09,4.61,9-6,38-27,61-19,32-48,90.3%,2.7%,2.1,8.5,14.9,18.5,17.1,13.8,9.1,6.4,NA,74.9,9.5,7,5,2.5,1.2,NA,8.3%,3.8%
5,Milwaukee Bucks,46.3,33.7,.579,0.13,0.07,2.82,11-5,35-29,61-19,32-48,86.7%,57.3%,1.7,8.4,13.2,16.6,15.5,13.5,10.4,7.5,NA,68.9,11.2,8.7,5.8,3.6,1.9,NA,4.8%,1.8%
6,Indiana Pacers,44.2,35.8,.553,-0.70,0.19,2.63,9-6,35-30,58-22,27-53,73.4%,32.7%,0.5,3.2,7.1,10.6,12.3,14.1,13.5,12.3,NA,47.6,14,13.3,10.9,8.3,5.9,NA,3.3%,1.2%
7,Atlanta Hawks,44.0,36.0,.550,1.76,-0.28,3.26,7-7,37-29,59-21,28-52,71.7%,16.4%,0.4,3.2,5.9,8.4,11.2,14.2,14.5,13.9,NA,43.3,14.7,13.8,12.7,9.3,6.3,NA,4.1%,1.5%
8,Miami Heat,43.9,36.1,.549,-1.46,0.32,1.60,10-6,34-30,58-22,26-54,71.1%,15.2%,0.4,2.5,5.8,8.2,11.4,13.7,15.1,14,NA,42.0,15.7,14.3,12.3,9.5,6.2,NA,2.6%,0.9%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Cleveland Cavaliers,41.4,38.6,.517,2.12,-0.35,0.25,8-7,33-32,55-25,27-53,45.5%,9.9%,NA,0.6,1.8,3.4,5.4,7.6,12.2,14.4,NA,18.9,11.1,15.2,17.7,19,18.1,NA,0.9%,0.2%
10,Toronto Raptors,40.0,40.0,.500,0.68,0.25,0.37,8-8,32-32,55-25,25-55,33.9%,,NA,0.2,0.6,1.6,3.3,5.2,9.7,13.4,NA,10.8,8.7,11.8,17,21.9,29.8,NA,0.8%,0.2%
11,Brooklyn Nets,39.7,40.3,.497,1.61,0.14,0.76,6-8,34-32,57-23,25-55,32.0%,,NA,0.2,0.6,1.6,2.9,4.9,8.4,13.4,NA,10.2,7.2,11.1,15.4,22.4,33.8,NA,0.9%,0.2%
12,Chicago Bulls,30.8,49.2,.385,1.01,0.28,-4.35,5-12,26-37,44-36,18-62,0.6%,0.1%,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,0.1,NA,0.2,0.6,1.8,97.3,NA,,
13,Charlotte Hornets,28.3,51.7,.354,0.32,0.74,-7.39,5-9,23-43,43-37,13-67,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,0.1,0.1,0.4,99.4,NA,,
14,Detroit Pistons,25.4,54.6,.318,0.55,0.42,-6.89,2-14,23-41,39-41,13-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
15,Washington Wizards,24.6,55.4,.308,0.34,0.56,-8.00,2-13,23-42,40-40,12-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
1,Minnesota Timberwolves,52.9,27.1,.661,1.34,-0.92,7.34,11-4,42-23,66-14,39-41,99.8%,47.5%,44.4,30.4,13.3,6.5,3.1,1.5,0.5,0.3,NA,99.1,0.5,0.3,0.1,NA,,NA,28.6%,14.4%
2,Oklahoma City Thunder,52.9,27.1,.662,-1.32,-0.54,7.81,11-4,42-23,65-15,40-40,99.8%,46.9%,43.9,30.7,13.8,5.9,2.9,1.6,0.7,0.3,NA,98.8,0.7,0.4,0.1,NA,,NA,31.5%,16.5%
3,Denver Nuggets,47.3,32.7,.592,0.36,-0.82,3.67,10-6,37-27,61-19,33-47,93.8%,5.6%,4.7,11.7,19.4,19.3,16,11.2,6.6,4.8,NA,82.4,7.1,5,3.1,1.8,0.7,NA,10.0%,3.8%
4,Houston Rockets,47.0,33.0,.588,-0.73,-0.82,4.56,8-6,39-27,60-20,33-47,92.9%,57.4%,4,12.7,20.3,17.9,14.1,11.8,7.2,4.9,NA,80.8,7.7,5.1,3.2,2.2,1.0,NA,12.0%,4.6%
5,New Orleans Pelicans,44.7,35.3,.558,1.88,-1.04,2.20,9-7,36-28,58-22,31-49,81.3%,25.2%,1.2,4.8,10,12.3,14.4,14.7,13,10.9,NA,57.4,14,11.2,8.7,5.7,3.1,NA,5.1%,1.5%
6,Golden State Warriors,43.7,36.3,.546,2.17,-1.14,2.34,8-9,36-27,57-23,29-51,75.6%,38.1%,0.6,3.4,7.3,10.8,12.8,14.2,14,12.4,NA,49.1,13.3,13.2,11,8.4,5.0,NA,5.1%,1.5%
7,Dallas Mavericks,43.4,36.6,.543,-1.64,0.20,0.83,10-5,33-32,58-22,29-51,70.1%,17.3%,0.6,2.9,6.3,9,11.6,13.3,13.5,13,NA,43.7,14.6,13.8,12.2,9.9,5.9,NA,2.6%,0.7%
8,Phoenix Suns,42.2,37.8,.528,-3.49,0.28,0.44,10-6,32-32,57-23,30-50,59.9%,24.2%,0.3,1.4,4.3,7.1,8.9,10.8,13.5,13.6,NA,32.8,12.5,14.6,15.1,14,11.0,NA,1.9%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Sacramento Kings,42.2,37.8,.527,0.15,0.02,0.35,9-6,33-32,57-23,28-52,59.3%,22.1%,0.3,1.3,3.6,6.8,9.1,10.8,13,14.4,NA,31.8,13.4,14.4,15.7,14,10.7,NA,1.9%,0.5%
10,Los Angeles Lakers,40.1,39.9,.501,-0.84,0.25,-0.53,9-7,31-33,57-23,27-53,39.2%,9.8%,0.1,0.5,1.1,3,4.6,6,10.1,13.8,NA,15.3,9.6,12.6,16.9,21.7,23.9,NA,0.8%,0.2%
11,Los Angeles Clippers,38.8,41.2,.484,-3.08,0.35,-0.01,6-8,33-33,54-26,24-56,28.4%,5.9%,NA,0.2,0.7,1.5,2.5,4.1,7.8,11.7,NA,9.0,6.6,9.5,14,22.2,38.8,NA,0.6%,0.2%
12,Utah Jazz,24.6,55.4,.308,-1.68,0.91,-9.35,4-11,21-44,38-42,12-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Portland Trail Blazers,23.9,56.1,.299,-1.65,0.74,-10.25,4-11,20-45,39-41,8-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Memphis Grizzlies,23.3,56.7,.292,-2.41,0.66,-9.95,3-12,20-45,37-43,10-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,21.3,58.7,.267,1.46,0.17,-11.48,3-13,18-46,37-43,8-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
