Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,57.3,24.7,.698,-0.15,-0.09,5.53,45-18,12-7,64-18,50-32,100.0%,97.5%,55,42.3,2.3,0.4,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.7%,19.7%
2,Milwaukee Bucks,56.9,25.1,.694,-0.14,0.25,3.98,45-17,12-8,64-18,48-34,100.0%,98.3%,44,51.7,3.6,0.7,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,17.3%,9.9%
3,Philadelphia 76ers,51.9,30.1,.633,-0.20,0.83,3.82,40-21,12-9,60-22,44-38,100.0%,2.5%,0.8,4.4,55.4,32.8,6.3,0.3,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.0%,8.0%
4,Cleveland Cavaliers,50.6,31.4,.617,0.21,-1.60,5.46,39-26,12-5,56-26,43-39,100.0%,1.7%,0.2,1.5,35,47.4,14.3,1.6,NA,0.1,NA,99.9,0.1,NA,NA,NA,,NA,24.9%,16.9%
5,New York Knicks,47.6,34.4,.581,0.17,-0.43,3.31,37-27,11-7,55-27,40-42,99.4%,0.1%,NA,NA,3.7,17.2,63.4,12.6,1.6,0.9,NA,96.9,2.6,0.4,0.1,NA,,NA,8.3%,4.4%
6,Brooklyn Nets,44.4,37.6,.542,0.27,-0.05,0.53,34-28,10-10,53-29,36-46,89.3%,,NA,NA,0.1,1.4,11.8,49.9,17.1,9,NA,63.2,24.4,7.8,3.2,1,0.4,NA,2.1%,0.8%
7,Miami Heat,41.9,40.1,.511,0.08,0.67,-0.77,33-30,9-10,49-33,35-47,58.6%,54.2%,NA,NA,NA,0.1,2.3,17.9,21.1,17.1,NA,20.3,28,17.9,14.1,11.3,8.4,NA,0.6%,0.2%
8,Atlanta Hawks,40.9,41.1,.499,-0.03,0.26,-0.11,31-31,10-10,49-33,34-48,45.3%,27.1%,NA,NA,NA,0.1,0.9,8.6,18.6,17.1,NA,9.6,15.9,20.7,18.6,17.1,18.2,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,40.0,42.0,.488,0.19,-0.21,0.10,29-32,11-10,47-35,32-50,34.9%,18.7%,NA,NA,NA,NA,0.5,4.5,13.5,16.5,NA,5.0,11.4,15.7,18.4,20.5,29.1,NA,0.5%,0.2%
10,Toronto Raptors,40.5,41.5,.494,0.02,0.51,0.68,31-32,9-10,48-34,33-49,41.9%,,NA,NA,NA,NA,0.4,3.4,17.7,20.4,NA,3.8,12.2,22.9,22.5,18.7,19.9,NA,1.0%,0.3%
11,Chicago Bulls,39.1,42.9,.477,0.20,-0.18,0.88,29-34,10-9,46-36,32-50,26.0%,,NA,NA,NA,NA,NA,1.3,9.2,15.4,NA,1.3,4.9,12.5,18.4,20.6,42.3,NA,0.7%,0.2%
12,Indiana Pacers,36.6,45.4,.446,0.44,-0.41,-1.89,28-35,9-10,44-38,29-53,4.6%,,NA,NA,NA,NA,NA,0.1,1.1,3.4,NA,0.1,0.4,2,4.8,10,82.7,NA,,
13,Orlando Magic,34.1,47.9,.416,0.25,-0.04,-2.73,26-37,8-11,42-40,27-55,0.2%,,NA,NA,NA,NA,NA,NA,NA,0.2,NA,,NA,NA,0.1,0.9,99.0,NA,,
14,Detroit Pistons,21.3,60.7,.259,0.70,-0.43,-6.71,15-48,6-13,30-52,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,26.1,55.9,.319,0.25,0.55,-5.61,20-44,6-12,33-49,20-62,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,55.5,26.5,.677,-0.40,-0.01,3.98,44-19,12-7,62-20,47-35,100.0%,100.0%,92.7,7,0.3,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.8%,13.4%
2,Memphis Grizzlies,51.3,30.7,.625,-0.17,-0.98,4.12,38-23,13-8,58-24,43-39,100.0%,99.7%,6.9,78.8,13.7,0.4,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.8%,13.8%
3,Sacramento Kings,47.4,34.6,.578,-0.64,0.54,2.03,36-25,11-10,55-27,40-42,99.7%,79.4%,0.3,13,64.9,14,4.4,1.9,0.7,0.4,NA,98.6,0.9,0.4,0.2,NA,,NA,12.5%,4.3%
4,Phoenix Suns,44.0,38.0,.537,-0.15,0.51,1.47,34-29,10-9,52-30,37-45,93.3%,16.8%,NA,1,14.9,36.1,19.9,11.5,5.9,4.1,NA,83.3,6.9,4.3,2.6,1.5,1.5,NA,9.2%,2.7%
5,Dallas Mavericks,42.1,39.9,.513,-0.15,-0.47,0.64,32-31,10-9,50-32,34-48,73.7%,0.2%,NA,0.1,1.6,16.2,17.1,15.4,12.5,11,NA,50.2,13.5,11.2,8.8,7.2,9.1,NA,4.4%,1.2%
6,New Orleans Pelicans,41.6,40.4,.507,0.02,-1.00,0.95,31-32,11-8,49-33,32-50,65.2%,0.1%,NA,0.1,0.9,10.3,13.8,14.5,13.7,11.8,NA,39.6,13.3,12.5,10.8,9.2,14.6,NA,4.0%,1.1%
7,Golden State Warriors,41.8,40.2,.510,-0.25,0.32,0.24,32-30,10-10,49-33,34-48,66.8%,2.5%,NA,NA,2.2,9.1,14.5,16,13.5,11.5,NA,41.8,14.6,12.6,10.2,8.5,12.2,NA,2.9%,0.8%
