Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,56.9,25.1,.694,-0.15,0.22,3.97,45-17,12-8,64-18,48-34,100.0%,98.1%,54.4,42.2,2.8,0.6,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,18.1%,10.4%
2,Boston Celtics,56.5,25.5,.689,-0.14,-0.19,5.30,45-19,11-7,63-19,49-33,100.0%,97.3%,44.9,52,2.6,0.6,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,28.5%,18.3%
3,Philadelphia 76ers,51.3,30.7,.626,-0.20,0.83,3.64,40-22,11-9,59-23,43-39,100.0%,2.7%,0.5,3.9,49.4,35.3,9.9,0.9,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,13.2%,7.2%
4,Cleveland Cavaliers,50.6,31.4,.617,0.19,-1.61,5.43,39-26,12-5,56-26,42-40,100.0%,1.9%,0.2,1.9,38.5,39.9,17.1,2.3,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,25.0%,16.4%
5,New York Knicks,48.1,33.9,.586,0.15,-0.47,3.28,38-27,10-7,54-28,41-41,99.6%,0.1%,NA,0.1,6.4,20.7,56,14.5,1.4,0.5,NA,97.7,2.1,0.2,NA,NA,,NA,9.2%,4.9%
6,Brooklyn Nets,45.2,36.8,.551,0.30,-0.30,0.71,35-28,10-9,52-30,38-44,93.0%,,NA,NA,0.4,2.7,14.4,55.6,13.3,6.7,NA,73.1,21.1,4.3,1.2,0.3,0.1,NA,2.3%,0.9%
7,Atlanta Hawks,41.5,40.5,.506,-0.07,0.33,0.13,32-31,9-10,49-33,34-48,54.1%,34.9%,NA,NA,NA,0.1,1.1,9.8,23.5,19.6,NA,11.0,22.5,24.4,18.9,13.8,9.5,NA,0.9%,0.3%
8,Miami Heat,41.5,40.5,.506,0.11,0.51,-0.75,33-31,8-10,49-33,34-48,52.6%,41.2%,NA,NA,NA,NA,1,10.3,23,18.2,NA,11.3,27.4,20.7,17.6,13.5,9.5,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,40.5,41.5,.494,0.17,-0.22,0.25,30-32,11-9,48-34,33-49,44.8%,23.9%,NA,NA,NA,NA,0.5,5,18.9,20.4,NA,5.5,16.7,21.3,21.1,17.8,17.6,NA,0.9%,0.4%
