Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.8,25.2,.693,-0.23,0.18,5.48,44-18,13-7,64-18,48-34,100.0%,97.1%,54.7,41.8,3,0.5,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.7%,19.8%
2,Milwaukee Bucks,56.5,25.5,.689,-0.07,0.11,3.75,44-17,12-9,63-19,49-33,100.0%,95.5%,43.9,49.4,5.3,1.4,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,16.4%,9.4%
3,Philadelphia 76ers,51.3,30.7,.625,-0.18,0.80,3.52,39-21,12-10,59-23,42-40,100.0%,2.9%,0.8,4.7,42.2,43.9,7.3,0.9,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,13.5%,7.6%
4,Cleveland Cavaliers,51.0,31.0,.622,0.12,-1.13,5.51,39-25,12-6,57-25,43-39,100.0%,4.5%,0.5,4.1,46.3,39,8.6,1.4,NA,NA,NA,100.0,0.1,NA,NA,NA,,NA,25.6%,16.4%
5,New York Knicks,47.1,34.9,.574,0.16,-0.29,2.97,36-27,11-8,54-28,39-43,98.4%,,NA,NA,3,11.9,53,23.7,4.8,1.9,NA,91.7,6.8,1.2,0.2,0.1,,NA,8.2%,4.3%
6,Brooklyn Nets,45.0,37.0,.549,0.19,0.11,0.85,34-27,11-10,53-29,36-46,91.0%,,NA,NA,0.3,2.8,23.1,42.1,15,7.8,NA,68.2,22.5,6.2,2,0.7,0.4,NA,2.5%,0.9%
7,Miami Heat,42.5,39.5,.519,0.02,0.78,-0.47,33-29,10-10,51-31,35-47,65.5%,61.9%,NA,NA,NA,0.4,5.5,18.8,23.4,17.2,NA,24.8,32,17.3,12.3,8,5.7,NA,0.9%,0.3%
8,Atlanta Hawks,40.9,41.1,.499,-0.03,0.30,-0.11,31-31,10-10,49-33,33-49,44.0%,22.3%,NA,NA,NA,NA,1.2,6.4,17.9,18.5,NA,7.6,14.2,22.5,21.1,17.1,17.6,NA,0.8%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,40.1,41.9,.489,0.21,-0.23,0.11,29-32,11-10,47-35,32-50,34.1%,15.8%,NA,NA,NA,NA,0.6,3.7,13.2,16.6,NA,4.3,10.1,17,19.9,19.9,28.8,NA,0.7%,0.2%
