Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,58.6,23.4,.715,1.72,-0.56,10.12,15-5,44-18,71-11,44-38,100.0%,78.6%,43.3%,30.0%,59,1,0.3,bos,Celtics
2,Philadelphia 76ers,55.1,26.9,.672,1.85,-0.93,8.85,12-7,43-20,68-14,41-41,99.9%,21.0%,31.0%,19.5%,55,0.9990000000000001,0.195,phi,76ers
3,Milwaukee Bucks,49.7,32.3,.606,-0.45,0.22,3.55,15-6,35-26,64-18,34-48,95.7%,73.1%,6.0%,2.6%,50,0.9570000000000001,0.026000000000000002,mil,Bucks
4,Orlando Magic,49.2,32.8,.600,-0.88,0.00,3.42,14-6,35-27,66-16,36-46,94.3%,80.0%,5.2%,2.1%,49,0.943,0.021,orl,Magic
5,New York Knicks,46.7,35.3,.570,-0.45,0.61,3.50,12-8,35-27,62-20,32-50,85.4%,0.3%,4.7%,2.0%,47,0.8540000000000001,0.02,ny,Knicks
6,Indiana Pacers,45.6,36.4,.556,-0.33,0.23,2.89,11-8,35-28,59-23,31-51,77.6%,21.6%,3.1%,1.1%,46,0.7759999999999999,0.011000000000000001,ind,Pacers
7,Brooklyn Nets,45.6,36.4,.556,0.69,-0.06,3.37,10-9,36-27,61-21,31-51,76.9%,0.2%,3.7%,1.3%,46,0.769,0.013000000000000001,bkn,Nets
8,Miami Heat,43.2,38.8,.526,-0.33,0.02,0.77,11-9,32-30,57-25,29-53,53.1%,11.8%,1.0%,0.2%,43,0.531,0.002,mia,Heat
9,Atlanta Hawks,42.3,39.7,.516,0.89,0.03,1.26,9-10,33-30,57-25,28-54,45.3%,8.2%,1.0%,0.3%,42,0.45299999999999996,0.003,atl,Hawks
10,Cleveland Cavaliers,42.6,39.4,.519,0.78,-0.09,0.43,11-9,32-30,56-26,23-59,48.1%,5.3%,0.8%,0.2%,43,0.48100000000000004,0.002,cle,Cavaliers
11,Toronto Raptors,39.7,42.3,.484,1.09,-0.03,-0.22,9-11,31-31,54-28,25-57,22.5%,,0.2%,0,40,0.225,0,tor,Raptors
12,Chicago Bulls,32.7,49.3,.399,1.43,-0.37,-4.00,7-14,26-35,49-33,17-65,1.1%,0.1%,,0,33,0.011000000000000001,0,chi,Bulls
13,Charlotte Hornets,28.0,54.0,.341,0.83,0.43,-7.50,6-12,22-42,44-38,15-67,0,,,0,28,0,0,cha,Hornets
14,Washington Wizards,24.1,57.9,.294,0.32,0.60,-8.00,3-16,21-42,38-44,11-71,0,,,0,24,0,0,wsh,Wizards
15,Detroit Pistons,21.6,60.4,.263,0.21,0.54,-8.74,2-18,20-42,35-47,6-76,0,,,0,22,0,0,det,Pistons
1,Minnesota Timberwolves,55.9,26.1,.682,0.03,-0.87,6.98,15-4,41-22,69-13,42-40,100.0%,59.0%,29.9%,13.6%,56,1,0.136,min,T-Wolves
2,Oklahoma City Thunder,54.7,27.3,.667,-0.47,-0.64,7.90,13-6,42-21,67-15,40-42,100.0%,35.7%,37.2%,18.5%,55,1,0.185,okc,Thunder
3,Denver Nuggets,49.9,32.1,.608,-0.39,-0.48,3.71,14-7,36-25,65-17,35-47,98.5%,5.3%,12.1%,3.9%,50,0.985,0.039,den,Nuggets
4,Houston Rockets,44.0,38.0,.536,-0.57,-0.49,2.26,8-9,36-29,60-22,30-52,74.2%,40.4%,4.7%,1.1%,44,0.742,0.011000000000000001,hou,Rockets
5,New Orleans Pelicans,44.0,38.0,.537,-0.04,-0.55,1.19,12-10,32-28,60-22,28-54,75.1%,39.5%,3.5%,0.9%,44,0.7509999999999999,0.009000000000000001,no,Pelicans
6,Golden State Warriors,43.8,38.2,.534,1.52,-1.02,1.87,9-11,35-27,57-25,29-53,73.3%,30.2%,4.3%,1.0%,44,0.733,0.01,gs,Warriors
7,Phoenix Suns,42.7,39.3,.520,-2.33,0.21,0.29,12-9,31-30,58-24,30-52,61.0%,20.6%,1.9%,0.4%,43,0.61,0.004,phx,Suns
8,Dallas Mavericks,41.9,40.1,.511,-0.94,-0.10,-0.73,11-8,31-32,55-27,28-54,52.6%,20.1%,1.0%,0.2%,42,0.526,0.002,dal,Mavericks
9,Sacramento Kings,42.1,39.9,.513,0.28,0.01,-0.46,11-8,31-32,57-25,29-53,54.2%,15.6%,1.4%,0.2%,42,0.542,0.002,sac,Kings
10,Los Angeles Lakers,41.8,40.2,.510,-0.17,0.14,-0.94,13-9,29-31,55-27,26-56,51.1%,14.7%,1.2%,0.2%,42,0.511,0.002,lal,Lakers
11,LA Clippers,42.3,39.7,.516,-1.78,0.11,1.48,9-10,33-30,55-27,29-53,60.1%,19.0%,2.9%,0.7%,42,0.601,0.006999999999999999,lac,Clippers
12,Utah Jazz,27.5,54.5,.336,-1.16,0.82,-7.56,7-13,21-41,46-36,15-67,0,,,0,28,0,0,uta,Jazz
13,Portland Trail Blazers,27.2,54.8,.332,-1.06,0.64,-7.80,6-13,21-42,41-41,15-67,0,,,0,27,0,0,por,Blazers
14,Memphis Grizzlies,26.4,55.6,.322,-1.71,0.48,-7.71,5-14,21-42,40-42,13-69,0,,,0,26,0,0,mem,Grizzlies
15,San Antonio Spurs,21.0,61.0,.256,1.49,0.07,-10.94,3-16,18-45,34-48,9-73,0,,,0,21,0,0,sa,Spurs
