Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,60.6,19.4,.758,3.38,-0.77,16.75,9-2,52-17,73-7,47-33,100.0%,94.7%,65.1%,53.9%,61,1,0.539,bos,Celtics
2,Philadelphia 76ers,52.2,27.8,.652,1.47,-0.20,9.20,8-3,44-25,65-15,37-43,99.8%,5.0%,17.6%,10.8%,52,0.998,0.10800000000000001,phi,76ers
3,New York Knicks,46.9,33.1,.586,1.92,-0.05,5.83,6-5,41-28,62-18,32-48,94.7%,0.4%,6.5%,3.2%,47,0.9470000000000001,0.032,ny,Knicks
4,Indiana Pacers,45.0,35.0,.562,0.16,0.16,3.34,7-4,38-31,61-19,30-50,87.4%,62.2%,3.0%,1.2%,45,0.8740000000000001,0.012,ind,Pacers
5,Atlanta Hawks,44.2,35.8,.553,0.33,0.14,3.42,6-5,38-31,59-21,30-50,84.6%,60.2%,2.9%,1.2%,44,0.846,0.012,atl,Hawks
6,Brooklyn Nets,42.5,37.5,.532,1.42,0.29,2.42,6-6,37-31,59-21,28-52,71.6%,,2.0%,0.7%,42,0.716,0.006999999999999999,bkn,Nets
7,Milwaukee Bucks,41.8,38.2,.523,1.15,0.22,0.43,7-4,35-34,57-23,28-52,64.7%,21.4%,0.8%,0.3%,42,0.647,0.003,mil,Bucks
8,Miami Heat,41.1,38.9,.514,-1.02,0.36,-0.60,8-4,33-35,56-24,27-53,57.0%,24.5%,0.6%,0.2%,41,0.57,0.002,mia,Heat
9,Cleveland Cavaliers,41.0,39.0,.513,2.58,-0.15,0.95,5-6,36-33,58-22,26-54,57.9%,15.9%,0.7%,0.3%,41,0.579,0.003,cle,Cavaliers
10,Orlando Magic,40.1,39.9,.501,-1.68,0.45,-0.04,6-5,34-35,55-25,23-57,47.8%,15.2%,0.6%,0.2%,40,0.478,0.002,orl,Magic
11,Toronto Raptors,37.7,42.3,.471,1.25,0.55,-1.12,5-6,33-36,54-26,23-57,26.8%,,0.2%,0.1%,38,0.268,0.001,tor,Raptors
12,Chicago Bulls,33.5,46.5,.419,0.16,0.45,-3.59,4-8,30-38,50-30,18-62,5.7%,0.5%,,0,34,0.057,0,chi,Bulls
13,Charlotte Hornets,30.1,49.9,.377,0.12,0.74,-6.79,3-7,27-43,47-33,15-65,0.9%,0.1%,,0,30,0.009000000000000001,0,cha,Hornets
14,Detroit Pistons,29.8,50.2,.372,-0.46,0.65,-5.05,2-10,28-40,45-35,15-65,0.8%,0.1%,,0,30,0.008,0,det,Pistons
15,Washington Wizards,28.7,51.3,.359,0.95,0.51,-6.78,2-9,27-42,44-36,13-67,0.4%,,,0,29,0.004,0,wsh,Wizards
1,Denver Nuggets,52.1,27.9,.651,-0.73,-0.82,7.45,9-2,43-26,66-14,37-43,99.9%,44.7%,26.7%,8.5%,52,0.9990000000000001,0.085,den,Nuggets
2,Minnesota Timberwolves,51.5,28.5,.644,0.94,-0.89,7.48,8-3,43-26,67-13,37-43,99.8%,39.1%,27.3%,8.9%,52,0.998,0.08900000000000001,min,T-Wolves
3,Oklahoma City Thunder,49.1,30.9,.613,-0.35,-0.71,5.74,8-4,41-27,64-16,35-45,99.0%,16.1%,18.9%,5.3%,49,0.99,0.053,okc,Thunder
4,Houston Rockets,45.9,34.1,.574,-1.57,-0.86,3.65,6-3,40-31,60-20,30-50,95.3%,54.8%,8.6%,2.0%,46,0.953,0.02,hou,Rockets
5,Dallas Mavericks,45.0,35.0,.562,-3.06,0.11,1.69,9-3,36-32,59-21,29-51,91.6%,42.7%,5.4%,1.0%,45,0.9159999999999999,0.01,dal,Mavericks
6,Golden State Warriors,44.2,35.8,.553,2.43,-1.12,2.97,6-7,38-29,58-22,27-53,90.4%,59.9%,7.8%,1.7%,44,0.904,0.017,gs,Warriors
7,Sacramento Kings,41.1,38.9,.514,-0.54,-0.06,0.06,6-4,35-35,56-24,23-57,70.4%,21.1%,2.3%,0.4%,41,0.7040000000000001,0.004,sac,Kings
8,Phoenix Suns,39.3,40.7,.491,-1.94,-0.33,-0.58,5-6,34-35,53-27,24-56,55.3%,12.8%,1.4%,0.2%,39,0.5529999999999999,0.002,phx,Suns
9,New Orleans Pelicans,37.9,42.1,.473,2.16,-0.78,-2.38,5-6,33-36,52-28,24-56,39.8%,2.6%,0.5%,0,38,0.39799999999999996,0,no,Pelicans
10,LA Clippers,37.1,42.9,.463,-2.62,-0.10,-1.12,3-7,34-36,52-28,22-58,35.9%,4.4%,0.9%,0.1%,37,0.359,0.001,lac,Clippers
11,Los Angeles Lakers,35.2,44.8,.440,-1.05,0.19,-4.14,6-6,29-39,51-29,20-60,19.8%,1.8%,0.1%,0,35,0.198,0,lal,Lakers
12,Utah Jazz,30.1,49.9,.376,-1.73,0.52,-7.27,4-7,26-43,44-36,16-64,2.5%,,,0,30,0.025,0,uta,Jazz
13,Portland Trail Blazers,26.5,53.5,.331,-2.79,0.65,-9.79,3-8,23-46,42-38,14-66,0.3%,,,0,26,0.003,0,por,Blazers
14,San Antonio Spurs,25.5,54.5,.319,2.16,-0.02,-11.30,3-8,22-47,39-41,13-67,0.2%,,,0,26,0.002,0,sa,Spurs
15,Memphis Grizzlies,24.2,55.8,.302,-3.64,0.55,-11.09,2-9,22-47,38-42,9-71,0,,,0,24,0,0,mem,Grizzlies
