Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,57.2,24.8,.698,-0.09,0.15,4.05,47-18,10-7,64-18,50-32,100.0%,98.3%,71,25.4,2.9,0.7,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,19.0%,10.8%
2,Boston Celtics,55.4,26.6,.676,0.04,-0.77,5.22,45-21,10-6,61-21,48-34,100.0%,87.1%,25.5,60.4,10.4,3.6,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.4%,17.2%
3,Philadelphia 76ers,52.8,29.2,.644,-0.17,0.92,3.95,43-22,10-7,60-22,46-36,100.0%,12.8%,3,11.6,52.1,29.8,3.5,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.7%,8.3%
4,Cleveland Cavaliers,51.2,30.8,.625,0.14,-1.62,5.65,41-26,10-5,56-26,44-38,100.0%,1.7%,0.5,2.6,32.7,51.6,10.9,1.6,NA,NA,NA,100.0,0.1,NA,NA,NA,,NA,26.4%,17.9%
5,New York Knicks,47.8,34.2,.583,0.16,-0.41,3.11,39-28,9-6,54-28,41-41,99.4%,0.1%,NA,0.1,1.8,12.1,64.4,18.9,1.5,0.7,NA,97.2,2.6,0.2,NA,NA,,NA,7.8%,4.1%
6,Brooklyn Nets,45.8,36.2,.559,0.06,0.55,1.04,37-28,9-8,53-29,37-45,95.9%,,NA,NA,0.1,2.1,18.8,60.4,9.8,4.7,NA,81.4,16.6,1.7,0.2,0.1,,NA,2.5%,1.0%
7,Miami Heat,42.5,39.5,.519,0.12,0.53,-0.56,35-31,8-8,50-32,36-46,68.8%,73.1%,NA,NA,NA,0.1,2,14.4,31.5,20.7,NA,16.5,50.6,16.6,9.3,5.1,2.0,NA,0.8%,0.1%
8,Atlanta Hawks,40.5,41.5,.494,-0.04,0.37,0.00,32-33,8-9,47-35,33-49,43.4%,15.1%,NA,NA,NA,NA,0.2,2.5,20.3,20.3,NA,2.7,11.8,28.3,23,19.7,14.6,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,39.8,42.2,.485,0.16,-0.13,0.07,31-34,9-8,47-35,32-50,34.6%,11.8%,NA,NA,NA,NA,0.1,1.2,14.3,19,NA,1.3,9.2,19.5,24.6,23.6,21.9,NA,0.5%,0.2%
10,Toronto Raptors,40.1,41.9,.489,0.09,0.37,0.58,32-34,8-8,47-35,33-49,40.4%,,NA,NA,NA,NA,NA,0.9,18.1,21.4,NA,0.9,8.2,26.3,27.5,22.1,15.0,NA,1.0%,0.3%
11,Chicago Bulls,37.8,44.2,.461,0.19,-0.12,0.49,29-36,9-8,45-37,31-51,13.3%,,NA,NA,NA,NA,NA,NA,3.7,9.6,NA,,0.9,6.1,11.5,19.2,62.4,NA,0.3%,0.1%
12,Indiana Pacers,36.1,45.9,.441,0.35,-0.12,-2.06,29-37,7-9,43-39,30-52,4.1%,,NA,NA,NA,NA,NA,NA,0.7,3.4,NA,,0.1,1.5,3.8,9.8,84.8,NA,,
13,Orlando Magic,33.7,48.3,.411,0.20,0.13,-2.70,27-39,7-9,41-41,27-55,0.2%,,NA,NA,NA,NA,NA,NA,NA,0.2,NA,,NA,NA,0.2,0.6,99.3,NA,,
14,Detroit Pistons,20.3,61.7,.247,0.72,-0.72,-6.84,15-51,5-11,28-54,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,26.2,55.8,.319,0.26,0.62,-5.64,21-46,5-10,34-48,21-61,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,56.5,25.5,.688,-0.32,-0.26,4.25,46-19,10-7,63-19,49-33,100.0%,100.0%,99.5,0.5,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.3%,16.4%
2,Memphis Grizzlies,49.4,32.6,.602,-0.10,-1.20,3.51,38-26,11-7,56-26,42-40,100.0%,98.6%,0.3,63.4,31.8,3.7,0.6,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,22.9%,9.8%
3,Sacramento Kings,47.6,34.4,.581,-0.60,0.56,2.14,38-26,10-8,55-27,40-42,99.9%,74.0%,0.2,30.2,44.6,19.1,4.1,1.3,0.3,0.1,NA,99.4,0.4,0.2,0.1,NA,,NA,13.1%,4.6%
4,Phoenix Suns,45.2,36.8,.551,-0.16,0.63,1.80,36-29,9-8,53-29,38-44,97.9%,24.7%,NA,5.6,20.3,46.4,15.5,6.1,2.5,1.5,NA,93.9,2.9,1.5,0.9,0.5,0.3,NA,10.7%,3.8%
5,Dallas Mavericks,42.6,39.4,.520,-0.04,-1.06,0.83,34-32,9-7,49-33,36-46,80.5%,1.3%,NA,0.2,1.6,13.5,24.7,18.3,12.5,9.6,NA,58.4,13.9,10.2,7.5,5.2,4.8,NA,5.2%,1.4%
6,Golden State Warriors,42.0,40.0,.512,-0.22,0.37,0.48,34-32,8-8,48-34,35-47,70.7%,1.0%,NA,0.2,0.9,6.3,17.6,18.6,14.9,12.2,NA,43.6,15.9,12.6,10.1,7.9,10.0,NA,3.8%,0.9%
7,Minnesota Timberwolves,41.0,41.0,.500,-0.22,0.30,-0.53,34-33,7-8,48-34,35-47,53.2%,,NA,NA,0.2,3.1,10.2,13,13.9,12.8,NA,26.6,14.8,14.6,13.2,11.6,19.3,NA,1.6%,0.4%
8,Los Angeles Clippers,41.1,40.9,.502,-0.37,0.85,-0.64,34-33,7-8,48-34,35-47,48.2%,0.2%,NA,NA,0.2,2.2,8,12.1,12.9,12.7,NA,22.5,13.3,14.1,14.5,12.6,23.0,NA,1.5%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,New Orleans Pelicans,40.5,41.5,.494,0.08,-1.21,0.62,31-34,10-7,48-34,33-49,45.6%,0.1%,NA,NA,0.1,2.6,7.2,10.4,12.3,13,NA,20.3,12.3,12.7,11.9,12.1,30.7,NA,2.5%,0.6%
10,Oklahoma City Thunder,40.5,41.5,.494,0.08,-0.98,1.76,31-34,10-7,48-34,32-50,45.5%,,NA,NA,0.1,2,6.3,9.6,13.3,14.1,NA,18.1,11,12.4,13.7,13.7,31.0,NA,4.0%,1.3%
11,Los Angeles Lakers,40.0,42.0,.488,0.05,-0.58,-0.70,32-34,8-8,47-35,33-49,30.3%,0.1%,NA,NA,0.1,0.7,3.8,6.1,8.9,10.8,NA,10.6,8.5,10.6,12.3,14.2,43.7,NA,0.6%,0.1%
12,Portland Trail Blazers,38.6,43.4,.470,-0.33,0.99,-1.05,31-34,8-9,45-37,32-50,13.1%,,NA,NA,NA,0.3,1,2,3.8,5.9,NA,3.3,3.1,5.1,7,11,70.4,NA,0.3%,0.1%
13,Utah Jazz,38.7,43.3,.471,-0.18,0.37,-0.36,31-35,8-8,46-36,32-50,15.2%,,NA,NA,NA,0.1,0.9,2.4,4.7,7.2,NA,3.4,4,6,8.8,11.2,66.7,NA,0.5%,0.1%
14,Houston Rockets,19.6,62.4,.238,0.12,0.74,-8.07,15-50,5-12,28-54,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,19.5,62.5,.238,-0.01,1.23,-10.27,16-49,4-13,26-56,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
