Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.8,18.2,.778,-0.09,-1.47,10.15,44-12,20-6,70-12,56-26,100.0%,100.0%,66.8%,47.1%,64,1,0.47100000000000003,bos,Celtics
2,Cleveland Cavaliers,52.8,29.2,.644,-0.57,-0.42,4.65,36-19,17-10,60-22,44-38,100.0%,85.8%,11.5%,4.6%,53,1,0.046,cle,Cavaliers
3,New York Knicks,49.8,32.2,.607,-0.37,0.31,4.35,34-22,16-10,58-24,41-41,99.2%,,8.6%,3.4%,50,0.992,0.034,ny,Knicks
4,Milwaukee Bucks,49.5,32.5,.604,-0.66,0.96,2.55,36-21,14-11,58-24,40-42,99.1%,13.5%,3.8%,1.1%,50,0.991,0.011000000000000001,mil,Bucks
5,Philadelphia 76ers,48.0,34.0,.585,-0.72,0.03,3.38,33-23,15-11,56-26,39-43,96.8%,,5.1%,1.6%,48,0.968,0.016,phi,76ers
6,Orlando Magic,46.7,35.3,.569,0.35,-2.28,1.33,31-25,16-10,55-27,38-44,93.1%,65.5%,1.8%,0.3%,47,0.9309999999999999,0.003,orl,Magic
7,Indiana Pacers,44.8,37.2,.547,-0.50,0.65,1.15,32-25,13-12,55-27,35-47,85.4%,0.8%,1.7%,0.2%,45,0.8540000000000001,0.002,ind,Pacers
8,Miami Heat,44.8,37.2,.546,-0.28,-1.01,0.12,31-25,14-12,54-28,37-45,84.4%,34.5%,0.6%,0.1%,45,0.8440000000000001,0.001,mia,Heat
9,Chicago Bulls,37.8,44.2,.462,-0.38,-0.06,-1.81,26-30,12-14,47-35,30-52,21.6%,,,0,38,0.21600000000000003,0,chi,Bulls
10,Atlanta Hawks,35.3,46.7,.430,-0.06,-0.20,-2.62,24-32,11-15,44-38,27-55,12.5%,,,0,35,0.125,0,atl,Hawks
11,Brooklyn Nets,33.4,48.6,.408,0.43,-1.08,-2.31,21-34,12-15,43-39,24-58,6.3%,,,0,33,0.063,0,bkn,Nets
12,Toronto Raptors,31.5,50.5,.385,-0.05,-0.26,-3.28,21-36,11-14,41-41,23-59,1.6%,,,0,32,0.016,0,tor,Raptors
13,Charlotte Hornets,19.8,62.2,.241,-0.05,0.70,-10.50,14-42,6-20,29-53,14-68,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,16.0,66.0,.195,0.23,-0.15,-9.62,9-47,7-19,25-57,9-73,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,15.3,66.7,.186,0.12,0.13,-9.10,8-47,7-20,25-57,8-74,0,,,0,15,0,0,det,Pistons
1,Minnesota Timberwolves,57.2,24.8,.697,0.09,-0.62,7.12,39-17,18-8,64-18,47-35,100.0%,50.1%,30.3%,13.7%,57,1,0.13699999999999998,min,T-Wolves
2,Oklahoma City Thunder,57.3,24.7,.699,-0.06,-0.45,8.00,39-17,18-8,64-18,49-33,100.0%,47.9%,38.3%,18.7%,57,1,0.187,okc,Thunder
3,LA Clippers,54.1,27.9,.660,0.02,-0.02,5.09,37-18,17-10,63-19,44-38,100.0%,99.1%,12.4%,4.2%,54,1,0.042,lac,Clippers
4,Denver Nuggets,53.1,28.9,.647,0.00,0.04,3.63,38-19,15-10,61-21,45-37,99.9%,2.0%,6.8%,1.8%,53,0.9990000000000001,0.018000000000000002,den,Nuggets
5,New Orleans Pelicans,49.0,33.0,.598,-0.13,0.27,4.16,34-23,15-10,56-26,41-41,96.4%,74.7%,6.8%,2.0%,49,0.9640000000000001,0.02,no,Pelicans
6,Dallas Mavericks,46.9,35.1,.571,0.08,0.05,1.65,33-23,14-12,55-27,39-43,81.2%,25.3%,1.6%,0.3%,47,0.812,0.003,dal,Mavericks
7,Sacramento Kings,45.8,36.2,.558,0.32,0.89,0.89,32-23,14-13,54-28,37-45,70.4%,0.5%,0.8%,0.1%,46,0.7040000000000001,0.001,sac,Kings
8,Phoenix Suns,45.0,37.0,.549,-1.12,2.44,1.78,33-24,12-13,53-29,36-46,61.4%,0.2%,1.1%,0.3%,45,0.614,0.003,phx,Suns
9,Golden State Warriors,44.8,37.2,.546,0.53,-0.87,2.59,29-26,16-11,52-30,36-46,57.9%,0.2%,1.6%,0.4%,45,0.579,0.004,gs,Warriors
10,Los Angeles Lakers,42.4,39.6,.517,0.29,0.91,-0.06,31-27,11-13,51-31,34-48,27.9%,,0.2%,0,42,0.27899999999999997,0,lal,Lakers
11,Houston Rockets,38.6,43.4,.471,0.30,-0.45,0.55,25-31,14-12,48-34,30-52,4.8%,,,0,39,0.048,0,hou,Rockets
12,Utah Jazz,36.0,46.0,.439,0.20,1.37,-2.57,26-31,10-15,44-38,27-55,0.2%,,,0,36,0.002,0,uta,Jazz
13,Memphis Grizzlies,30.2,51.8,.368,0.92,-1.16,-5.01,20-37,10-15,38-44,21-61,0,,,0,30,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.5,59.5,.275,0.75,0.65,-8.19,15-40,8-19,31-51,15-67,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,17.7,64.3,.216,0.40,1.42,-8.09,11-46,7-18,26-56,11-71,0,,,0,18,0,0,sa,Spurs
