Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.6,26.4,.678,-0.33,0.11,5.14,36-15,20-11,65-17,46-36,100.0%,89.6%,31.2%,20.1%,56,1,0.201,bos
2,Milwaukee Bucks,50.8,31.2,.620,-0.23,0.39,2.10,34-17,17-14,61-21,41-41,99.9%,59.0%,9.4%,4.3%,51,0.9990000000000001,0.043,mil
3,Philadelphia 76ers,50.5,31.5,.616,-0.39,0.61,3.25,32-17,19-14,60-22,39-43,99.6%,7.7%,13.8%,6.9%,50,0.996,0.069,phi
4,Cleveland Cavaliers,49.5,32.5,.604,0.12,-0.81,4.59,31-22,18-11,58-24,39-43,99.5%,41.0%,22.8%,13.8%,50,0.995,0.138,cle
5,Brooklyn Nets,49.2,32.8,.600,-0.24,0.39,2.80,31-19,18-14,60-22,39-43,99.4%,2.8%,11.5%,5.9%,49,0.9940000000000001,0.059000000000000004,bkn
6,Miami Heat,44.0,38.0,.537,-0.02,0.22,0.29,29-23,15-15,54-28,34-48,81.9%,75.0%,2.8%,0.9%,44,0.8190000000000001,0.009000000000000001,mia
7,New York Knicks,43.0,39.0,.525,-0.10,0.40,1.61,27-25,16-14,54-28,33-49,73.1%,,4.3%,1.9%,43,0.731,0.019,ny
8,Washington Wizards,40.7,41.3,.496,0.23,-0.30,0.19,24-26,17-15,50-32,31-51,44.2%,16.0%,1.3%,0.5%,41,0.442,0.005,wsh
9,Chicago Bulls,39.7,42.3,.484,0.39,-0.43,0.27,23-27,17-15,49-33,28-54,33.2%,,1.1%,0.3%,40,0.332,0.003,chi
10,Atlanta Hawks,39.6,42.4,.483,-0.21,0.38,-0.84,25-26,15-16,51-31,30-52,29.8%,9.0%,0.5%,0.1%,40,0.298,0.001,atl
11,Toronto Raptors,39.1,42.9,.477,0.40,-0.52,0.90,23-29,16-14,49-33,30-52,25.9%,,1.2%,0.4%,39,0.259,0.004,tor
12,Indiana Pacers,37.8,44.2,.461,0.37,-0.17,-1.69,24-28,14-16,49-33,29-53,13.3%,,0.2%,0.1%,38,0.133,0.001,ind
13,Orlando Magic,32.8,49.2,.400,0.21,0.04,-3.06,20-31,13-18,42-40,24-58,0.3%,,,0,33,0.003,0,orl
14,Detroit Pistons,23.1,58.9,.282,0.73,-0.37,-6.69,13-39,10-20,32-50,15-67,0,,,0,23,0,0,det
15,Charlotte Hornets,25.9,56.1,.315,0.60,-0.22,-5.82,15-37,11-19,36-46,17-65,0,,,0,26,0,0,cha
1,Denver Nuggets,53.5,28.5,.653,-0.23,-0.17,3.69,35-16,19-12,64-18,44-38,100.0%,99.8%,26.6%,13.3%,54,1,0.133,den
2,Memphis Grizzlies,51.8,30.2,.632,-0.24,-0.35,4.14,32-18,20-12,61-21,41-41,100.0%,98.5%,27.4%,14.7%,52,1,0.147,mem
3,Sacramento Kings,46.8,35.2,.570,-0.32,-0.20,2.68,28-21,19-14,56-26,37-45,96.5%,70.5%,14.7%,6.4%,47,0.965,0.064,sac
4,Phoenix Suns,42.9,39.1,.524,-0.02,0.19,1.44,27-25,16-14,53-29,33-49,73.7%,16.2%,6.2%,2.1%,43,0.737,0.021,phx
5,Dallas Mavericks,42.5,39.5,.518,-0.01,-0.33,0.38,27-25,15-15,51-31,33-49,64.8%,0.9%,3.6%,1.1%,42,0.648,0.011000000000000001,dal
6,Golden State Warriors,42.0,40.0,.513,-0.04,0.04,0.04,26-24,16-16,52-30,31-51,59.0%,8.1%,2.6%,0.9%,42,0.59,0.009000000000000001,gs
7,New Orleans Pelicans,42.3,39.7,.516,-0.04,-0.37,1.27,26-26,16-14,51-31,32-50,63.9%,0.5%,5.1%,1.7%,42,0.639,0.017,no
8,Oklahoma City Thunder,41.7,40.3,.509,0.44,-0.77,1.42,24-26,18-14,52-30,31-51,56.2%,0.1%,5.0%,1.9%,42,0.562,0.019,okc
9,LA Clippers,41.6,40.4,.508,-0.82,1.33,-0.71,29-25,13-15,51-31,32-50,49.3%,5.1%,1.7%,0.5%,42,0.493,0.005,lac
10,Utah Jazz,42.0,40.0,.512,-0.05,-0.07,1.14,26-26,16-14,52-30,32-50,60.6%,0.1%,4.4%,1.5%,42,0.606,0.015,uta
11,Minnesota Timberwolves,40.6,41.4,.496,-0.35,0.52,-0.29,27-26,14-15,50-32,32-50,37.1%,,1.3%,0.4%,41,0.371,0.004,min
12,Portland Trail Blazers,39.8,42.2,.486,-0.30,0.38,0.09,24-26,16-16,50-32,29-53,29.8%,,1.3%,0.4%,40,0.298,0.004,por
13,Los Angeles Lakers,37.9,44.1,.462,-0.08,0.23,-1.31,24-28,14-16,48-34,27-55,9.2%,0.1%,0.2%,0.1%,38,0.092,0.001,lal
14,Houston Rockets,21.5,60.5,.262,0.10,0.58,-7.40,12-38,10-22,31-51,12-70,0,,,0,22,0,0,hou
15,San Antonio Spurs,21.8,60.2,.266,0.42,0.14,-9.31,14-37,8-23,31-51,14-68,0,,,0,22,0,0,sa
