Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,59.5,22.5,.725,1.17,-0.73,9.61,18-5,41-18,73-9,47-35,100.0%,74.1%,43.0%,30.1%,60,1,0.301,bos,Celtics
2,Philadelphia 76ers,56.8,25.2,.692,-0.24,-0.59,8.98,16-7,41-18,68-14,43-39,100.0%,25.9%,35.3%,23.6%,57,1,0.23600000000000002,phi,76ers
3,Orlando Magic,50.7,31.3,.618,-1.06,-0.18,4.07,16-7,35-24,66-16,35-47,98.8%,94.8%,7.5%,3.3%,51,0.988,0.033,orl,Magic
4,Milwaukee Bucks,49.3,32.7,.602,-0.91,0.28,2.97,17-7,32-26,62-20,36-46,97.0%,69.5%,4.6%,1.8%,49,0.97,0.018000000000000002,mil,Bucks
5,Indiana Pacers,45.3,36.7,.552,-0.77,0.25,2.14,13-9,32-28,59-23,33-49,81.8%,21.4%,2.2%,0.8%,45,0.818,0.008,ind,Pacers
6,New York Knicks,44.8,37.2,.546,-0.71,0.65,2.38,13-10,32-27,59-23,31-51,79.8%,,2.6%,0.9%,45,0.7979999999999999,0.009000000000000001,ny,Knicks
7,Brooklyn Nets,44.9,37.1,.547,0.25,-0.13,2.21,13-11,32-26,58-24,30-52,80.1%,,2.6%,0.9%,45,0.8009999999999999,0.009000000000000001,bkn,Nets
8,Cleveland Cavaliers,43.6,38.4,.532,1.38,-0.71,0.94,13-12,31-26,59-23,29-53,69.6%,9.1%,1.4%,0.4%,44,0.696,0.004,cle,Cavaliers
9,Miami Heat,41.8,40.2,.510,-1.36,0.34,-0.40,14-11,28-29,55-27,30-52,49.0%,4.1%,0.4%,0.1%,42,0.49,0.001,mia,Heat
10,Atlanta Hawks,38.9,43.1,.475,0.84,-0.17,0.01,9-14,30-29,53-29,26-56,24.4%,1.1%,0.3%,0.1%,39,0.244,0.001,atl,Hawks
11,Toronto Raptors,37.8,44.2,.460,0.53,-0.09,-1.02,10-14,28-30,51-31,25-57,16.1%,,0.2%,0,38,0.161,0,tor,Raptors
12,Chicago Bulls,34.1,47.9,.416,0.38,-0.27,-3.39,10-16,24-32,46-36,21-61,3.4%,,,0,34,0.034,0,chi,Bulls
13,Charlotte Hornets,26.4,55.6,.322,-0.18,0.57,-7.95,7-15,19-41,41-41,13-69,0,,,0,26,0,0,cha,Hornets
14,Washington Wizards,19.9,62.1,.242,0.84,0.32,-10.25,3-20,17-42,35-47,8-74,0,,,0,20,0,0,wsh,Wizards
15,Detroit Pistons,18.3,63.7,.223,0.34,0.40,-10.12,2-22,16-42,32-50,7-75,0,,,0,18,0,0,det,Pistons
1,Minnesota Timberwolves,55.7,26.3,.679,-0.77,-0.25,6.53,18-5,38-21,69-13,41-41,99.9%,62.4%,26.3%,11.6%,56,0.9990000000000001,0.11599999999999999,min,T-Wolves
2,Oklahoma City Thunder,53.2,28.8,.648,-0.12,-0.36,6.88,15-8,38-21,68-14,40-42,99.3%,24.1%,28.2%,12.6%,53,0.993,0.126,okc,Thunder
3,Denver Nuggets,51.7,30.3,.630,0.58,-0.65,4.69,17-9,35-21,65-17,38-44,98.3%,13.5%,14.9%,5.2%,52,0.983,0.052000000000000005,den,Nuggets
4,Houston Rockets,48.6,33.4,.592,0.15,-0.53,4.39,12-9,37-24,62-20,35-47,91.0%,64.3%,11.0%,3.8%,49,0.91,0.038,hou,Rockets
5,LA Clippers,47.3,34.7,.577,-1.18,0.20,3.74,14-10,33-25,61-21,33-49,85.7%,48.7%,8.1%,2.7%,47,0.857,0.027000000000000003,lac,Clippers
6,Dallas Mavericks,45.5,36.5,.555,-1.05,0.19,1.37,15-9,31-27,60-22,31-51,70.0%,24.6%,2.6%,0.6%,46,0.7,0.006,dal,Mavericks
7,Sacramento Kings,45.1,36.9,.550,1.36,-0.19,1.01,14-9,31-28,59-23,31-51,63.7%,20.3%,2.2%,0.4%,45,0.637,0.004,sac,Kings
8,Los Angeles Lakers,45.0,37.0,.548,0.10,0.24,1.22,15-10,30-27,59-23,30-52,64.2%,20.9%,2.4%,0.6%,45,0.642,0.006,lal,Lakers
9,New Orleans Pelicans,43.9,38.1,.535,0.29,-0.26,0.97,14-11,30-27,57-25,30-52,53.9%,11.0%,1.7%,0.3%,44,0.539,0.003,no,Pelicans
10,Golden State Warriors,42.6,39.4,.520,1.86,-0.95,1.78,10-14,33-25,56-26,28-54,42.4%,6.4%,2.1%,0.5%,43,0.424,0.005,gs,Warriors
11,Phoenix Suns,41.7,40.3,.508,-1.61,0.48,0.30,13-11,29-29,56-26,27-55,31.7%,3.7%,0.7%,0.1%,42,0.317,0.001,phx,Suns
12,Utah Jazz,26.5,55.5,.323,-0.34,1.00,-8.10,9-16,17-40,41-41,13-69,0,,,0,26,0,0,uta,Jazz
13,Memphis Grizzlies,25.7,56.3,.314,-1.01,0.70,-7.27,6-17,20-39,40-42,14-68,0,,,0,26,0,0,mem,Grizzlies
14,Portland Trail Blazers,25.2,56.8,.307,-0.73,0.93,-7.60,6-17,19-40,40-42,11-71,0,,,0,25,0,0,por,Blazers
15,San Antonio Spurs,20.6,61.4,.251,1.91,0.04,-9.70,3-20,18-41,36-46,8-74,0,,,0,21,0,0,sa,Spurs
