Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,57.2,22.8,.715,1.05,-0.31,11.69,11-3,46-20,70-10,43-37,100.0%,78.8%,46.3%,32.4%,57,1,0.324,bos,Celtics
2,Philadelphia 76ers,53.1,26.9,.664,0.80,-0.26,8.94,10-4,43-23,68-12,38-42,99.8%,19.9%,26.7%,16.1%,53,0.998,0.161,phi,76ers
3,New York Knicks,47.3,32.7,.592,0.90,0.02,5.25,8-6,39-27,62-18,30-50,93.5%,1.3%,8.4%,3.9%,47,0.935,0.039,ny,Knicks
4,Milwaukee Bucks,46.1,33.9,.576,-0.22,0.25,2.85,10-4,36-30,60-20,32-48,87.0%,43.5%,4.1%,1.5%,46,0.87,0.015,mil,Bucks
5,Cleveland Cavaliers,45.0,35.0,.563,2.57,-0.46,2.92,8-6,37-29,60-20,26-54,81.4%,31.5%,3.2%,1.1%,45,0.8140000000000001,0.011000000000000001,cle,Cavaliers
6,Orlando Magic,44.9,35.1,.561,-1.28,0.24,2.65,9-5,36-30,59-21,28-52,80.5%,50.7%,3.5%,1.2%,45,0.805,0.012,orl,Magic
7,Indiana Pacers,44.0,36.0,.550,0.23,0.11,2.38,8-5,36-31,59-21,29-51,74.9%,25.0%,2.8%,0.9%,44,0.7490000000000001,0.009000000000000001,ind,Pacers
8,Atlanta Hawks,43.4,36.6,.542,1.76,-0.23,3.22,6-7,37-30,57-23,30-50,70.9%,34.2%,3.3%,1.2%,43,0.7090000000000001,0.012,atl,Hawks
9,Miami Heat,41.1,38.9,.514,-1.81,0.47,-0.53,9-5,32-34,56-24,27-53,46.2%,15.0%,0.7%,0.2%,41,0.462,0.002,mia,Heat
10,Brooklyn Nets,40.2,39.8,.503,1.60,0.24,0.83,6-7,34-33,56-24,23-57,40.4%,,0.8%,0.3%,40,0.40399999999999997,0.003,bkn,Nets
11,Toronto Raptors,38.4,41.6,.480,1.13,0.29,-0.22,6-8,32-34,54-26,24-56,23.8%,,0.3%,0.1%,38,0.23800000000000002,0.001,tor,Raptors
12,Chicago Bulls,31.9,48.1,.399,0.23,0.50,-4.04,5-10,27-38,47-33,19-61,1.5%,,,0,32,0.015,0,chi,Bulls
13,Charlotte Hornets,27.9,52.1,.349,0.87,0.64,-7.67,4-9,24-43,43-37,14-66,0.1%,,,0,28,0.001,0,cha,Hornets
14,Detroit Pistons,27.2,52.8,.340,0.56,0.44,-5.84,2-13,25-40,42-38,13-67,0.1%,,,0,27,0.001,0,det,Pistons
15,Washington Wizards,25.6,54.4,.320,0.83,0.52,-8.32,2-11,24-43,41-39,13-67,0,,,0,26,0,0,wsh,Wizards
1,Minnesota Timberwolves,53.3,26.7,.666,1.06,-0.83,7.99,10-3,43-24,67-13,39-41,99.9%,45.5%,30.1%,14.2%,53,0.9990000000000001,0.142,min,T-Wolves
2,Oklahoma City Thunder,53.0,27.0,.662,-0.62,-0.76,8.17,10-4,43-23,66-14,39-41,99.9%,38.6%,30.5%,14.6%,53,0.9990000000000001,0.146,okc,Thunder
3,Denver Nuggets,50.3,29.7,.629,0.09,-0.82,5.59,10-4,40-26,64-16,35-45,99.2%,15.9%,17.1%,6.3%,50,0.992,0.063,den,Nuggets
4,Golden State Warriors,45.3,34.7,.566,3.29,-1.41,3.62,7-8,38-27,60-20,33-47,90.6%,62.9%,7.9%,2.4%,45,0.9059999999999999,0.024,gs,Warriors
5,Houston Rockets,43.5,36.5,.544,-0.63,-0.80,2.29,6-6,37-31,58-22,27-53,79.5%,39.0%,4.8%,1.3%,44,0.795,0.013000000000000001,hou,Rockets
6,New Orleans Pelicans,43.2,36.8,.540,2.50,-1.12,1.78,7-7,36-30,58-22,28-52,76.5%,33.3%,3.5%,1.0%,43,0.765,0.01,no,Pelicans
7,Dallas Mavericks,42.5,37.5,.531,-1.91,0.19,0.52,9-5,34-32,57-23,27-53,70.8%,27.7%,2.3%,0.5%,42,0.708,0.005,dal,Mavericks
8,Sacramento Kings,40.1,39.9,.502,-0.77,0.27,-1.15,8-5,32-35,55-25,25-55,48.6%,9.9%,0.7%,0.1%,40,0.486,0.001,sac,Kings
9,Phoenix Suns,40.0,40.0,.500,-3.28,0.10,-0.85,8-6,32-34,55-25,25-55,46.1%,10.3%,0.9%,0.2%,40,0.461,0.002,phx,Suns
10,LA Clippers,39.7,40.3,.496,-3.19,0.18,0.65,5-7,35-33,53-27,26-54,47.0%,9.1%,1.5%,0.3%,40,0.47,0.003,lac,Clippers
11,Los Angeles Lakers,39.4,40.6,.493,-1.88,0.47,-1.35,9-6,30-35,55-25,26-54,41.7%,7.7%,0.7%,0.1%,39,0.41700000000000004,0.001,lal,Lakers
12,Utah Jazz,26.5,53.5,.332,-1.34,0.72,-8.41,4-10,23-43,41-39,12-68,0.1%,,,0,26,0.001,0,uta,Jazz
13,Memphis Grizzlies,26.0,54.0,.325,-3.24,0.60,-8.78,3-10,23-44,41-39,13-67,0.1%,,,0,26,0.001,0,mem,Grizzlies
14,Portland Trail Blazers,22.6,57.4,.283,-0.96,0.61,-11.31,3-11,20-46,37-43,10-70,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,21.2,58.8,.265,1.11,0.32,-12.75,3-11,18-48,37-43,9-71,0,,,0,21,0,0,sa,Spurs
