Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.9,25.1,.694,-0.37,0.42,5.73,43-17,14-8,64-18,47-35,100.0%,93.3%,65.6,28.6,4.9,0.8,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,32.2%,21.8%
2,Milwaukee Bucks,55.5,26.5,.677,-0.12,0.21,3.54,42-17,14-9,63-19,48-34,100.0%,92.9%,30.4,53,12.6,3.9,0.2,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,15.0%,8.4%
3,Philadelphia 76ers,52.5,29.5,.640,-0.30,0.92,3.62,39-19,13-11,61-21,44-38,100.0%,6.7%,3.4,13.9,52.4,27.4,2.4,0.4,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.5%,7.9%
4,Cleveland Cavaliers,50.6,31.4,.617,0.09,-1.03,5.17,38-25,13-6,57-25,42-40,100.0%,7.1%,0.6,4.4,28.7,52.5,11.1,2.5,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,24.9%,16.2%
5,Brooklyn Nets,46.1,35.9,.562,0.11,0.24,1.06,34-25,12-11,54-28,37-45,95.1%,,NA,NA,0.9,8.4,42.9,29.7,8.6,4.6,NA,81.9,13.9,2.8,1,0.3,0.1,NA,2.9%,1.1%
6,New York Knicks,45.7,36.3,.558,0.06,0.11,2.36,34-27,12-9,54-28,37-45,94.3%,,NA,NA,0.6,6.3,32.4,37,11.9,6.2,NA,76.2,17,4.7,1.5,0.5,0.1,NA,6.1%,2.7%
7,Miami Heat,42.6,39.4,.519,0.05,0.53,-0.40,32-28,11-11,51-31,34-48,65.5%,61.6%,NA,NA,NA,0.6,7.6,17.5,23,16.7,NA,25.8,31.4,17.6,12.6,7.9,4.7,NA,0.9%,0.3%
8,Atlanta Hawks,40.9,41.1,.499,-0.08,0.34,-0.15,30-30,11-11,49-33,32-50,45.4%,23.6%,NA,NA,NA,0.1,1.7,6.2,18.9,18.5,NA,8.0,15.4,23.9,20.9,17.6,14.4,NA,0.6%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,40.0,42.0,.488,0.16,-0.19,0.35,28-31,12-11,49-33,32-50,36.2%,14.7%,NA,NA,NA,NA,1,3.3,13.9,18,NA,4.3,9.8,17.7,21.8,22.4,24.1,NA,1.0%,0.3%
10,Toronto Raptors,40.2,41.8,.490,0.00,0.42,0.93,29-31,11-11,48-34,32-50,37.6%,,NA,NA,NA,NA,0.6,2.6,15,19.4,NA,3.2,8.9,20,22.3,21.9,23.7,NA,1.0%,0.4%
11,Chicago Bulls,38.8,43.2,.473,0.30,-0.44,0.75,27-33,12-10,47-35,31-51,23.0%,,NA,NA,NA,NA,0.1,0.8,8,14.1,NA,0.9,3.2,12.4,16.9,21.2,45.4,NA,0.8%,0.3%
12,Indiana Pacers,35.4,46.6,.432,0.52,-0.58,-2.14,26-35,9-12,44-38,28-54,2.1%,,NA,NA,NA,NA,NA,NA,0.4,1.7,NA,,0.1,0.8,2.4,6.1,90.6,NA,,
13,Orlando Magic,34.4,47.6,.420,0.20,0.09,-2.48,25-35,9-13,43-39,27-55,0.8%,0.1%,NA,NA,NA,NA,NA,NA,0.1,0.7,NA,,0.1,0.2,0.6,2.2,97.0,NA,,
14,Detroit Pistons,22.3,59.7,.272,0.75,-0.49,-6.75,15-45,7-15,32-50,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,25.4,56.6,.310,0.37,0.23,-5.81,18-43,7-14,35-47,18-64,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,55.5,26.5,.677,-0.29,-0.24,4.09,42-18,14-8,63-19,47-35,100.0%,100.0%,96.5,3.5,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,31.4%,15.8%
2,Memphis Grizzlies,50.0,32.0,.609,-0.08,-0.98,3.68,35-23,15-9,58-24,40-42,100.0%,96.6%,3.3,78,15.5,2,0.8,0.4,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,25.4%,11.7%
3,Sacramento Kings,46.1,35.9,.563,-0.71,0.67,1.80,34-25,12-11,56-26,38-44,97.4%,63.6%,0.2,13.1,43.9,19,10.1,6.5,2.9,1.8,NA,92.8,3.3,1.9,1.2,0.5,0.4,NA,11.4%,3.7%
4,Phoenix Suns,44.0,38.0,.537,-0.10,0.36,1.39,33-28,11-10,52-30,35-47,89.3%,28.1%,NA,3,19.9,21.3,16.8,13.4,8.5,6.5,NA,74.4,9.7,6.6,4,2.6,2.6,NA,8.2%,2.7%
5,Dallas Mavericks,43.4,38.6,.530,-0.04,-0.71,0.86,32-29,11-10,52-30,34-48,84.0%,2.7%,NA,1.4,8.6,22.6,18.8,14.7,10.5,7.4,NA,66.0,11.1,8.5,5.9,4.3,4.3,NA,5.8%,1.8%
6,Los Angeles Clippers,42.4,39.6,.517,-0.59,1.13,-0.30,33-29,9-11,51-31,34-48,64.1%,6.0%,NA,0.5,4.4,8.6,11.6,14.3,13.1,11.7,NA,39.4,14.2,13.3,11.8,9.2,12.1,NA,2.4%,0.5%
7,New Orleans Pelicans,42.4,39.6,.516,0.04,-0.92,1.34,30-30,12-10,51-31,33-49,70.1%,0.7%,NA,0.3,3.7,12.1,14.9,13.6,13.6,11.8,NA,44.7,13.7,12,9.5,7.7,12.5,NA,5.6%,1.7%
8,Golden State Warriors,40.8,41.2,.497,-0.21,0.28,-0.09,30-30,11-11,48-34,32-50,42.0%,2.3%,NA,0.1,1.6,3,5.6,8.2,11.4,12.2,NA,18.5,10.6,12.4,13.5,13.3,31.7,NA,1.9%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Utah Jazz,40.9,41.1,.499,0.06,-0.53,0.41,30-31,11-10,48-34,33-49,46.1%,,NA,NA,0.9,4,7.5,9.8,11.5,12.5,NA,22.1,11.7,12.4,12.9,12.1,28.9,NA,2.5%,0.7%
10,Oklahoma City Thunder,40.8,41.2,.498,0.06,-0.53,1.48,28-31,13-10,49-33,32-50,44.2%,,NA,NA,0.9,4,6.5,8.3,11.4,13.1,NA,19.6,9.9,11.8,13.1,14.1,31.5,NA,3.4%,1.0%
11,Minnesota Timberwolves,40.2,41.8,.490,-0.30,0.42,-0.49,31-31,9-11,49-33,33-49,33.8%,,NA,NA,0.5,2.6,4.6,6,8.9,11.3,NA,13.7,8.7,10.8,12.7,14.8,39.4,NA,1.2%,0.3%
12,Portland Trail Blazers,39.0,43.0,.476,-0.14,0.11,-0.58,28-31,11-12,47-35,30-52,18.9%,,NA,NA,0.2,0.8,2.2,3.5,5.2,7.1,NA,6.6,4.5,6.3,9,12,61.6,NA,0.7%,0.2%
13,Los Angeles Lakers,38.4,43.6,.469,-0.09,0.07,-1.01,28-32,10-12,46-36,31-51,10.2%,0.1%,NA,NA,NA,0.2,0.8,1.4,3,4.7,NA,2.4,2.5,4.2,6.4,9.5,75.1,NA,0.2%,0.1%
14,Houston Rockets,19.7,62.3,.240,0.35,0.03,-8.16,13-46,7-16,30-52,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,19.2,62.8,.234,0.30,0.19,-10.13,14-46,5-17,27-55,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
