Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.0,19.0,.768,0.27,-0.70,10.77,26-6,37-13,73-9,51-31,100.0%,89.6%,53.0%,38.0%,63,1,0.38,bos,Celtics
2,Philadelphia 76ers,58.0,24.0,.707,-0.47,-0.69,9.60,22-10,36-14,69-13,45-37,100.0%,10.5%,33.7%,21.4%,58,1,0.214,phi,76ers
3,Milwaukee Bucks,54.2,27.8,.661,-1.11,0.34,4.92,24-8,30-20,66-16,40-42,100.0%,95.9%,7.3%,3.0%,54,1,0.03,mil,Bucks
4,Orlando Magic,47.5,34.5,.579,0.07,-0.72,2.26,19-13,28-22,60-22,35-47,95.6%,69.7%,2.0%,0.6%,48,0.956,0.006,orl,Magic
5,Cleveland Cavaliers,45.3,36.7,.553,1.15,-0.92,1.15,18-14,27-23,58-24,34-48,87.6%,2.7%,1.0%,0.1%,45,0.8759999999999999,0.001,cle,Cavaliers
6,Miami Heat,44.7,37.3,.545,-1.02,0.15,0.54,19-13,26-24,57-25,32-50,83.0%,29.7%,0.8%,0.2%,45,0.83,0.002,mia,Heat
7,New York Knicks,44.2,37.8,.539,0.29,0.25,1.73,17-15,27-23,57-25,31-51,82.6%,,1.0%,0.3%,44,0.826,0.003,ny,Knicks
8,Indiana Pacers,43.5,38.5,.530,-0.56,0.40,1.21,17-14,26-25,55-27,31-51,76.6%,1.4%,0.9%,0.2%,44,0.7659999999999999,0.002,ind,Pacers
9,Brooklyn Nets,38.3,43.7,.468,-0.12,0.19,-0.88,15-18,23-26,50-32,26-56,26.9%,,0.1%,0,38,0.26899999999999996,0,bkn,Nets
10,Chicago Bulls,38.1,43.9,.464,0.67,-0.86,-1.48,15-19,23-25,51-31,26-56,21.9%,,0.1%,0,38,0.21899999999999997,0,chi,Bulls
11,Atlanta Hawks,37.4,44.6,.456,-0.15,0.16,-0.65,13-19,24-26,53-29,25-57,18.1%,0.6%,0.1%,0,37,0.18100000000000002,0,atl,Hawks
12,Toronto Raptors,35.4,46.6,.432,0.08,0.00,-1.26,12-20,23-27,48-34,24-58,7.8%,,,0,35,0.078,0,tor,Raptors
13,Charlotte Hornets,20.7,61.3,.252,0.42,0.46,-10.45,7-23,14-38,33-49,11-71,0,,,0,21,0,0,cha,Hornets
14,Washington Wizards,20.3,61.7,.247,0.13,0.46,-9.34,6-26,14-36,34-48,10-72,0,,,0,20,0,0,wsh,Wizards
15,Detroit Pistons,16.7,65.3,.203,0.88,0.02,-10.06,3-29,14-36,28-54,5-77,0,,,0,17,0,0,det,Pistons
1,Oklahoma City Thunder,58.2,23.8,.709,0.50,-0.91,9.05,22-9,36-15,70-12,46-36,100.0%,53.4%,46.4%,21.8%,58,1,0.218,okc,Thunder
2,Minnesota Timberwolves,57.5,24.5,.701,0.36,-0.75,6.23,24-7,33-18,69-13,46-36,100.0%,40.6%,21.6%,7.1%,58,1,0.071,min,T-Wolves
3,Denver Nuggets,53.7,28.3,.655,0.34,-0.66,5.34,23-11,31-17,65-17,40-42,99.8%,6.1%,14.3%,3.9%,54,0.998,0.039,den,Nuggets
4,LA Clippers,48.4,33.6,.590,-0.82,0.25,3.60,19-12,29-22,60-22,34-48,94.0%,65.5%,6.1%,1.4%,48,0.94,0.013999999999999999,lac,Clippers
5,Sacramento Kings,45.9,36.1,.560,0.57,0.07,1.34,19-12,27-24,58-24,33-49,78.9%,23.5%,1.9%,0.3%,46,0.789,0.003,sac,Kings
6,New Orleans Pelicans,45.5,36.5,.555,-0.76,0.25,2.24,19-14,27-22,58-24,33-49,77.1%,37.6%,3.0%,0.5%,46,0.7709999999999999,0.005,no,Pelicans
7,Houston Rockets,45.1,36.9,.550,0.37,-0.62,2.94,15-15,30-22,58-24,31-51,75.4%,37.8%,3.4%,0.7%,45,0.754,0.006999999999999999,hou,Rockets
8,Dallas Mavericks,44.2,37.8,.539,-0.66,0.28,0.74,19-14,25-24,57-25,32-50,64.5%,24.6%,1.1%,0.1%,44,0.645,0.001,dal,Mavericks
9,Golden State Warriors,43.3,38.7,.528,1.34,-1.03,1.81,15-17,28-22,56-26,31-51,57.5%,7.4%,1.6%,0.3%,43,0.575,0.003,gs,Warriors
10,Los Angeles Lakers,41.0,41.0,.500,0.38,0.17,-0.12,17-17,24-24,55-27,29-53,31.1%,2.2%,0.4%,0.1%,41,0.311,0.001,lal,Lakers
11,Phoenix Suns,40.1,41.9,.489,-1.68,0.88,-0.62,17-15,23-27,54-28,29-53,21.7%,1.4%,0.3%,0,40,0.217,0,phx,Suns
12,Utah Jazz,30.3,51.7,.370,-0.72,1.39,-6.11,14-19,16-33,43-39,20-62,0,,,0,30,0,0,uta,Jazz
13,Memphis Grizzlies,27.2,54.8,.332,0.21,0.18,-6.89,10-22,17-33,39-43,15-67,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.8,57.2,.303,-1.16,1.46,-6.93,9-22,16-35,37-45,14-68,0,,,0,25,0,0,por,Blazers
15,San Antonio Spurs,17.8,64.2,.217,1.21,0.29,-10.79,5-27,13-37,29-53,9-73,0,,,0,18,0,0,sa,Spurs
