Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,58.0,24.0,.708,-0.03,-0.23,4.12,50-19,8-5,63-19,52-30,100.0%,99.7%,19.2%,11.8%,58,1,0.11800000000000001,mil
2,Boston Celtics,55.3,26.7,.675,-0.12,-0.24,5.26,47-22,8-5,60-22,49-33,100.0%,82.0%,27.0%,18.0%,55,1,0.18,bos
3,Philadelphia 76ers,53.5,28.5,.653,-0.19,1.02,4.11,45-22,9-6,60-22,47-35,100.0%,18.0%,16.0%,9.7%,54,1,0.09699999999999999,phi
4,Cleveland Cavaliers,51.5,30.5,.628,-0.03,-1.19,5.48,44-27,8-3,55-27,46-36,100.0%,0.3%,25.4%,17.2%,52,1,0.172,cle
5,New York Knicks,47.7,34.3,.581,0.15,-0.70,3.00,41-30,7-4,52-30,42-40,99.7%,,7.0%,3.8%,48,0.997,0.038,ny
6,Brooklyn Nets,46.2,35.8,.563,0.20,-0.10,0.90,39-30,7-6,52-30,39-43,97.1%,,2.3%,0.9%,46,0.971,0.009000000000000001,bkn
7,Miami Heat,42.7,39.3,.521,0.21,0.01,-0.55,37-33,6-6,49-33,37-45,71.4%,84.8%,0.9%,0.3%,43,0.7140000000000001,0.003,mia
8,Atlanta Hawks,40.5,41.5,.494,0.01,0.20,-0.25,34-35,7-6,46-36,35-47,48.0%,12.6%,0.7%,0.2%,40,0.48,0.002,atl
9,Toronto Raptors,39.7,42.3,.484,0.11,0.26,0.53,33-36,7-6,46-36,34-48,36.5%,,0.7%,0.2%,40,0.365,0.002,tor
10,Chicago Bulls,38.8,43.2,.473,0.08,0.21,0.79,31-36,8-7,45-37,31-51,26.1%,,0.8%,0.3%,39,0.261,0.003,chi
11,Washington Wizards,38.6,43.4,.471,0.11,-0.01,-0.09,32-37,7-6,45-37,33-49,18.3%,2.5%,0.2%,0.1%,39,0.183,0.001,wsh
12,Indiana Pacers,36.1,45.9,.440,0.02,1.47,-2.35,31-38,5-8,42-40,31-51,3.1%,,,0,36,0.031,0,ind
13,Detroit Pistons,19.7,62.3,.240,0.54,-0.27,-6.82,16-54,4-8,26-56,16-66,0,,,0,20,0,0,det
14,Orlando Magic,33.0,49.0,.402,0.02,1.03,-2.94,28-41,5-8,39-43,28-54,0,,,0,33,0,0,orl
15,Charlotte Hornets,25.9,56.1,.315,0.29,0.40,-5.56,22-49,4-7,31-51,22-60,0,,,0,26,0,0,cha
1,Denver Nuggets,53.4,28.6,.651,-0.37,0.31,3.27,46-23,7-6,59-23,47-35,100.0%,100.0%,25.2%,10.7%,53,1,0.107,den
2,Memphis Grizzlies,50.7,31.3,.619,-0.07,-1.54,3.99,41-26,10-5,56-26,43-39,100.0%,100.0%,28.4%,12.8%,51,1,0.128,mem
3,Sacramento Kings,48.3,33.7,.589,-0.39,0.00,2.30,40-27,8-7,55-27,42-40,100.0%,91.3%,14.1%,5.0%,48,1,0.05,sac
4,Phoenix Suns,44.1,37.9,.538,-0.02,0.18,1.81,37-32,7-6,50-32,38-44,95.9%,6.9%,11.3%,3.8%,44,0.9590000000000001,0.038,phx
5,Golden State Warriors,42.6,39.4,.520,-0.05,-0.27,0.60,36-33,7-6,48-34,36-46,79.4%,1.3%,4.8%,1.2%,43,0.794,0.012,gs
6,LA Clippers,42.3,39.7,.516,-0.31,0.70,-0.30,36-33,6-7,48-34,37-45,68.2%,0.4%,2.6%,0.5%,42,0.682,0.005,lac
7,Minnesota Timberwolves,41.1,40.9,.502,-0.21,0.30,-0.22,35-34,6-7,48-34,35-47,55.8%,,2.1%,0.6%,41,0.5579999999999999,0.006,min
8,Dallas Mavericks,41.1,40.9,.502,0.07,-1.69,0.50,34-35,7-6,47-35,36-46,52.7%,,2.8%,0.7%,41,0.527,0.006999999999999999,dal
9,Oklahoma City Thunder,41.2,40.8,.503,-0.02,-0.68,1.69,34-35,7-6,47-35,35-47,54.6%,,4.9%,1.6%,41,0.546,0.016,okc
10,Los Angeles Lakers,40.8,41.2,.497,0.08,-0.95,-0.33,34-35,7-6,46-36,35-47,39.8%,,1.4%,0.3%,41,0.39799999999999996,0.003,lal
11,New Orleans Pelicans,40.2,41.8,.490,0.08,-1.55,0.52,33-36,7-6,46-36,34-48,34.8%,,1.8%,0.4%,40,0.348,0.004,no
12,Utah Jazz,39.1,42.9,.477,-0.29,1.16,-0.30,33-36,6-7,46-36,34-48,17.0%,,0.6%,0.1%,39,0.17,0.001,uta
13,Portland Trail Blazers,36.9,45.1,.449,-0.13,0.52,-1.62,31-38,6-7,44-38,31-51,1.7%,,,0,37,0.017,0,por
14,Houston Rockets,19.8,62.2,.242,0.18,0.65,-7.87,16-52,4-10,27-55,16-66,0,,,0,20,0,0,hou
15,San Antonio Spurs,21.0,61.0,.256,0.04,1.22,-9.56,18-50,3-11,27-55,18-64,0,,,0,21,0,0,sa
