Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.9,25.1,.694,-0.24,-0.14,6.10,32-12,25-13,67-15,46-36,100.0%,93.0%,38.4%,25.9%,57,1,0.259,bos
2,Cleveland Cavaliers,50.6,31.4,.618,-0.02,-0.39,4.49,27-17,24-14,61-21,40-42,99.7%,78.4%,20.3%,11.1%,51,0.997,0.111,cle
3,Brooklyn Nets,50.6,31.4,.617,0.07,-0.09,3.36,27-15,24-16,62-20,39-43,99.5%,5.2%,13.9%,6.9%,51,0.995,0.069,bkn
4,Philadelphia 76ers,48.6,33.4,.593,-0.58,0.71,3.03,27-16,22-17,59-23,38-44,98.5%,1.7%,11.0%,5.6%,49,0.985,0.055999999999999994,phi
5,Milwaukee Bucks,47.0,35.0,.573,-0.14,0.28,0.75,27-16,20-19,59-23,36-46,93.8%,20.8%,3.7%,1.2%,47,0.938,0.012,mil
6,New York Knicks,45.9,36.1,.560,-0.49,0.71,2.56,25-19,21-17,58-24,35-47,91.5%,0.1%,7.7%,3.3%,46,0.915,0.033,ny
7,Miami Heat,42.8,39.2,.522,-0.16,0.35,0.14,24-20,19-19,55-27,31-51,67.8%,76.4%,1.8%,0.7%,43,0.6779999999999999,0.006999999999999999,mia
8,Indiana Pacers,41.4,40.6,.505,0.17,0.05,-0.38,23-21,18-20,52-30,31-51,50.2%,0.7%,1.0%,0.4%,41,0.502,0.004,ind
9,Chicago Bulls,40.2,41.8,.491,0.91,-0.88,0.28,20-24,20-18,50-32,30-52,38.2%,0.2%,1.1%,0.3%,40,0.382,0.003,chi
10,Atlanta Hawks,39.1,42.9,.476,-0.28,0.34,-1.26,21-22,18-21,49-33,28-54,24.3%,15.5%,0.3%,0,39,0.243,0,atl
11,Toronto Raptors,38.7,43.3,.472,0.23,-0.07,0.48,19-24,20-19,51-31,28-54,21.8%,,0.6%,0.2%,39,0.218,0.002,tor
12,Washington Wizards,37.7,44.3,.460,0.75,-0.70,-0.67,18-25,20-19,50-32,27-55,14.7%,8.1%,0.2%,0.1%,38,0.147,0.001,wsh
13,Orlando Magic,30.9,51.1,.377,0.00,0.39,-3.79,16-28,15-23,42-40,20-62,0.2%,,,0,31,0.002,0,orl
14,Detroit Pistons,24.1,57.9,.293,0.88,-0.40,-6.51,12-35,12-23,34-48,15-67,0,,,0,24,0,0,det
15,Charlotte Hornets,24.5,57.5,.299,0.66,-0.11,-6.00,11-33,14-24,36-46,15-67,0,,,0,24,0,0,cha
1,Memphis Grizzlies,54.3,27.7,.662,-0.33,-0.22,5.03,29-13,25-15,65-17,42-40,100.0%,88.3%,32.2%,17.2%,54,1,0.172,mem
2,Denver Nuggets,53.0,29.0,.646,-0.41,0.10,3.57,30-13,23-16,63-19,41-41,100.0%,99.4%,20.0%,9.0%,53,1,0.09,den
3,New Orleans Pelicans,49.5,32.5,.603,-0.26,-0.17,3.81,26-17,23-16,62-20,39-43,99.6%,11.5%,19.7%,9.0%,50,0.996,0.09,no
4,Sacramento Kings,46.0,36.0,.561,-0.64,0.17,2.32,24-18,22-18,57-25,33-49,94.1%,76.8%,10.2%,3.9%,46,0.941,0.039,sac
5,Dallas Mavericks,43.3,38.7,.528,0.14,-0.31,0.49,24-21,19-18,54-28,32-50,78.5%,0.2%,3.5%,0.9%,43,0.785,0.009000000000000001,dal
6,Phoenix Suns,41.5,40.5,.506,0.21,-0.03,1.33,21-23,21-17,53-29,29-53,62.8%,15.5%,4.0%,1.4%,42,0.628,0.013999999999999999,phx
7,Oklahoma City Thunder,41.5,40.5,.506,0.38,-0.41,1.13,21-23,20-18,52-30,30-52,59.9%,0.3%,3.6%,1.4%,42,0.599,0.013999999999999999,okc
8,Portland Trail Blazers,41.0,41.0,.500,-0.26,0.27,0.46,21-22,20-19,52-30,30-52,51.5%,0.2%,2.2%,0.5%,41,0.515,0.005,por
9,Utah Jazz,40.9,41.1,.499,0.06,-0.11,0.78,22-24,19-17,52-30,31-51,52.5%,0.1%,2.6%,0.7%,41,0.525,0.006999999999999999,uta
10,Golden State Warriors,39.0,43.0,.476,-0.37,0.56,-0.97,21-22,18-21,50-32,28-54,28.6%,3.6%,0.6%,0.1%,39,0.28600000000000003,0.001,gs
11,Minnesota Timberwolves,39.7,42.3,.484,-0.40,0.46,-0.80,22-22,18-20,50-32,28-54,34.4%,0.1%,0.9%,0.1%,40,0.344,0.001,min
12,LA Clippers,39.4,42.6,.481,-0.74,0.77,-1.29,23-22,16-21,51-31,30-52,28.8%,3.5%,0.5%,0.1%,39,0.28800000000000003,0.001,lac
13,Los Angeles Lakers,37.0,45.0,.451,-0.14,0.31,-1.37,19-24,18-21,50-32,27-55,9.3%,0.7%,0.2%,0,37,0.09300000000000001,0,lal
14,Houston Rockets,21.8,60.2,.266,0.29,0.39,-7.57,10-33,12-27,33-49,13-69,0,,,0,22,0,0,hou
15,San Antonio Spurs,23.5,58.5,.287,0.57,0.07,-8.55,13-31,11-27,35-47,15-67,0,,,0,24,0,0,sa
