Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.9,18.1,.779,-0.36,-9.86,10.73,62-18,2-0,64-18,62-20,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,77.0%,60.7%
2,Milwaukee Bucks,49.8,32.2,.608,-0.31,3.98,2.92,49-31,1-1,51-31,49-33,100.0%,84.7%,NA,75.3,16.6,8.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,4.4%,1.4%
3,New York Knicks,49.5,32.5,.603,-0.17,-2.32,4.47,48-32,1-1,50-32,48-34,100.0%,,NA,17.5,71.2,9.4,1.6,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,8.8%,3.7%
4,Cleveland Cavaliers,48.4,33.6,.590,-0.36,-3.90,2.13,47-33,1-1,49-33,47-35,99.7%,15.3%,NA,7.2,10.4,54.4,19.9,6.5,0.9,0.4,NA,98.3,1.7,NA,NA,NA,,NA,2.5%,0.7%
5,Indiana Pacers,47.1,34.9,.575,-0.28,0.06,2.44,46-34,1-1,48-34,46-36,98.6%,,NA,NA,1,14.4,29.8,47.2,4.1,2.2,NA,92.3,6.6,1.1,NA,NA,,NA,2.7%,0.7%
6,Orlando Magic,46.9,35.1,.572,-0.61,2.56,1.30,46-34,1-1,48-34,46-36,95.8%,84.2%,NA,NA,0.8,13.6,44.2,21.7,9.8,5.7,NA,80.4,6.8,12.8,NA,NA,,NA,1.5%,0.3%
7,Philadelphia 76ers,46.3,35.7,.564,-0.52,-0.79,2.19,45-35,1-1,47-35,45-37,86.0%,,NA,NA,NA,0.1,2.8,15.5,44.1,23.4,NA,18.5,50.5,31,NA,NA,,NA,2.3%,0.6%
8,Miami Heat,45.5,36.5,.555,-0.51,-6.18,0.83,44-36,1-1,46-36,44-38,79.6%,15.8%,NA,NA,NA,NA,1.6,8.9,41.2,28,NA,10.5,34.4,55.1,NA,NA,,NA,0.9%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.0,43.0,.475,-0.28,-2.51,-1.76,38-42,1-1,40-42,38-44,21.2%,,NA,NA,NA,NA,NA,NA,NA,21.2,NA,,NA,NA,100,NA,,NA,,
