Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.4,19.6,.761,0.09,-1.35,9.59,40-12,22-8,69-13,53-29,100.0%,100.0%,99.3,0.7,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,61.7%,43.8%
2,Cleveland Cavaliers,54.6,27.4,.666,-0.65,-0.25,5.23,35-16,20-11,64-18,44-38,100.0%,91.1%,0.7,83.1,11.4,3.4,1.2,0.2,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,15.6%,7.0%
3,New York Knicks,50.5,31.5,.616,-0.51,0.48,4.59,33-20,17-12,60-22,40-42,99.8%,,NA,7.7,37.3,30.2,15.5,6.7,1.8,0.6,NA,97.4,2.4,0.3,NA,NA,,NA,9.8%,4.4%
4,Milwaukee Bucks,49.9,32.1,.609,-0.72,0.85,2.87,34-19,16-13,60-22,40-42,99.3%,8.4%,NA,6.7,34.3,29.4,17.2,8.2,2.4,1.1,NA,95.8,3.8,0.4,NA,NA,,NA,4.2%,1.4%
5,Philadelphia 76ers,48.3,33.7,.589,-0.98,0.40,3.64,31-21,17-13,58-24,38-44,98.3%,,NA,1.4,11.8,22,31.8,19.6,8.8,3,NA,86.5,11.1,2.3,0.1,NA,,NA,5.4%,1.9%
6,Indiana Pacers,45.3,36.7,.552,-0.08,-0.28,1.53,30-24,15-13,55-27,37-45,90.7%,0.5%,NA,0.3,2.5,6.8,14,25.7,27.7,13.8,NA,49.2,35.1,14,1.5,0.2,,NA,1.6%,0.4%
7,Orlando Magic,45.4,36.6,.554,0.07,-1.36,0.90,29-24,16-13,55-27,36-46,90.4%,77.6%,NA,0.2,2.7,7.6,17,30.2,21.1,11.6,NA,57.6,26.5,13.7,1.8,0.3,,NA,1.2%,0.3%
8,Miami Heat,42.2,39.8,.514,-0.68,-0.01,-0.99,28-24,14-16,52-30,33-49,68.1%,21.6%,NA,NA,0.1,0.7,3.3,9,30.3,24.7,NA,13.1,18.8,53,11.1,3.2,0.9,NA,0.3%,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.4,44.6,.457,-0.77,0.65,-2.09,25-28,12-17,48-34,28-54,20.0%,,NA,NA,NA,NA,NA,0.3,3.3,16.5,NA,0.3,1,6.7,35.5,32.4,24.2,NA,,
10,Atlanta Hawks,37.6,44.4,.459,0.21,-0.74,-1.83,24-29,14-15,47-35,29-53,21.3%,0.8%,NA,NA,NA,NA,NA,0.2,3.7,17.4,NA,0.2,1.1,7.4,34.6,34.7,22.1,NA,0.1%,
11,Brooklyn Nets,35.2,46.8,.429,0.10,-0.41,-1.15,21-31,14-16,44-38,24-58,11.6%,,NA,NA,NA,NA,NA,NA,1.1,10.5,NA,,0.2,2.4,14.6,25.8,57.0,NA,,
12,Toronto Raptors,31.5,50.5,.384,0.18,-0.59,-3.39,19-34,12-17,43-39,22-60,0.7%,,NA,NA,NA,NA,NA,NA,NA,0.7,NA,,NA,NA,0.7,3.5,95.9,NA,,
13,Charlotte Hornets,17.0,65.0,.207,-0.01,0.73,-11.78,11-41,6-24,24-58,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,17.0,65.0,.207,-0.02,0.33,-9.18,9-43,8-22,26-56,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,16.2,65.8,.198,0.18,0.07,-8.73,8-44,8-22,25-57,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,56.3,25.7,.686,0.12,-0.51,6.45,36-16,20-10,64-18,47-35,100.0%,53.0%,45.6,23.1,19.1,10.2,1.7,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.7%,11.8%
2,Oklahoma City Thunder,55.5,26.5,.677,0.05,-0.47,6.97,35-17,21-9,64-18,46-36,100.0%,35.8%,28.5,28,25.3,15.2,2.7,0.3,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.3%,14.3%
3,Los Angeles Clippers,54.7,27.3,.667,-0.29,0.44,5.81,35-16,20-11,63-19,45-37,100.0%,98.8%,16.5,32.6,25.9,19.3,4.8,0.8,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,19.5%,8.0%
4,Denver Nuggets,53.9,28.1,.657,0.28,-0.52,3.92,36-17,18-11,62-20,44-38,100.0%,11.2%,9.3,15.2,25.8,39.4,8.9,1.2,0.1,0.1,NA,99.7,0.2,NA,NA,NA,,NA,9.2%,2.9%
5,New Orleans Pelicans,48.9,33.1,.596,0.12,-0.22,4.21,31-22,18-11,57-25,40-42,96.2%,79.0%,0.1,1.1,3.3,12.2,48.3,19.1,7.7,4.4,NA,84.1,8.9,4.6,1.7,0.6,0.1,NA,7.9%,2.6%
6,Sacramento Kings,45.8,36.2,.558,0.24,0.92,1.05,30-21,16-15,55-27,36-46,74.4%,0.7%,NA,0.1,0.2,1.5,10.1,26.4,20.9,15.1,NA,38.3,24.6,18.4,11.3,5.6,1.9,NA,1.4%,0.3%
7,Dallas Mavericks,45.8,36.2,.559,0.43,-0.57,1.31,30-23,16-13,56-26,36-46,73.3%,20.8%,NA,NA,0.3,1.4,13.4,21.6,21.1,15.5,NA,36.7,23,20.1,13,5.3,1.9,NA,1.3%,0.2%
8,Phoenix Suns,45.5,36.5,.554,-1.05,1.87,1.93,31-22,14-15,55-27,37-45,71.3%,0.4%,NA,NA,0.1,0.7,7.6,20.8,23.6,18.5,NA,29.2,24.3,22.2,14.4,7.5,2.5,NA,2.0%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,43.5,38.5,.531,0.89,-1.12,2.13,25-25,19-13,53-29,34-48,47.4%,0.1%,NA,NA,NA,0.1,2,6.9,16.4,21.9,NA,9.1,11.8,19.6,27.9,21.1,10.5,NA,1.3%,0.3%
