Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.4,25.6,.688,-0.25,0.05,5.68,41-17,15-9,65-17,47-35,100.0%,94.6%,66.4,25.9,5.5,2.2,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,31.6%,21.3%
2,Milwaukee Bucks,54.3,27.7,.662,-0.11,0.22,2.97,40-17,14-11,62-20,44-38,100.0%,66.0%,23,40.1,23.5,12.3,1,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,11.6%,6.2%
3,Cleveland Cavaliers,52.5,29.5,.640,-0.09,-0.55,5.73,38-22,14-8,59-23,45-37,100.0%,34.0%,8.1,23.5,41.6,23.4,3.1,0.4,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,31.5%,21.8%
4,Philadelphia 76ers,51.3,30.7,.626,-0.50,1.22,3.36,37-19,14-12,60-22,42-40,99.9%,5.4%,2.5,10.4,27.3,51.8,6.3,1.3,0.2,0.1,NA,99.7,0.3,NA,NA,NA,,NA,12.3%,6.6%
5,Brooklyn Nets,46.5,35.5,.567,0.02,0.25,1.58,33-24,13-12,55-27,36-46,96.4%,,NA,0.1,1.7,7.1,52.1,24.1,7.6,3.8,NA,85.1,11.4,2.6,0.8,0.1,0.1,NA,3.8%,1.5%
6,Miami Heat,43.7,38.3,.533,-0.06,0.62,0.16,32-26,12-12,53-29,35-47,79.5%,75.2%,NA,NA,0.2,1.6,17.1,28.3,19.5,12.8,NA,47.1,26.8,12.6,7.5,4,2.0,NA,1.5%,0.6%
7,New York Knicks,44.5,37.5,.542,0.04,0.23,1.96,32-27,12-11,52-30,35-47,86.2%,,NA,NA,0.2,1.5,17,33.4,22.2,11.9,NA,52.1,29.1,11.3,4.9,2,0.6,NA,4.5%,2.0%
8,Atlanta Hawks,40.6,41.4,.495,-0.29,0.76,-0.29,29-29,12-12,50-32,32-50,40.8%,13.8%,NA,NA,NA,0.1,1.8,5.1,16.4,17.4,NA,7.0,12.1,22.4,22.1,18.4,18.1,NA,0.8%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,40.0,42.0,.488,0.13,-0.16,0.29,27-30,13-12,48-34,32-50,36.5%,10.9%,NA,NA,NA,NA,1,3.8,13.7,18,NA,4.8,9,19.7,21.9,21.2,23.4,NA,0.9%,0.3%
10,Toronto Raptors,39.7,42.3,.484,0.01,0.36,0.87,28-31,12-11,48-34,31-51,32.1%,,NA,NA,NA,NA,0.4,2.3,11.3,18.2,NA,2.6,6.8,16.2,20.8,23.8,29.8,NA,0.9%,0.2%
11,Chicago Bulls,39.0,43.0,.476,0.31,-0.36,0.29,26-31,13-12,48-34,30-52,25.6%,,NA,NA,NA,NA,0.3,1.3,8.7,15.2,NA,1.6,4.4,14.1,18.6,22.4,38.9,NA,0.6%,0.2%
12,Indiana Pacers,35.2,46.8,.429,0.47,-0.37,-2.27,25-34,10-13,44-38,27-55,2.4%,,NA,NA,NA,NA,NA,NA,0.3,2.1,NA,,0.1,0.9,2.9,6.1,90.0,NA,,
13,Orlando Magic,34.1,47.9,.415,0.28,-0.13,-2.48,24-35,10-13,43-39,26-56,0.7%,,NA,NA,NA,NA,NA,NA,0.1,0.6,NA,,NA,0.1,0.6,1.9,97.3,NA,,
