Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.5,16.5,.798,-0.25,-2.51,11.27,55-14,10-3,68-14,60-22,100.0%,100.0%,77.5%,61.3%,66,1,0.613,bos,Celtics
2,Milwaukee Bucks,51.6,30.4,.630,-0.43,1.27,2.96,45-25,7-5,57-25,46-36,100.0%,51.7%,4.9%,1.6%,52,1,0.016,mil,Bucks
3,Cleveland Cavaliers,51.0,31.0,.622,-0.32,-1.46,3.64,43-26,8-5,56-26,45-37,100.0%,48.1%,5.7%,2.1%,51,1,0.021,cle,Cavaliers
4,Orlando Magic,48.7,33.3,.594,-0.55,-0.35,1.59,42-28,7-5,54-28,43-39,99.3%,91.3%,1.8%,0.5%,49,0.993,0.005,orl,Magic
5,New York Knicks,49.1,32.9,.598,-0.07,-0.59,3.83,41-28,8-5,54-28,42-40,99.7%,,5.8%,2.1%,49,0.997,0.021,ny,Knicks
6,Indiana Pacers,45.4,36.6,.554,-0.26,0.34,1.87,39-31,6-6,51-31,39-43,90.6%,0.1%,1.6%,0.4%,45,0.9059999999999999,0.004,ind,Pacers
7,Miami Heat,45.0,37.0,.548,-0.55,-0.62,-0.03,38-31,7-6,50-32,39-43,83.0%,8.7%,0.8%,0.2%,45,0.83,0.002,mia,Heat
8,Philadelphia 76ers,45.2,36.8,.551,-0.47,-0.43,1.82,38-31,7-6,51-31,39-43,86.6%,,2.0%,0.6%,45,0.866,0.006,phi,76ers
9,Chicago Bulls,39.4,42.6,.480,-0.33,-0.02,-1.98,34-36,5-7,45-37,34-48,22.0%,,,0,39,0.22,0,chi,Bulls
10,Atlanta Hawks,35.8,46.2,.437,-0.22,0.14,-2.39,30-39,6-7,42-40,30-52,17.9%,,,0,36,0.179,0,atl,Hawks
11,Brooklyn Nets,31.6,50.4,.386,0.08,-1.21,-2.52,26-44,6-6,38-44,27-55,0.9%,,,0,32,0.009000000000000001,0,bkn,Nets
12,Toronto Raptors,27.8,54.2,.339,-0.10,0.01,-4.87,23-46,5-8,34-48,23-59,0,,,0,28,0,0,tor,Raptors
13,Charlotte Hornets,19.4,62.6,.237,-0.39,2.95,-10.45,17-52,2-11,26-56,17-65,0,,,0,19,0,0,cha,Hornets
14,Detroit Pistons,15.7,66.3,.191,0.13,-0.43,-8.39,12-57,4-9,22-60,12-70,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,15.5,66.5,.189,0.25,-0.90,-9.86,12-58,3-9,21-61,12-70,0,,,0,16,0,0,wsh,Wizards
1,Oklahoma City Thunder,57.2,24.8,.697,-0.31,1.04,7.40,48-20,9-5,62-20,50-32,100.0%,49.2%,35.0%,12.7%,57,1,0.127,okc,Thunder
2,Denver Nuggets,57.0,25.0,.695,0.22,-1.31,4.79,49-21,8-4,61-21,51-31,100.0%,30.7%,13.9%,3.7%,57,1,0.037000000000000005,den,Nuggets
3,Minnesota Timberwolves,56.0,26.0,.683,0.01,-0.45,6.57,47-22,9-4,60-22,50-32,100.0%,20.1%,25.1%,8.9%,56,1,0.08900000000000001,min,T-Wolves
4,LA Clippers,51.7,30.3,.630,0.14,-0.12,4.14,43-25,9-5,57-25,45-37,99.8%,97.1%,8.7%,2.0%,52,0.998,0.02,lac,Clippers
5,New Orleans Pelicans,50.0,32.0,.609,-0.12,0.72,4.86,42-27,8-5,55-27,44-38,98.8%,83.0%,11.0%,2.9%,50,0.988,0.028999999999999998,no,Pelicans
6,Dallas Mavericks,47.6,34.4,.581,0.23,-0.58,1.83,41-29,7-5,53-29,42-40,87.1%,17.0%,1.7%,0.3%,48,0.871,0.003,dal,Mavericks
7,Sacramento Kings,46.5,35.5,.567,0.25,2.11,1.65,40-29,7-6,53-29,40-42,75.5%,1.7%,1.5%,0.2%,46,0.755,0.002,sac,Kings
8,Phoenix Suns,46.6,35.4,.568,-0.47,2.93,2.20,41-29,6-6,52-30,41-41,73.1%,1.1%,2.0%,0.3%,47,0.731,0.003,phx,Suns
9,Golden State Warriors,44.0,38.0,.536,0.35,-0.78,2.15,36-32,8-6,50-32,37-45,33.9%,,0.9%,0.1%,44,0.33899999999999997,0.001,gs,Warriors
10,Los Angeles Lakers,43.7,38.3,.533,0.62,-0.29,0.51,37-32,7-6,50-32,37-45,26.2%,0.1%,0.3%,0,44,0.262,0,lal,Lakers
11,Houston Rockets,41.0,41.0,.499,0.11,0.05,1.33,34-35,7-6,47-35,35-47,5.6%,,0.1%,0,41,0.055999999999999994,0,hou,Rockets
12,Utah Jazz,33.3,48.7,.406,0.44,1.81,-3.31,29-41,4-8,40-42,29-53,0,,,0,33,0,0,uta,Jazz
13,Memphis Grizzlies,27.3,54.7,.333,0.63,-0.80,-6.14,23-47,4-8,34-48,23-59,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.6,59.4,.275,0.69,0.80,-7.46,19-50,4-9,29-53,19-63,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,19.1,62.9,.232,0.69,0.77,-6.70,15-54,4-9,25-57,15-67,0,,,0,19,0,0,sa,Spurs
