Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,57.8,24.2,.705,-0.17,0.88,4.18,52-20,6-4,62-20,52-30,100.0%,99.8%,74.3,22.9,2.7,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,16.2%,9.8%
2,Boston Celtics,56.0,26.0,.683,-0.11,-0.26,5.50,50-23,6-3,59-23,51-31,100.0%,79.0%,19.5,59.9,18.5,2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.8%,18.9%
3,Philadelphia 76ers,54.8,27.2,.668,-0.22,1.67,5.01,49-23,6-4,59-23,49-33,100.0%,21.0%,6.2,17,72.7,4.2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,21.9%,14.8%
4,Cleveland Cavaliers,52.0,30.0,.635,0.06,-2.61,5.56,47-28,5-2,54-28,47-35,100.0%,0.2%,NA,0.2,6.1,93.6,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.8%,17.1%
5,New York Knicks,46.3,35.7,.564,0.16,-0.94,2.70,42-33,4-3,49-33,42-40,99.2%,,NA,NA,NA,NA,76.4,18.7,2.9,1.2,NA,95.1,4.8,0.1,NA,NA,,NA,5.3%,2.7%
6,Miami Heat,43.9,38.1,.535,0.20,-0.09,-0.19,40-34,4-4,48-34,40-42,87.8%,98.3%,NA,NA,NA,NA,12.8,40.5,22.2,12.3,NA,53.3,44.1,2.1,0.5,0.1,,NA,1.0%,0.4%
7,Brooklyn Nets,44.3,37.7,.540,0.41,-1.75,0.81,39-34,5-4,48-34,39-43,88.3%,,NA,NA,NA,NA,10.7,40.2,25.2,12.2,NA,50.9,46.4,2.4,0.4,NA,,NA,1.9%,0.7%
8,Atlanta Hawks,40.1,41.9,.489,-0.20,2.09,-0.16,36-37,4-5,45-37,36-46,43.5%,1.7%,NA,NA,NA,NA,0.1,0.5,20.8,22.2,NA,0.6,2.3,41.9,27.5,21.3,6.4,NA,0.5%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Toronto Raptors,39.7,42.3,.484,0.16,0.01,0.85,35-38,5-4,44-38,35-47,38.9%,,NA,NA,NA,NA,NA,0.1,14.8,24.1,NA,0.1,1,27.5,37,24.8,9.7,NA,0.9%,0.3%
10,Chicago Bulls,39.3,42.7,.480,0.22,-0.72,0.86,34-38,5-5,44-38,34-48,35.6%,,NA,NA,NA,NA,NA,0.1,13.4,22.1,NA,0.1,1.4,24.3,26.9,31.8,15.6,NA,0.8%,0.2%
11,Indiana Pacers,36.6,45.4,.446,0.09,1.66,-2.24,33-40,4-5,41-41,33-49,4.0%,,NA,NA,NA,NA,NA,NA,0.6,3.4,NA,,NA,1.4,5.1,13.2,80.4,NA,,
12,Washington Wizards,36.6,45.4,.447,0.25,-0.78,-0.78,32-41,5-4,41-41,32-50,2.5%,,NA,NA,NA,NA,NA,NA,0.2,2.3,NA,,NA,0.4,2.8,8.3,88.5,NA,,
13,Orlando Magic,34.2,47.8,.417,0.09,1.02,-2.52,31-43,3-5,39-43,31-51,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,NA,0.4,99.6,NA,,
14,Charlotte Hornets,25.7,56.3,.313,0.33,0.33,-5.98,23-51,3-5,31-51,23-59,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,18.7,63.3,.227,0.57,-0.51,-7.21,16-57,3-6,24-58,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,54.2,27.8,.661,-0.41,0.86,3.48,49-24,5-4,58-24,49-33,100.0%,100.0%,94.9,4.7,0.4,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,27.9%,12.2%
