Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.5,18.5,.774,-0.06,-1.47,10.05,43-12,20-7,70-12,55-27,100.0%,100.0%,99.9,0.1,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,66.4%,47.5%
2,Cleveland Cavaliers,54.1,27.9,.660,-0.70,-0.19,4.98,36-17,18-11,63-19,45-37,100.0%,94.6%,0.1,88.3,8.1,2.2,0.9,0.3,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,13.3%,5.7%
3,New York Knicks,49.1,32.9,.599,-0.43,0.40,4.12,33-22,16-11,57-25,40-42,99.2%,,NA,5,32.2,25.5,18.9,11.3,4.6,1.8,NA,92.9,5.4,1.8,NA,NA,,NA,7.8%,2.8%
4,Milwaukee Bucks,48.7,33.3,.594,-0.79,1.17,2.39,35-21,14-12,59-23,40-42,98.6%,5.1%,NA,4.1,30.5,26,18.6,12.8,4.4,2.4,NA,91.9,6.3,1.8,NA,NA,,NA,3.4%,0.9%
5,Philadelphia 76ers,48.1,33.9,.587,-0.91,0.32,3.48,32-22,16-12,57-25,38-44,98.1%,,NA,2,18.1,23,24.4,18.4,8.1,4.1,NA,85.9,9.9,4.1,0.2,NA,,NA,5.6%,2.0%
6,Orlando Magic,45.9,36.1,.560,0.28,-2.01,1.16,30-25,16-11,54-28,37-45,92.6%,65.4%,NA,0.4,7,12.8,18.2,23.3,19.5,11.5,NA,61.6,22.4,15.2,0.7,0.1,,NA,1.5%,0.5%
7,Indiana Pacers,44.6,37.4,.544,-0.36,0.27,1.07,31-25,14-12,53-29,36-46,86.6%,0.3%,NA,0.1,2.4,5.8,9.7,18.3,31.7,18.6,NA,36.3,30.8,30.3,2.4,0.2,,NA,1.3%,0.3%
8,Miami Heat,44.0,38.0,.537,-0.33,-0.83,-0.13,30-25,14-13,53-29,35-47,81.3%,34.6%,NA,NA,1.8,4.7,9.2,15.6,28.9,21.1,NA,31.3,24.3,40.8,3.4,0.3,,NA,0.8%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.0,44.0,.463,-0.65,0.41,-1.79,26-29,12-15,48-34,30-52,22.4%,,NA,NA,NA,NA,0.1,0.1,2.4,19.9,NA,0.2,0.8,4.9,61.4,23.5,9.3,NA,,
10,Atlanta Hawks,35.9,46.1,.437,-0.02,-0.29,-2.58,24-31,12-15,45-37,26-56,12.0%,,NA,NA,NA,NA,NA,NA,0.3,11.6,NA,,0.1,0.8,19.2,44.6,35.4,NA,,
11,Brooklyn Nets,34.3,47.7,.419,0.50,-1.22,-1.78,21-33,13-15,44-38,24-58,8.8%,,NA,NA,NA,NA,NA,NA,0.2,8.7,NA,,NA,0.4,12.6,29.4,57.7,NA,,
12,Toronto Raptors,30.0,52.0,.366,0.05,-0.39,-3.84,19-36,11-16,39-43,21-61,0.3%,,NA,NA,NA,NA,NA,NA,NA,0.3,NA,,NA,NA,0.2,2.1,97.7,NA,,
13,Charlotte Hornets,19.0,63.0,.232,-0.06,0.67,-10.80,13-41,6-22,27-55,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,16.6,65.4,.203,0.00,0.25,-9.09,9-45,8-20,25-57,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.5,66.5,.189,0.13,0.12,-9.00,8-46,8-20,25-57,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
