Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.6,19.4,.764,1.36,-1.20,11.50,22-6,41-13,73-9,50-32,100.0%,81.4%,51.2%,39.6%,63,1,0.396,bos,Celtics
2,Philadelphia 76ers,59.1,22.9,.721,-0.85,-0.47,10.48,20-8,39-15,70-12,47-35,100.0%,18.6%,38.6%,28.0%,59,1,0.28,phi,76ers
3,Milwaukee Bucks,53.2,28.8,.648,-1.38,0.41,4.48,22-7,31-22,65-17,39-43,100.0%,94.4%,4.5%,1.9%,53,1,0.019,mil,Bucks
4,Orlando Magic,48.1,33.9,.586,-0.02,-0.61,2.77,17-11,31-23,61-21,35-47,96.7%,78.4%,2.4%,0.8%,48,0.9670000000000001,0.008,orl,Magic
5,Cleveland Cavaliers,45.1,36.9,.550,0.94,-0.71,1.11,17-13,28-24,57-25,33-49,86.6%,5.1%,0.8%,0.2%,45,0.866,0.002,cle,Cavaliers
6,New York Knicks,45.3,36.7,.553,-0.25,0.57,2.29,16-12,29-25,58-24,33-49,88.9%,,1.6%,0.4%,45,0.889,0.004,ny,Knicks
7,Miami Heat,43.5,38.5,.531,-1.19,0.25,0.19,17-12,27-26,58-24,31-51,75.1%,19.8%,0.3%,0.1%,44,0.7509999999999999,0.001,mia,Heat
8,Indiana Pacers,40.4,41.6,.492,-0.69,0.48,-0.01,14-14,26-28,54-28,28-54,47.2%,0.5%,0.2%,0,40,0.47200000000000003,0,ind,Pacers
9,Brooklyn Nets,41.1,40.9,.501,0.05,0.04,0.50,14-15,27-26,54-28,27-55,55.5%,,0.3%,0.1%,41,0.555,0.001,bkn,Nets
10,Atlanta Hawks,38.9,43.1,.474,0.25,-0.05,-0.03,12-17,27-26,51-31,24-58,31.0%,1.8%,0.2%,0,39,0.31,0,atl,Hawks
11,Chicago Bulls,36.3,45.7,.442,0.18,-0.45,-2.24,13-18,23-28,50-32,23-59,11.6%,,,0,36,0.11599999999999999,0,chi,Bulls
12,Toronto Raptors,35.1,46.9,.428,0.47,-0.11,-1.91,11-18,24-29,48-34,22-60,7.5%,,,0,35,0.075,0,tor,Raptors
13,Charlotte Hornets,22.1,59.9,.270,0.43,0.44,-10.02,7-20,15-40,36-46,11-71,0,,,0,22,0,0,cha,Hornets
14,Washington Wizards,21.2,60.8,.258,0.34,0.38,-9.20,5-23,16-38,34-48,11-71,0,,,0,21,0,0,wsh,Wizards
15,Detroit Pistons,15.5,66.5,.189,0.63,0.31,-11.09,2-27,14-39,29-53,5-77,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.9,24.1,.706,0.07,-0.63,7.03,22-6,36-18,70-12,45-37,100.0%,70.1%,29.6%,10.3%,58,1,0.10300000000000001,min,T-Wolves
2,Oklahoma City Thunder,54.5,27.5,.664,0.19,-0.56,7.26,18-9,36-19,66-16,41-41,99.8%,19.2%,28.3%,10.0%,54,0.998,0.1,okc,Thunder
3,Denver Nuggets,53.4,28.6,.651,0.32,-0.57,5.25,21-10,32-19,65-17,41-41,99.6%,10.6%,16.0%,3.9%,53,0.996,0.039,den,Nuggets
4,Houston Rockets,48.0,34.0,.586,0.14,-0.58,3.96,15-12,33-22,62-20,35-47,91.0%,65.9%,8.3%,1.6%,48,0.91,0.016,hou,Rockets
5,LA Clippers,48.1,33.9,.587,-0.26,-0.11,3.77,17-12,31-22,60-22,35-47,91.1%,56.6%,7.7%,1.6%,48,0.9109999999999999,0.016,lac,Clippers
6,Sacramento Kings,45.7,36.3,.558,1.17,-0.27,1.27,17-11,29-25,58-24,33-49,72.9%,19.6%,2.1%,0.3%,46,0.7290000000000001,0.003,sac,Kings
7,Golden State Warriors,45.6,36.4,.556,1.06,-0.86,2.54,15-14,31-22,59-23,31-51,74.6%,20.2%,3.4%,0.7%,46,0.746,0.006999999999999999,gs,Warriors
8,New Orleans Pelicans,45.6,36.4,.556,-0.28,-0.06,2.16,17-13,29-23,58-24,32-50,73.5%,23.2%,3.1%,0.5%,46,0.735,0.005,no,Pelicans
9,Dallas Mavericks,43.4,38.6,.529,-0.92,0.39,0.22,17-12,26-27,56-26,31-51,51.0%,11.0%,0.9%,0,43,0.51,0,dal,Mavericks
10,Los Angeles Lakers,41.7,40.3,.509,0.04,0.39,-0.13,16-14,26-26,53-29,30-52,34.8%,3.2%,0.5%,0,42,0.348,0,lal,Lakers
11,Phoenix Suns,38.5,43.5,.470,-1.72,0.75,-1.26,14-14,25-29,51-31,26-56,11.6%,0.4%,0.1%,0,38,0.11599999999999999,0,phx,Suns
12,Memphis Grizzlies,28.8,53.2,.351,-0.38,0.41,-5.70,9-19,20-34,41-41,16-66,0,,,0,29,0,0,mem,Grizzlies
13,Utah Jazz,28.7,53.3,.351,-0.61,1.23,-6.98,12-18,17-35,40-42,18-64,0,,,0,29,0,0,uta,Jazz
14,Portland Trail Blazers,23.9,58.1,.292,-0.72,1.11,-7.47,7-21,17-37,38-44,12-70,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,18.5,63.5,.226,1.66,0.11,-10.70,4-24,15-39,32-50,9-73,0,,,0,18,0,0,sa,Spurs
