Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,57.6,22.4,.720,1.30,-0.38,11.44,12-3,46-19,69-11,43-37,100.0%,85.9%,48.6%,33.2%,58,1,0.332,bos,Celtics
2,Philadelphia 76ers,51.9,28.1,.649,1.26,-0.33,7.99,10-5,42-23,65-15,36-44,99.4%,12.7%,23.4%,12.9%,52,0.9940000000000001,0.129,phi,76ers
3,New York Knicks,47.0,33.0,.587,0.70,0.09,5.05,8-6,39-27,61-19,31-49,91.5%,1.4%,8.0%,3.4%,47,0.915,0.034,ny,Knicks
4,Milwaukee Bucks,46.7,33.3,.583,0.77,-0.03,3.43,10-5,37-28,60-20,29-51,89.9%,67.9%,4.8%,1.9%,47,0.899,0.019,mil,Bucks
5,Orlando Magic,46.1,33.9,.577,-0.77,0.18,3.23,10-5,36-29,61-19,32-48,87.2%,44.8%,4.3%,1.4%,46,0.872,0.013999999999999999,orl,Magic
6,Miami Heat,44.7,35.4,.558,-1.47,0.33,1.93,10-5,35-30,59-21,30-50,78.0%,30.2%,2.6%,0.9%,45,0.78,0.009000000000000001,mia,Heat
7,Atlanta Hawks,44.2,35.8,.553,1.90,-0.29,3.40,7-7,37-29,60-20,29-51,75.7%,25.0%,4.3%,1.6%,44,0.757,0.016,atl,Hawks
8,Indiana Pacers,42.7,37.3,.533,-0.20,0.21,1.72,8-6,35-31,57-23,28-52,62.5%,21.1%,2.0%,0.6%,43,0.625,0.006,ind,Pacers
9,Cleveland Cavaliers,41.3,38.7,.516,2.18,-0.30,0.31,8-7,33-32,58-22,28-52,46.7%,11.0%,0.8%,0.2%,41,0.467,0.002,cle,Cavaliers
10,Brooklyn Nets,40.1,39.9,.501,1.90,0.14,1.05,6-8,34-32,56-24,25-55,37.0%,,0.8%,0.4%,40,0.37,0.004,bkn,Nets
11,Toronto Raptors,39.4,40.6,.492,1.32,0.20,0.12,7-8,32-33,55-25,26-54,30.7%,,0.4%,0.1%,39,0.307,0.001,tor,Raptors
12,Chicago Bulls,31.8,48.2,.398,1.04,0.31,-3.84,5-11,27-37,46-34,12-68,1.2%,,,0,32,0.012,0,chi,Bulls
13,Charlotte Hornets,28.5,51.5,.356,0.42,0.75,-7.30,5-9,24-42,43-37,12-68,0.1%,,,0,28,0.001,0,cha,Hornets
14,Detroit Pistons,27.3,52.7,.341,0.58,0.43,-5.82,2-13,25-40,43-37,14-66,0.1%,,,0,27,0.001,0,det,Pistons
15,Washington Wizards,24.8,55.2,.310,0.41,0.63,-8.31,2-12,23-43,41-39,12-68,0,,,0,25,0,0,wsh,Wizards
1,Minnesota Timberwolves,55.1,24.9,.689,1.56,-1.03,8.92,11-3,44-22,69-11,40-40,100.0%,61.3%,36.0%,18.8%,55,1,0.188,min,T-Wolves
2,Oklahoma City Thunder,53.0,27.0,.663,-1.28,-0.59,7.86,11-4,42-23,66-14,39-41,99.9%,31.6%,30.1%,14.7%,53,0.9990000000000001,0.147,okc,Thunder
3,Denver Nuggets,49.2,30.8,.615,0.06,-0.81,4.86,10-5,39-26,64-16,36-44,98.4%,7.1%,12.9%,4.5%,49,0.9840000000000001,0.045,den,Nuggets
4,Houston Rockets,44.5,35.5,.556,-1.42,-0.66,2.81,7-6,37-30,59-21,29-51,85.0%,41.4%,5.4%,1.7%,44,0.85,0.017,hou,Rockets
5,New Orleans Pelicans,43.8,36.2,.547,2.18,-1.10,1.84,8-7,36-29,58-22,29-51,79.6%,31.0%,4.0%,1.1%,44,0.7959999999999999,0.011000000000000001,no,Pelicans
6,Golden State Warriors,43.6,36.4,.545,2.82,-1.34,2.63,7-9,37-27,58-22,29-51,80.8%,47.1%,5.3%,1.6%,44,0.8079999999999999,0.016,gs,Warriors
7,Dallas Mavericks,43.3,36.7,.541,-1.79,0.18,0.68,10-5,33-32,58-22,29-51,76.6%,27.6%,2.6%,0.6%,43,0.7659999999999999,0.006,dal,Mavericks
8,Phoenix Suns,41.3,38.7,.516,-3.01,0.04,-0.21,9-6,32-33,55-25,27-53,58.8%,22.8%,1.3%,0.2%,41,0.588,0.002,phx,Suns
9,LA Clippers,39.6,40.4,.495,-3.77,0.37,0.30,6-7,34-33,55-25,25-55,44.7%,11.5%,1.4%,0.3%,40,0.447,0.003,lac,Clippers
10,Sacramento Kings,39.3,40.7,.491,-0.78,0.28,-1.50,8-6,31-35,55-25,24-56,38.2%,9.0%,0.5%,0.1%,39,0.382,0.001,sac,Kings
11,Los Angeles Lakers,39.2,40.8,.490,-1.45,0.38,-1.14,9-7,30-34,53-27,24-56,38.0%,9.7%,0.6%,0.1%,39,0.38,0.001,lal,Lakers
12,Memphis Grizzlies,24.9,55.1,.311,-2.68,0.58,-9.26,3-11,22-44,38-42,13-67,0,,,0,25,0,0,mem,Grizzlies
13,Utah Jazz,24.5,55.5,.306,-1.83,0.93,-9.50,4-11,21-44,40-40,10-70,0,,,0,24,0,0,uta,Jazz
14,Portland Trail Blazers,23.6,56.4,.295,-1.83,0.78,-10.43,4-11,20-45,37-43,11-69,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,21.2,58.8,.265,1.26,0.23,-12.14,3-12,18-47,34-46,9-71,0,,,0,21,0,0,sa,Spurs
