Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.4,24.6,.700,-0.38,-0.02,6.01,34-12,23-13,68-14,47-35,100.0%,95.8%,39.5%,25.1%,57,1,0.251,bos
2,Cleveland Cavaliers,49.9,32.1,.609,0.14,-0.72,4.42,28-19,22-13,60-22,40-42,99.8%,62.9%,20.8%,11.0%,50,0.998,0.11,cle
3,Philadelphia 76ers,49.7,32.3,.606,-0.62,0.75,3.27,29-16,21-16,60-22,37-45,99.3%,2.6%,13.8%,6.7%,50,0.993,0.067,phi
4,Brooklyn Nets,49.4,32.6,.602,-0.15,0.15,2.87,28-17,21-16,60-22,39-43,99.3%,1.6%,11.2%,4.9%,49,0.993,0.049,bkn
5,Milwaukee Bucks,48.4,33.6,.591,-0.12,0.17,1.19,29-16,19-18,60-22,38-44,97.7%,36.8%,4.9%,1.9%,48,0.977,0.019,mil
6,New York Knicks,43.5,38.5,.531,-0.40,0.67,1.86,25-22,19-16,55-27,32-50,78.4%,,4.7%,2.0%,44,0.784,0.02,ny
7,Miami Heat,42.3,39.7,.516,-0.11,0.28,0.02,25-22,17-18,54-28,30-52,63.2%,55.5%,1.6%,0.6%,42,0.632,0.006,mia
8,Atlanta Hawks,41.5,40.5,.507,-0.22,0.19,-0.46,24-22,18-18,52-30,30-52,53.4%,38.4%,1.1%,0.4%,42,0.534,0.004,atl
9,Chicago Bulls,40.8,41.2,.497,0.70,-0.75,0.48,21-24,20-17,51-31,30-52,47.4%,0.3%,1.4%,0.4%,41,0.474,0.004,chi
10,Indiana Pacers,39.1,42.9,.477,0.24,-0.03,-1.46,23-24,16-19,49-33,28-54,25.2%,,0.2%,0.1%,39,0.252,0.001,ind
11,Washington Wizards,37.7,44.3,.460,0.67,-0.73,-0.65,19-26,19-18,49-33,27-55,16.3%,6.1%,0.4%,0.1%,38,0.163,0.001,wsh
12,Toronto Raptors,38.3,43.7,.467,0.24,-0.16,0.30,20-26,18-18,48-34,27-55,19.5%,,0.6%,0.1%,38,0.195,0.001,tor
13,Orlando Magic,32.0,50.0,.391,0.11,0.17,-3.31,17-28,15-22,44-38,20-62,0.4%,0.1%,,0,32,0.004,0,orl
14,Detroit Pistons,23.6,58.4,.287,0.87,-0.47,-6.73,12-36,12-22,34-48,15-67,0,,,0,24,0,0,det
15,Charlotte Hornets,24.7,57.3,.301,0.57,-0.08,-5.95,12-34,13-23,34-48,15-67,0,,,0,25,0,0,cha
1,Denver Nuggets,54.6,27.4,.665,-0.45,0.08,4.06,33-13,22-14,65-17,43-39,100.0%,99.8%,24.1%,12.2%,55,1,0.122,den
2,Memphis Grizzlies,54.8,27.2,.668,-0.28,-0.33,5.38,31-14,24-13,64-18,45-37,100.0%,97.8%,35.9%,20.4%,55,1,0.204,mem
3,Sacramento Kings,47.2,34.8,.576,-0.53,0.05,2.52,26-18,21-17,59-23,37-45,97.8%,86.3%,11.6%,4.6%,47,0.978,0.046,sac
4,New Orleans Pelicans,46.5,35.5,.567,-0.20,-0.11,2.54,26-20,20-16,57-25,36-46,96.6%,1.9%,11.0%,4.1%,46,0.966,0.040999999999999995,no
5,Dallas Mavericks,43.4,38.6,.529,0.06,-0.30,0.76,25-22,18-17,54-28,33-49,80.9%,0.3%,4.1%,1.4%,43,0.809,0.013999999999999999,dal
6,Oklahoma City Thunder,41.9,40.1,.511,0.40,-0.57,1.45,22-24,20-16,52-30,29-53,65.6%,0.1%,4.6%,1.5%,42,0.6559999999999999,0.015,okc
7,Phoenix Suns,41.0,41.0,.500,0.30,-0.13,0.83,22-24,19-17,51-31,29-53,56.2%,7.8%,2.4%,0.7%,41,0.562,0.006999999999999999,phx
8,Utah Jazz,41.5,40.5,.506,0.02,-0.07,0.96,24-25,17-16,51-31,31-51,60.9%,0.1%,3.1%,1.1%,42,0.609,0.011000000000000001,uta
9,Golden State Warriors,40.3,41.7,.491,-0.22,0.34,-0.52,23-23,17-19,52-30,29-53,43.2%,4.5%,0.9%,0.2%,40,0.43200000000000005,0.002,gs
10,Portland Trail Blazers,39.8,42.2,.485,-0.12,0.16,0.15,21-24,19-18,52-30,28-54,37.2%,,1.4%,0.4%,40,0.37200000000000005,0.004,por
11,Minnesota Timberwolves,39.3,42.7,.479,-0.30,0.41,-0.74,23-24,16-19,50-32,30-52,29.5%,,0.5%,0.2%,39,0.295,0.002,min
12,LA Clippers,38.4,43.6,.468,-0.77,1.02,-1.87,24-24,14-20,49-33,27-55,18.3%,1.0%,0.2%,0,38,0.183,0,lac
13,Los Angeles Lakers,37.8,44.2,.460,-0.09,0.22,-1.16,21-25,17-19,50-32,28-54,13.7%,0.5%,0.3%,0.1%,38,0.13699999999999998,0.001,lal
14,Houston Rockets,20.9,61.1,.255,0.13,0.60,-7.68,10-35,11-26,33-49,13-69,0,,,0,21,0,0,hou
15,San Antonio Spurs,24.1,57.9,.294,0.49,0.05,-8.16,14-32,10-26,36-46,15-67,0,,,0,24,0,0,sa
