Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.4,24.6,.700,-0.39,0.03,6.01,34-12,23-13,68-14,44-38,100.0%,96.3%,38.0%,23.9%,57,1,0.239,bos
2,Cleveland Cavaliers,50.8,31.2,.620,0.15,-0.67,4.65,28-18,23-13,61-21,40-42,99.9%,69.8%,22.9%,12.8%,51,0.9990000000000001,0.128,cle
3,Philadelphia 76ers,49.8,32.2,.607,-0.61,0.75,3.28,29-16,21-16,60-22,38-44,99.2%,2.6%,12.2%,5.4%,50,0.992,0.054000000000000006,phi
4,Milwaukee Bucks,48.5,33.5,.591,-0.10,0.20,1.21,29-16,19-18,59-23,38-44,97.6%,29.9%,5.0%,1.7%,48,0.976,0.017,mil
5,Brooklyn Nets,48.7,33.3,.594,-0.14,0.18,2.70,27-17,22-16,60-22,35-47,98.3%,1.1%,10.4%,4.6%,49,0.983,0.046,bkn
6,New York Knicks,44.3,37.7,.540,-0.42,0.68,2.21,25-21,19-17,54-28,32-50,82.7%,,5.7%,2.4%,44,0.8270000000000001,0.024,ny
7,Miami Heat,43.3,38.7,.528,-0.12,0.27,0.55,25-21,18-18,54-28,32-50,72.4%,71.0%,2.6%,0.9%,43,0.7240000000000001,0.009000000000000001,mia
8,Chicago Bulls,40.9,41.1,.498,0.75,-0.78,0.52,21-24,20-17,52-30,31-51,45.8%,0.2%,1.4%,0.4%,41,0.45799999999999996,0.004,chi
9,Atlanta Hawks,40.6,41.4,.495,-0.26,0.31,-0.84,23-22,18-19,52-30,28-54,40.2%,23.2%,0.6%,0.1%,41,0.402,0.001,atl
10,Indiana Pacers,39.8,42.2,.486,0.18,0.07,-1.06,23-23,17-19,52-30,28-54,30.6%,0.1%,0.3%,0.1%,40,0.306,0.001,ind
11,Washington Wizards,37.8,44.2,.461,0.73,-0.78,-0.58,19-26,19-18,49-33,26-56,15.4%,5.8%,0.3%,0.1%,38,0.154,0.001,wsh
12,Toronto Raptors,38.3,43.7,.467,0.24,-0.12,0.31,20-26,18-18,50-32,26-56,17.9%,,0.5%,0.2%,38,0.179,0.002,tor
13,Orlando Magic,30.9,51.1,.377,0.02,0.36,-3.78,16-28,15-23,42-40,20-62,0.1%,,,0,31,0.001,0,orl
14,Detroit Pistons,23.5,58.5,.287,0.89,-0.46,-6.72,12-36,12-22,34-48,13-69,0,,,0,24,0,0,det
15,Charlotte Hornets,24.7,57.3,.302,0.58,-0.07,-5.94,12-34,13-23,36-46,16-66,0,,,0,25,0,0,cha
1,Memphis Grizzlies,55.6,26.4,.678,-0.22,-0.42,5.59,31-13,25-13,66-16,45-37,100.0%,97.4%,37.8%,22.2%,56,1,0.222,mem
2,Denver Nuggets,53.8,28.2,.656,-0.43,0.08,3.65,32-13,22-15,65-17,42-40,100.0%,99.5%,20.1%,9.9%,54,1,0.099,den
3,New Orleans Pelicans,47.6,34.4,.580,-0.12,-0.28,2.97,26-19,22-15,57-25,35-47,98.3%,2.6%,13.8%,5.7%,48,0.983,0.057,no
4,Sacramento Kings,46.7,35.3,.569,-0.59,0.11,2.41,25-18,22-17,58-24,35-47,96.9%,84.0%,9.9%,3.8%,47,0.9690000000000001,0.038,sac
5,Oklahoma City Thunder,42.4,39.6,.517,0.36,-0.49,1.53,22-23,20-17,54-28,31-51,73.0%,0.2%,5.0%,1.9%,42,0.73,0.019,okc
6,Utah Jazz,42.2,39.8,.514,-0.03,-0.04,1.16,24-24,18-16,52-30,32-50,70.0%,0.3%,4.2%,1.4%,42,0.7,0.013999999999999999,uta
7,Dallas Mavericks,42.5,39.5,.518,0.04,-0.23,0.21,24-22,18-18,54-28,32-50,71.8%,,2.8%,0.8%,42,0.718,0.008,dal
8,Phoenix Suns,41.2,40.8,.502,0.34,-0.20,0.86,22-24,19-17,51-31,29-53,60.1%,10.8%,3.1%,0.9%,41,0.601,0.009000000000000001,phx
9,Golden State Warriors,39.5,42.5,.482,-0.28,0.42,-0.72,22-23,18-19,51-31,30-52,35.1%,3.8%,0.9%,0.3%,40,0.35100000000000003,0.003,gs
10,Portland Trail Blazers,39.7,42.3,.485,-0.14,0.16,0.12,21-24,19-18,50-32,29-53,38.0%,,1.2%,0.3%,40,0.38,0.003,por
11,Minnesota Timberwolves,39.4,42.6,.480,-0.26,0.34,-0.70,23-24,16-19,51-31,27-55,31.4%,,0.8%,0.2%,39,0.314,0.002,min
12,LA Clippers,38.0,44.0,.464,-0.62,0.73,-1.86,23-24,15-20,49-33,29-53,16.3%,1.0%,0.2%,0.1%,38,0.163,0.001,lac
13,Los Angeles Lakers,36.8,45.2,.449,-0.25,0.40,-1.36,20-25,17-20,49-33,27-55,9.2%,0.4%,0.1%,0,37,0.092,0,lal
14,Houston Rockets,20.8,61.2,.254,0.08,0.64,-7.72,10-35,11-26,31-51,12-70,0,,,0,21,0,0,hou
15,San Antonio Spurs,24.6,57.4,.300,0.58,-0.04,-8.16,14-31,11-26,38-44,16-66,0,,,0,25,0,0,sa
