Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.7,19.3,.765,0.80,-0.93,10.57,25-6,38-13,72-10,51-31,100.0%,80.7%,47.0%,32.5%,63,1,0.325,bos,Celtics
2,Philadelphia 76ers,59.3,22.7,.724,-0.46,-0.68,10.35,22-9,37-14,72-10,48-34,100.0%,19.3%,41.0%,28.6%,59,1,0.28600000000000003,phi,76ers
3,Milwaukee Bucks,54.2,27.8,.661,-1.06,0.31,4.97,24-8,30-20,66-16,42-40,100.0%,96.9%,6.0%,2.6%,54,1,0.026000000000000002,mil,Bucks
4,Orlando Magic,48.2,33.8,.587,0.08,-0.68,2.50,19-12,29-22,59-23,35-47,96.6%,65.8%,2.1%,0.7%,48,0.966,0.006999999999999999,orl,Magic
5,Miami Heat,45.8,36.2,.559,-0.83,0.03,1.05,19-12,27-24,60-22,32-50,89.1%,33.9%,1.0%,0.2%,46,0.8909999999999999,0.002,mia,Heat
6,Cleveland Cavaliers,45.3,36.7,.552,1.14,-0.88,1.14,18-14,27-23,58-24,32-50,85.9%,2.5%,0.8%,0.2%,45,0.8590000000000001,0.002,cle,Cavaliers
7,New York Knicks,45.2,36.8,.551,0.28,0.27,2.22,17-14,28-23,57-25,33-49,87.2%,,1.4%,0.4%,45,0.872,0.004,ny,Knicks
8,Indiana Pacers,42.5,39.5,.518,-0.57,0.42,0.79,16-14,26-26,55-27,29-53,67.3%,0.6%,0.6%,0.2%,42,0.6729999999999999,0.002,ind,Pacers
9,Brooklyn Nets,38.7,43.3,.472,-0.41,0.42,-0.69,15-17,24-26,54-28,25-57,29.2%,,0.1%,0,39,0.292,0,bkn,Nets
10,Atlanta Hawks,37.3,44.7,.455,0.23,-0.03,-0.42,12-19,25-26,50-32,26-56,18.4%,0.4%,0.1%,0,37,0.184,0,atl,Hawks
11,Toronto Raptors,36.6,45.4,.447,0.45,-0.20,-0.87,12-19,25-26,49-33,23-59,14.0%,,,0,37,0.14,0,tor,Raptors
12,Chicago Bulls,36.5,45.5,.445,0.46,-0.59,-2.15,14-19,23-26,49-33,25-57,12.4%,,,0,36,0.124,0,chi,Bulls
13,Charlotte Hornets,20.8,61.2,.253,0.51,0.46,-10.36,7-23,14-38,32-50,10-72,0,,,0,21,0,0,cha,Hornets
14,Washington Wizards,20.7,61.3,.252,0.27,0.43,-9.38,6-25,15-36,32-50,10-72,0,,,0,21,0,0,wsh,Wizards
15,Detroit Pistons,15.8,66.2,.193,1.01,0.02,-10.35,2-29,14-37,28-54,5-77,0,,,0,16,0,0,det,Pistons
1,Oklahoma City Thunder,57.6,24.4,.702,0.51,-0.92,8.81,21-9,37-15,68-14,45-37,100.0%,49.6%,43.4%,19.0%,58,1,0.19,okc,Thunder
2,Minnesota Timberwolves,57.2,24.8,.698,0.36,-0.77,6.36,23-7,34-18,69-13,45-37,100.0%,43.0%,23.3%,7.6%,57,1,0.076,min,T-Wolves
3,Denver Nuggets,53.6,28.4,.654,0.28,-0.65,5.28,23-11,31-17,65-17,41-41,99.8%,7.4%,15.1%,4.5%,54,0.998,0.045,den,Nuggets
4,LA Clippers,48.3,33.7,.589,-0.85,0.22,3.57,19-12,29-22,62-20,36-46,94.5%,67.5%,7.0%,1.7%,48,0.945,0.017,lac,Clippers
5,Houston Rockets,45.2,36.8,.551,0.39,-0.67,2.95,15-15,30-22,57-25,31-51,78.2%,47.4%,4.1%,0.9%,45,0.782,0.009000000000000001,hou,Rockets
6,Sacramento Kings,44.7,37.3,.545,0.75,-0.03,0.51,18-12,27-25,57-25,32-50,69.7%,15.2%,1.1%,0.2%,45,0.6970000000000001,0.002,sac,Kings
7,New Orleans Pelicans,44.5,37.5,.543,-0.82,0.25,1.65,18-14,26-24,58-24,31-51,70.3%,30.4%,2.1%,0.3%,44,0.703,0.003,no,Pelicans
8,Golden State Warriors,44.1,37.9,.537,1.22,-0.98,2.03,15-16,29-22,57-25,30-52,66.5%,11.1%,2.3%,0.4%,44,0.665,0.004,gs,Warriors
9,Dallas Mavericks,43.4,38.6,.529,-0.73,0.28,0.40,18-14,25-25,57-25,31-51,57.3%,22.1%,0.9%,0.1%,43,0.573,0.001,dal,Mavericks
10,Los Angeles Lakers,42.2,39.8,.514,0.07,0.31,0.23,17-15,25-25,55-27,29-53,45.3%,5.4%,0.6%,0.1%,42,0.45299999999999996,0.001,lal,Lakers
11,Phoenix Suns,39.4,42.6,.480,-1.77,0.86,-0.84,16-15,23-28,53-29,27-55,18.5%,0.8%,0.1%,0,39,0.185,0,phx,Suns
12,Utah Jazz,29.2,52.8,.356,-0.83,1.40,-6.65,13-19,16-34,42-40,19-63,0,,,0,29,0,0,uta,Jazz
13,Memphis Grizzlies,28.3,53.7,.345,0.02,0.22,-6.30,10-21,18-33,41-41,17-65,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.7,57.3,.302,-1.20,1.45,-6.98,9-22,16-35,39-43,14-68,0,,,0,25,0,0,por,Blazers
15,San Antonio Spurs,18.3,63.7,.223,0.82,0.48,-10.50,5-26,13-38,31-51,8-74,0,,,0,18,0,0,sa,Spurs
