Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,56.8,25.2,.693,-0.07,-0.02,3.97,46-18,11-7,63-19,49-33,100.0%,97.0%,17.7%,10.0%,57,1,0.1,mil
2,Boston Celtics,55.4,26.6,.676,0.01,-0.76,5.19,45-21,10-6,61-21,48-34,100.0%,90.1%,26.8%,16.9%,55,1,0.16899999999999998,bos
3,Philadelphia 76ers,52.2,29.8,.637,-0.16,0.83,3.66,42-22,10-8,59-23,45-37,100.0%,9.5%,13.1%,7.0%,52,1,0.07,phi
4,Cleveland Cavaliers,51.3,30.7,.625,0.14,-1.69,5.65,41-26,10-5,56-26,45-37,100.0%,3.0%,27.1%,17.8%,51,1,0.17800000000000002,cle
5,New York Knicks,48.7,33.3,.593,0.21,-0.73,3.32,39-27,10-6,55-27,42-40,99.9%,0.5%,9.4%,5.0%,49,0.9990000000000001,0.05,ny
6,Brooklyn Nets,45.5,36.5,.555,0.17,0.11,0.82,36-28,9-9,53-29,38-44,94.7%,,2.5%,1.1%,46,0.9470000000000001,0.011000000000000001,bkn
7,Miami Heat,42.5,39.5,.519,0.11,0.54,-0.58,35-31,8-8,50-32,35-47,69.2%,74.3%,0.7%,0.2%,42,0.6920000000000001,0.002,mia
8,Atlanta Hawks,40.4,41.6,.493,-0.07,0.40,-0.03,32-33,8-9,47-35,34-48,44.1%,15.1%,0.8%,0.3%,40,0.441,0.003,atl
9,Washington Wizards,39.5,42.5,.481,0.24,-0.51,0.12,30-34,9-9,47-35,33-49,32.1%,10.6%,0.6%,0.2%,40,0.321,0.002,wsh
10,Toronto Raptors,40.1,41.9,.489,0.09,0.31,0.57,32-34,8-8,48-34,33-49,41.8%,,1.1%,0.4%,40,0.418,0.004,tor
11,Chicago Bulls,37.8,44.2,.461,0.18,-0.16,0.47,29-36,9-8,46-36,30-52,14.0%,,0.3%,0.1%,38,0.14,0.001,chi
12,Indiana Pacers,36.1,45.9,.440,0.34,-0.15,-2.07,29-37,7-9,43-39,30-52,4.1%,,,0,36,0.040999999999999995,0,ind
13,Orlando Magic,34.1,47.9,.416,0.12,0.34,-2.65,27-38,7-10,41-41,28-54,0.3%,,,0,34,0.003,0,orl
14,Detroit Pistons,20.6,61.4,.251,0.72,-0.69,-6.93,15-50,6-11,28-54,15-67,0,,,0,21,0,0,det
15,Charlotte Hornets,25.3,56.7,.308,0.21,0.77,-5.88,20-46,5-11,32-50,20-62,0,,,0,25,0,0,cha
1,Denver Nuggets,56.5,25.5,.689,-0.31,-0.27,4.26,46-19,10-7,63-19,49-33,100.0%,100.0%,31.8%,15.5%,56,1,0.155,den
2,Memphis Grizzlies,50.1,31.9,.610,-0.09,-1.16,3.72,38-25,12-7,56-26,43-39,100.0%,99.6%,25.6%,11.8%,50,1,0.11800000000000001,mem
3,Sacramento Kings,47.6,34.4,.581,-0.59,0.59,2.15,38-26,10-8,55-27,40-42,99.8%,72.8%,13.0%,5.0%,48,0.998,0.05,sac
4,Phoenix Suns,45.2,36.8,.551,-0.14,0.60,1.81,36-29,9-8,53-29,37-45,97.8%,25.2%,10.7%,3.8%,45,0.978,0.038,phx
5,Golden State Warriors,42.4,39.6,.517,-0.25,0.47,0.60,34-31,8-9,49-33,36-46,76.0%,1.8%,3.9%,0.9%,42,0.76,0.009000000000000001,gs
6,Dallas Mavericks,42.2,39.8,.514,-0.02,-1.03,0.80,33-32,9-8,49-33,34-48,73.8%,0.4%,4.5%,1.4%,42,0.738,0.013999999999999999,dal
7,Minnesota Timberwolves,41.6,40.4,.507,-0.27,0.49,-0.24,34-32,8-8,48-34,35-47,63.7%,,2.2%,0.5%,42,0.637,0.005,min
8,New Orleans Pelicans,40.5,41.5,.494,0.08,-1.17,0.62,31-34,9-8,48-34,33-49,44.8%,0.1%,2.4%,0.7%,40,0.44799999999999995,0.006999999999999999,no
9,LA Clippers,41.1,40.9,.501,-0.37,0.88,-0.64,34-33,7-8,48-34,35-47,47.8%,0.2%,1.5%,0.3%,41,0.478,0.003,lac
10,Oklahoma City Thunder,40.1,41.9,.489,0.10,-0.91,1.67,30-34,10-8,47-35,33-49,38.1%,,3.1%,0.9%,40,0.381,0.009000000000000001,okc
11,Los Angeles Lakers,39.3,42.7,.480,-0.01,-0.27,-0.90,31-34,8-9,47-35,31-51,20.8%,,0.5%,0.1%,39,0.20800000000000002,0.001,lal
12,Utah Jazz,39.2,42.8,.478,-0.17,0.34,-0.29,31-34,8-9,47-35,32-50,23.0%,,0.7%,0.2%,39,0.23,0.002,uta
13,Portland Trail Blazers,38.6,43.4,.471,-0.33,1.02,-1.05,31-34,8-9,46-36,32-50,14.4%,,0.3%,0,39,0.14400000000000002,0,por
14,Houston Rockets,20.0,62.0,.244,0.12,0.74,-7.85,15-49,5-13,28-54,15-67,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.5,62.5,.238,0.00,1.26,-10.26,16-49,4-13,26-56,16-66,0,,,0,20,0,0,sa
