Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,60.6,21.4,.740,1.45,-0.80,10.24,19-5,42-16,71-11,47-35,100.0%,77.3%,76.9,20.6,2.2,0.2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,45.4%,32.9%
2,Philadelphia 76ers,57.6,24.4,.702,-0.59,-0.36,9.58,17-7,41-17,70-12,43-39,100.0%,22.7%,22.3,66.7,8.5,1.9,0.4,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,37.0%,26.3%
3,Orlando Magic,49.7,32.3,.606,-0.60,-0.21,3.61,16-8,34-24,64-18,35-47,97.4%,89.8%,0.4,6.2,36.2,26.7,14.4,7.4,3.8,2.2,NA,91.5,4.3,2.6,1.3,0.4,0.1,NA,4.9%,2.0%
4,Milwaukee Bucks,49.4,32.6,.603,-0.79,0.28,3.09,17-7,32-26,64-18,36-46,96.9%,78.0%,0.4,5.2,32.1,27.9,15.2,9,4.5,2.5,NA,89.8,5.4,2.8,1.4,0.5,0.1,NA,4.2%,1.6%
5,New York Knicks,46.4,35.6,.566,-0.47,0.63,3.19,14-10,32-26,60-22,32-50,88.8%,,NA,0.7,9.3,16.3,22.1,19.3,12.6,8.6,NA,67.7,13.7,9.1,5.6,3.1,0.9,NA,3.5%,1.5%
6,Brooklyn Nets,45.1,36.9,.550,0.46,-0.11,2.42,13-11,32-26,58-24,31-51,81.3%,,NA,0.3,4.7,10.1,17.7,19.9,16.1,12.5,NA,52.7,16.7,13.3,9.6,5.8,2.0,NA,2.1%,0.8%
7,Cleveland Cavaliers,43.4,38.6,.530,1.32,-0.58,0.88,13-12,30-27,58-24,30-52,66.0%,9.7%,NA,0.2,2.5,5.4,10.7,14.5,16.8,15.9,NA,33.3,16.9,18,16,11.3,4.5,NA,0.8%,0.2%
8,Indiana Pacers,43.4,38.6,.530,-0.96,0.48,1.22,13-10,30-29,58-24,29-53,67.8%,12.3%,NA,0.1,3,6.8,10.5,14.6,17,15.8,NA,34.9,17.2,17.4,14.6,10.2,5.7,NA,1.1%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Miami Heat,41.9,40.1,.511,-1.25,0.39,-0.29,14-11,28-29,57-25,28-54,48.3%,6.2%,NA,NA,0.8,2.8,5.3,8.6,14,16.7,NA,17.6,13.9,17.8,21.2,18.6,10.9,NA,0.4%,0.1%
10,Atlanta Hawks,40.8,41.2,.498,0.96,-0.20,1.04,10-14,31-27,53-29,27-55,42.1%,4.1%,NA,NA,0.6,1.7,3.4,5.9,12.4,18.2,NA,11.6,9.9,14.6,19.8,25.5,18.7,NA,0.6%,0.2%
11,Toronto Raptors,36.5,45.5,.445,0.76,-0.04,-1.56,10-15,27-30,52-30,24-58,9.1%,,NA,NA,NA,0.1,0.2,0.7,2.3,5.9,NA,1.0,1.6,3.6,7.7,16.9,69.3,NA,,
12,Chicago Bulls,33.9,48.1,.413,0.29,-0.16,-3.48,10-16,24-32,50-32,21-61,2.3%,,NA,NA,NA,NA,NA,0.1,0.5,1.7,NA,0.1,0.4,0.9,2.9,7.6,88.1,NA,,
13,Charlotte Hornets,26.5,55.5,.323,0.13,0.54,-7.52,7-16,19-40,41-41,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.8,NA,,
14,Washington Wizards,21.9,60.1,.267,1.04,0.25,-9.00,4-20,18-40,37-45,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,17.4,64.6,.212,0.69,0.36,-10.63,2-23,15-42,32-50,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,56.0,26.0,.683,-0.64,-0.33,6.67,18-5,38-21,69-13,42-40,100.0%,66.0%,63.3,21.2,9.2,4,1.7,0.4,0.1,0.1,NA,99.8,0.1,NA,NA,NA,,NA,28.7%,11.4%
2,Oklahoma City Thunder,53.1,28.9,.648,-0.20,-0.36,6.80,15-8,38-21,65-17,38-44,99.4%,22.3%,20.8,32.9,22.4,12.7,5.9,3.1,1.2,0.6,NA,97.7,1.3,0.5,0.2,0.1,0.1,NA,27.7%,11.0%
3,Denver Nuggets,51.5,30.5,.628,0.48,-0.61,4.59,17-9,35-21,65-17,37-45,98.7%,11.7%,10.8,23.4,25.9,17.3,11.2,6,2.4,1.6,NA,94.7,2.8,1.5,0.6,0.3,0.1,NA,14.7%,4.5%
4,Houston Rockets,48.5,33.5,.591,-0.30,-0.40,4.07,13-9,35-25,61-21,32-50,92.1%,63.4%,2.9,9.7,15.9,19.8,17.6,12.2,8.5,5.5,NA,78.1,9.2,5.7,3.9,2.1,1.1,NA,9.6%,2.8%
5,Los Angeles Clippers,47.4,34.6,.578,-1.19,0.15,3.73,14-10,33-25,62-20,34-48,88.3%,57.6%,1.3,6.3,12.1,16.9,17.3,15.1,11.4,7.8,NA,69.1,11.4,8.3,5.9,3.9,1.5,NA,9.0%,2.5%
