Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,60.0,22.0,.732,1.20,-0.98,9.74,20-6,40-16,71-11,48-34,100.0%,72.2%,41.9%,28.8%,60,1,0.28800000000000003,bos,Celtics
2,Philadelphia 76ers,57.7,24.3,.704,-1.28,-0.31,9.99,18-8,40-16,68-14,44-38,100.0%,27.8%,42.5%,29.2%,58,1,0.292,phi,76ers
3,Milwaukee Bucks,51.1,30.9,.623,-1.77,0.52,3.67,20-7,31-24,64-18,38-44,99.5%,86.6%,5.7%,2.2%,51,0.995,0.022000000000000002,mil,Bucks
4,Orlando Magic,48.9,33.1,.596,-0.31,-0.52,3.05,16-9,33-24,62-20,34-48,97.4%,90.0%,4.2%,1.6%,49,0.9740000000000001,0.016,orl,Magic
5,Cleveland Cavaliers,45.2,36.8,.551,1.25,-0.85,1.32,15-12,30-25,59-23,31-51,86.1%,11.3%,1.4%,0.5%,45,0.861,0.005,cle,Cavaliers
6,New York Knicks,45.5,36.5,.554,-0.47,0.52,2.26,15-11,30-26,60-22,28-54,87.6%,,2.4%,0.8%,46,0.8759999999999999,0.008,ny,Knicks
7,Brooklyn Nets,42.5,39.5,.518,0.06,-0.07,1.06,13-13,29-27,56-26,26-56,66.9%,,1.0%,0.2%,42,0.669,0.002,bkn,Nets
8,Miami Heat,41.4,40.6,.505,-1.49,0.37,-0.67,15-12,26-29,54-28,26-56,52.3%,6.7%,0.3%,0.1%,41,0.523,0.001,mia,Heat
9,Indiana Pacers,41.1,40.9,.501,-0.46,0.21,-0.14,13-12,28-29,55-27,27-55,51.7%,2.1%,0.4%,0.1%,41,0.517,0.001,ind,Pacers
10,Atlanta Hawks,39.7,42.3,.485,0.26,-0.12,0.26,11-15,29-27,54-28,23-59,37.6%,3.3%,0.3%,0.1%,40,0.376,0.001,atl,Hawks
11,Toronto Raptors,36.9,45.1,.450,0.05,0.02,-1.61,11-15,26-30,50-32,24-58,14.5%,,,0,37,0.145,0,tor,Raptors
12,Chicago Bulls,35.0,47.0,.427,0.43,-0.52,-3.00,11-17,24-30,49-33,20-62,6.4%,0.1%,,0,35,0.064,0,chi,Bulls
13,Charlotte Hornets,23.1,58.9,.282,0.05,0.52,-9.71,7-18,16-41,38-44,13-69,0,,,0,23,0,0,cha,Hornets
14,Washington Wizards,20.7,61.3,.253,0.47,0.28,-9.42,4-22,17-39,34-48,9-73,0,,,0,21,0,0,wsh,Wizards
15,Detroit Pistons,16.4,65.6,.200,0.78,0.15,-11.11,2-25,14-41,30-52,6-76,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.2,24.8,.697,-0.52,-0.19,7.09,20-5,37-20,70-12,43-39,100.0%,64.4%,26.6%,11.3%,57,1,0.113,min,T-Wolves
2,Oklahoma City Thunder,54.6,27.4,.666,0.13,-0.36,7.37,17-8,38-19,68-14,41-41,99.8%,24.9%,27.8%,11.4%,55,0.998,0.114,okc,Thunder
3,Denver Nuggets,52.6,29.4,.641,0.96,-0.74,5.67,18-10,35-19,64-18,40-42,99.2%,10.7%,16.6%,5.9%,53,0.992,0.059000000000000004,den,Nuggets
4,LA Clippers,50.4,31.6,.615,-0.77,0.13,5.54,16-10,34-22,64-18,38-44,96.5%,73.3%,14.1%,4.7%,50,0.965,0.047,lac,Clippers
5,Houston Rockets,47.2,34.8,.576,0.26,-0.45,3.67,13-11,34-24,60-22,35-47,84.0%,54.5%,5.4%,1.3%,47,0.84,0.013000000000000001,hou,Rockets
6,Sacramento Kings,46.6,35.4,.569,0.84,0.08,1.84,16-9,31-26,60-22,33-49,77.6%,16.0%,2.5%,0.5%,47,0.7759999999999999,0.005,sac,Kings
7,Dallas Mavericks,44.8,37.2,.546,-0.81,0.33,0.85,16-10,29-27,57-25,31-51,62.6%,23.8%,1.4%,0.2%,45,0.626,0.002,dal,Mavericks
8,Golden State Warriors,45.0,37.0,.549,2.12,-1.12,2.57,13-14,32-23,58-24,32-50,67.5%,8.3%,3.1%,0.7%,45,0.675,0.006999999999999999,gs,Warriors
9,New Orleans Pelicans,44.8,37.2,.546,-0.33,0.15,1.68,16-12,29-25,58-24,32-50,63.6%,21.7%,1.8%,0.4%,45,0.636,0.004,no,Pelicans
10,Los Angeles Lakers,42.1,39.9,.514,-0.18,0.59,0.16,15-12,27-28,54-28,30-52,35.8%,2.1%,0.5%,0.1%,42,0.358,0.001,lal,Lakers
11,Phoenix Suns,39.3,42.7,.480,-1.78,0.89,-0.74,14-13,25-30,53-29,25-57,13.5%,0.4%,0.2%,0,39,0.135,0,phx,Suns
12,Utah Jazz,27.6,54.4,.337,-0.02,1.02,-7.35,10-17,18-37,42-40,15-67,0,,,0,28,0,0,uta,Jazz
13,Memphis Grizzlies,26.2,55.8,.320,-0.33,0.58,-6.79,7-19,19-37,41-41,14-68,0,,,0,26,0,0,mem,Grizzlies
14,Portland Trail Blazers,25.6,56.4,.312,-0.41,0.99,-6.87,7-19,19-37,41-41,14-68,0,,,0,26,0,0,por,Blazers
15,San Antonio Spurs,20.4,61.6,.249,2.02,0.02,-9.59,4-22,16-40,36-46,10-72,0,,,0,20,0,0,sa,Spurs
