Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,65.8,16.2,.802,-0.40,-1.96,11.33,57-14,9-2,68-14,59-23,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,77.5%,60.6%
2,Milwaukee Bucks,51.6,30.4,.629,-0.45,1.36,2.94,45-25,7-5,57-25,46-36,100.0%,57.1%,NA,53.8,32.2,10.2,3.4,0.4,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,4.7%,1.5%
3,Cleveland Cavaliers,50.7,31.3,.618,-0.19,-2.26,3.52,43-27,8-4,55-27,45-37,99.9%,42.7%,NA,37.8,28.9,21.1,9.8,1.9,0.2,0.1,NA,99.6,0.4,NA,NA,NA,,NA,5.7%,2.1%
4,New York Knicks,49.4,32.6,.602,-0.11,-0.49,3.90,42-28,7-5,54-28,43-39,99.8%,,NA,5.4,25.3,35.3,25.5,7.5,0.6,0.3,NA,99.0,0.9,0.1,NA,NA,,NA,6.1%,2.3%
5,Orlando Magic,48.2,33.8,.587,-0.53,-0.52,1.55,42-29,6-5,53-29,43-39,99.0%,92.0%,NA,2.8,12.7,27.4,40,11.9,2.5,1.6,NA,94.9,3.7,1.5,NA,NA,,NA,1.8%,0.4%
6,Indiana Pacers,46.1,35.9,.562,-0.25,0.18,2.02,40-31,6-5,51-31,40-42,94.1%,0.2%,NA,0.1,0.9,4.4,13.6,48,17.7,9.4,NA,67.0,23.7,9.1,0.2,NA,,NA,2.1%,0.5%
7,Miami Heat,44.5,37.5,.542,-0.48,-1.04,-0.30,38-32,6-6,50-32,39-43,80.5%,8.0%,NA,NA,0.1,1.2,4.7,16,34,24.5,NA,22.0,36.3,41.3,0.4,NA,,NA,0.4%,0.1%
8,Philadelphia 76ers,44.7,37.3,.545,-0.45,-0.58,1.71,38-32,7-5,50-32,39-43,85.3%,,NA,NA,NA,0.4,2.9,14.3,44.2,23.5,NA,17.6,34.8,46.3,1.2,NA,,NA,1.8%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.2,42.8,.478,-0.20,-0.96,-1.98,34-37,5-6,44-38,34-48,21.1%,,NA,NA,NA,NA,NA,NA,0.8,20.3,NA,,0.2,1.6,92.6,5.7,,NA,,
10,Atlanta Hawks,36.2,45.8,.441,-0.40,0.99,-1.95,31-39,5-7,42-40,31-51,20.0%,,NA,NA,NA,NA,NA,NA,NA,20,NA,,NA,NA,5.7,92.2,2.2,NA,,
11,Brooklyn Nets,31.3,50.7,.382,0.13,-1.67,-2.60,26-45,5-6,37-45,26-56,0.4%,,NA,NA,NA,NA,NA,NA,NA,0.4,NA,,NA,NA,NA,2.2,97.8,NA,,
12,Toronto Raptors,27.0,55.0,.329,-0.12,0.22,-5.08,23-48,4-7,33-49,23-59,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Charlotte Hornets,19.1,62.9,.233,-0.41,3.42,-10.91,17-53,2-10,25-57,17-65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,16.1,65.9,.196,0.16,-0.55,-9.76,13-58,3-8,22-60,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.5,66.5,.189,0.28,-1.34,-8.51,12-58,3-9,22-60,12-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,57.4,24.6,.700,-0.37,1.52,7.52,49-20,8-5,62-20,51-31,100.0%,48.3%,48.3,28.5,21.7,1.4,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,35.4%,13.6%
2,Denver Nuggets,57.2,24.8,.698,0.13,-0.73,4.68,50-21,7-4,61-21,51-31,100.0%,29.6%,29.6,37.4,31.4,1.5,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,12.6%,3.5%
3,Minnesota Timberwolves,56.4,25.6,.688,0.06,-0.73,6.72,48-22,8-4,60-22,51-31,100.0%,22.1%,22.1,33,40.8,3.9,0.3,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,25.4%,8.9%
4,Los Angeles Clippers,51.9,30.1,.633,0.06,0.41,4.12,44-25,8-5,57-25,45-37,99.9%,97.0%,NA,1.1,5.4,59.7,30,3,0.4,0.2,NA,99.2,0.7,0.1,NA,NA,,NA,7.9%,1.9%
5,New Orleans Pelicans,50.5,31.5,.615,-0.11,0.82,5.12,43-27,7-5,55-27,43-39,99.4%,88.4%,NA,NA,0.7,31.6,52.7,10.8,2.5,1.1,NA,95.8,3.2,0.9,0.1,NA,,NA,12.0%,3.2%
6,Dallas Mavericks,47.6,34.4,.580,0.26,-0.58,1.86,41-29,7-5,53-29,42-40,83.1%,11.6%,NA,NA,NA,1,10.2,32.9,25.4,13.5,NA,44.1,30.1,20.8,4.2,0.7,0.1,NA,1.8%,0.2%
7,Sacramento Kings,47.1,34.9,.574,0.29,2.20,1.70,41-29,6-6,52-30,42-40,79.7%,2.1%,NA,NA,NA,0.5,4,33.3,26,15.9,NA,37.8,30.6,23.8,6.2,1.5,0.2,NA,1.7%,0.3%
8,Phoenix Suns,46.9,35.1,.572,-0.56,3.86,2.43,42-29,5-6,53-29,42-40,75.6%,0.9%,NA,NA,NA,0.4,2.6,18.5,33.7,20.4,NA,21.5,29.4,35,11.7,2.2,0.2,NA,2.2%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Los Angeles Lakers,44.2,37.8,.539,0.67,-0.44,0.65,38-32,6-6,50-32,38-44,28.8%,,NA,NA,NA,NA,NA,1.3,8,19.5,NA,1.3,4.4,13.4,38.6,31,11.3,NA,0.4%,
10,Golden State Warriors,43.3,38.7,.529,0.41,-1.01,2.00,36-33,7-6,49-33,38-44,26.3%,,NA,NA,NA,NA,NA,0.2,3.4,22.7,NA,0.2,1.4,5.2,33.9,46.4,12.9,NA,0.5%,0.1%
11,Houston Rockets,41.4,40.6,.505,0.08,0.30,1.68,35-35,6-6,47-35,36-46,7.2%,,NA,NA,NA,NA,NA,NA,0.5,6.7,NA,,0.2,0.9,5.4,18.2,75.3,NA,0.1%,
12,Utah Jazz,32.9,49.1,.401,0.49,1.86,-3.60,29-42,4-7,38-44,29-53,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Memphis Grizzlies,27.8,54.2,.339,0.56,-0.32,-6.09,24-47,4-7,34-48,24-58,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Portland Trail Blazers,22.2,59.8,.270,0.80,0.19,-7.27,19-52,3-8,28-54,19-63,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.2,63.8,.222,0.65,1.26,-6.91,15-56,3-8,24-58,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
