Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.0,19.0,.769,0.28,-0.70,10.78,26-6,37-13,73-9,52-30,100.0%,89.8%,51.9%,36.5%,63,1,0.365,bos,Celtics
2,Philadelphia 76ers,58.0,24.0,.707,-0.51,-0.68,9.56,22-10,36-14,68-14,46-36,100.0%,10.2%,35.5%,22.6%,58,1,0.226,phi,76ers
3,Milwaukee Bucks,53.0,29.0,.647,-1.06,0.36,4.52,24-9,29-20,64-18,40-42,99.9%,93.1%,6.0%,2.2%,53,0.9990000000000001,0.022000000000000002,mil,Bucks
4,Orlando Magic,47.5,34.5,.580,0.07,-0.74,2.25,19-13,29-21,59-23,35-47,95.8%,75.8%,2.3%,0.7%,48,0.958,0.006999999999999999,orl,Magic
5,New York Knicks,45.2,36.8,.551,0.48,0.08,2.05,18-15,27-22,58-24,30-52,87.7%,,1.7%,0.5%,45,0.877,0.005,ny,Knicks
6,Indiana Pacers,44.5,37.5,.543,-0.45,0.29,1.55,18-14,27-23,57-25,33-49,84.1%,4.1%,1.2%,0.2%,44,0.841,0.002,ind,Pacers
7,Cleveland Cavaliers,44.7,37.3,.545,1.06,-0.93,0.97,18-15,27-22,56-26,33-49,82.6%,2.9%,0.8%,0.3%,45,0.826,0.003,cle,Cavaliers
8,Miami Heat,43.7,38.3,.533,-0.88,0.09,0.12,19-14,25-24,57-25,32-50,75.9%,23.4%,0.5%,0.1%,44,0.759,0.001,mia,Heat
9,Atlanta Hawks,37.4,44.6,.456,-0.20,0.18,-0.70,13-19,24-26,51-31,25-57,16.8%,0.9%,0.1%,0,37,0.168,0,atl,Hawks
10,Brooklyn Nets,38.3,43.7,.466,-0.17,0.21,-0.93,15-18,23-26,51-31,24-58,25.8%,,0.1%,0,38,0.258,0,bkn,Nets
11,Chicago Bulls,38.0,44.0,.464,0.61,-0.83,-1.54,15-19,23-25,50-32,27-55,20.4%,,,0,38,0.204,0,chi,Bulls
12,Toronto Raptors,36.1,45.9,.440,0.06,0.00,-1.15,13-20,23-26,49-33,24-58,11.1%,,,0,36,0.111,0,tor,Raptors
13,Charlotte Hornets,20.4,61.6,.248,0.57,0.37,-10.53,7-24,13-38,33-49,11-71,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,20.2,61.8,.246,0.07,0.47,-9.40,6-26,14-36,31-51,9-73,0,,,0,20,0,0,wsh,Wizards
15,Detroit Pistons,16.2,65.8,.198,0.97,-0.07,-10.33,3-30,13-36,28-54,7-75,0,,,0,16,0,0,det,Pistons
1,Oklahoma City Thunder,58.1,23.9,.708,0.51,-0.89,9.06,22-9,36-15,69-13,45-37,100.0%,59.0%,45.9%,21.9%,58,1,0.21899999999999997,okc,Thunder
2,Minnesota Timberwolves,56.6,25.4,.690,0.44,-0.77,5.94,24-8,33-17,70-12,42-40,100.0%,32.8%,19.1%,6.0%,57,1,0.06,min,T-Wolves
3,Denver Nuggets,53.9,28.1,.657,0.07,-0.42,5.44,24-11,30-17,65-17,41-41,99.9%,8.1%,15.5%,4.6%,54,0.9990000000000001,0.046,den,Nuggets
4,LA Clippers,49.1,32.9,.599,-0.78,0.28,4.03,20-12,29-21,62-20,36-46,96.5%,70.6%,8.3%,2.1%,49,0.965,0.021,lac,Clippers
5,Sacramento Kings,46.1,35.9,.562,0.66,0.05,1.43,19-12,27-24,59-23,34-48,80.7%,20.4%,1.8%,0.3%,46,0.807,0.003,sac,Kings
6,Houston Rockets,45.6,36.4,.556,0.00,-0.39,3.22,16-15,30-21,57-25,33-49,79.8%,47.9%,4.0%,1.0%,46,0.7979999999999999,0.01,hou,Rockets
7,New Orleans Pelicans,45.6,36.4,.556,-0.71,0.26,2.29,19-14,27-22,57-25,33-49,79.6%,40.9%,2.8%,0.6%,46,0.7959999999999999,0.006,no,Pelicans
8,Golden State Warriors,43.2,38.8,.527,1.35,-0.98,1.82,15-17,28-22,55-27,30-52,57.2%,5.8%,1.5%,0.3%,43,0.5720000000000001,0.003,gs,Warriors
9,Dallas Mavericks,42.3,39.7,.515,-0.71,0.47,-0.45,19-15,23-25,55-27,29-53,44.6%,11.2%,0.4%,0,42,0.446,0,dal,Mavericks
10,Phoenix Suns,41.0,41.0,.500,-1.77,1.03,-0.10,18-15,23-26,53-29,30-52,30.5%,1.5%,0.4%,0,41,0.305,0,phx,Suns
11,Los Angeles Lakers,40.9,41.1,.499,0.39,0.23,-0.11,17-17,24-24,54-28,29-53,31.1%,1.6%,0.3%,0,41,0.311,0,lal,Lakers
12,Utah Jazz,32.3,49.7,.394,-0.72,1.38,-4.86,15-19,17-31,47-35,21-61,0.2%,,,0,32,0.002,0,uta,Jazz
13,Memphis Grizzlies,27.3,54.7,.333,0.26,0.14,-6.83,10-22,17-33,41-41,15-67,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.1,57.9,.294,-0.99,1.48,-7.24,9-23,15-35,37-45,13-69,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,17.8,64.2,.217,1.23,0.30,-10.77,5-27,13-37,29-53,7-75,0,,,0,18,0,0,sa,Spurs
