Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.7,16.3,.802,-0.40,-1.97,11.34,57-14,9-2,68-14,61-21,100.0%,100.0%,78.0%,63.0%,66,1,0.63,bos,Celtics
2,Milwaukee Bucks,52.3,29.7,.638,-0.36,0.75,3.33,46-25,6-5,57-25,47-35,100.0%,80.9%,5.6%,2.1%,52,1,0.021,mil,Bucks
3,Cleveland Cavaliers,50.0,32.0,.609,-0.16,-2.43,2.98,43-28,7-4,54-28,44-38,99.9%,19.0%,4.0%,1.4%,50,0.9990000000000001,0.013999999999999999,cle,Cavaliers
4,New York Knicks,49.3,32.7,.602,-0.11,-0.45,3.91,42-28,7-5,54-28,44-38,99.8%,,6.1%,2.4%,49,0.998,0.024,ny,Knicks
5,Orlando Magic,48.1,33.9,.587,-0.54,-0.46,1.55,42-29,6-5,53-29,43-39,98.4%,87.1%,1.8%,0.4%,48,0.9840000000000001,0.004,orl,Magic
6,Indiana Pacers,45.5,36.5,.555,-0.22,0.07,1.95,40-32,6-4,50-32,40-42,89.7%,0.1%,1.9%,0.5%,46,0.897,0.005,ind,Pacers
7,Miami Heat,45.2,36.8,.551,-0.46,-1.46,0.25,39-32,6-5,50-32,39-43,84.2%,12.9%,0.6%,0.1%,45,0.8420000000000001,0.001,mia,Heat
8,Philadelphia 76ers,45.4,36.6,.554,-0.39,-1.08,1.94,39-32,6-5,50-32,40-42,87.2%,,1.9%,0.5%,45,0.872,0.005,phi,76ers
9,Chicago Bulls,39.2,42.8,.478,-0.20,-0.97,-1.97,34-37,5-6,45-37,34-48,20.1%,,,0,39,0.201,0,chi,Bulls
10,Atlanta Hawks,36.1,45.9,.441,-0.41,1.06,-1.96,31-39,5-7,42-40,31-51,20.3%,,0.1%,0,36,0.203,0,atl,Hawks
11,Brooklyn Nets,31.3,50.7,.382,0.13,-1.67,-2.60,26-45,5-6,37-45,26-56,0.5%,,,0,31,0.005,0,bkn,Nets
12,Toronto Raptors,26.9,55.1,.328,-0.14,0.37,-5.10,23-48,4-7,32-50,23-59,0,,,0,27,0,0,tor,Raptors
13,Charlotte Hornets,19.2,62.8,.234,-0.36,3.22,-10.86,17-53,2-10,25-57,17-65,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,16.1,65.9,.196,0.14,-0.47,-9.77,13-58,3-8,22-60,13-69,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,15.3,66.7,.186,0.35,-1.92,-8.50,12-59,3-8,21-61,12-70,0,,,0,15,0,0,det,Pistons
1,Denver Nuggets,57.2,24.8,.698,0.11,-0.82,4.66,50-21,7-4,61-21,51-31,100.0%,35.7%,13.0%,3.6%,57,1,0.036000000000000004,den,Nuggets
2,Oklahoma City Thunder,56.7,25.3,.692,-0.34,1.44,7.08,49-21,8-4,61-21,51-31,100.0%,32.7%,31.2%,10.7%,57,1,0.107,okc,Thunder
3,Minnesota Timberwolves,56.7,25.3,.692,0.05,-0.98,6.67,49-22,8-3,60-22,51-31,100.0%,31.7%,28.1%,9.1%,57,1,0.091,min,T-Wolves
4,LA Clippers,51.3,30.7,.625,0.07,0.26,3.87,44-26,7-5,56-26,44-38,99.6%,94.5%,7.4%,1.7%,51,0.996,0.017,lac,Clippers
5,New Orleans Pelicans,50.6,31.4,.618,-0.26,1.66,5.08,44-27,7-4,55-27,45-37,99.5%,89.5%,13.4%,3.4%,51,0.995,0.034,no,Pelicans
6,Dallas Mavericks,47.6,34.4,.580,0.22,-0.59,1.82,41-29,7-5,53-29,41-41,83.2%,10.5%,1.9%,0.3%,48,0.8320000000000001,0.003,dal,Mavericks
7,Phoenix Suns,47.0,35.0,.573,-0.56,3.70,2.43,42-29,5-6,53-29,42-40,74.7%,2.0%,2.3%,0.4%,47,0.747,0.004,phx,Suns
8,Sacramento Kings,47.1,34.9,.574,0.26,2.15,1.67,41-29,6-6,53-29,42-40,79.2%,3.3%,1.5%,0.2%,47,0.792,0.002,sac,Kings
9,Los Angeles Lakers,44.7,37.3,.545,0.65,-0.70,0.71,39-32,6-5,50-32,39-43,32.8%,0.2%,0.6%,0.1%,45,0.32799999999999996,0.001,lal,Lakers
10,Golden State Warriors,43.0,39.0,.524,0.45,-1.62,1.97,36-34,7-5,48-34,37-45,24.7%,,0.6%,0.1%,43,0.247,0.001,gs,Warriors
11,Houston Rockets,41.4,40.6,.505,0.05,0.26,1.65,35-35,6-6,47-35,35-47,6.3%,,0.1%,0,41,0.063,0,hou,Rockets
12,Utah Jazz,32.9,49.1,.401,0.47,1.74,-3.61,29-42,4-7,39-43,29-53,0,,,0,33,0,0,uta,Jazz
13,Memphis Grizzlies,27.9,54.1,.340,0.53,-0.31,-6.12,24-47,4-7,33-49,24-58,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.1,59.9,.270,0.76,0.23,-7.32,19-52,3-8,29-53,19-63,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,18.2,63.8,.221,0.63,1.23,-6.94,15-56,3-8,24-58,15-67,0,,,0,18,0,0,sa,Spurs
