Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,57.1,24.9,.697,-0.38,0.04,6.08,33-12,24-13,65-17,47-35,100.0%,93.7%,86.5,10.5,2.2,0.7,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,37.5%,24.2%
2,Cleveland Cavaliers,51.3,30.7,.625,0.05,-0.50,4.67,28-17,23-14,62-20,40-42,99.8%,78.7%,7.8,40.9,26.3,14,7.3,2.9,0.5,0.2,NA,99.1,0.7,0.1,0.1,NA,,NA,22.4%,12.7%
3,Brooklyn Nets,50.6,31.4,.617,0.08,-0.10,3.37,27-15,24-16,62-20,40-42,99.7%,4.7%,4,26.9,31.2,20.9,10.8,4.5,1.1,0.4,NA,98.2,1.3,0.4,0.1,NA,,NA,13.5%,6.6%
4,Philadelphia 76ers,48.6,33.4,.593,-0.57,0.70,3.03,27-16,22-17,60-22,37-45,98.4%,1.6%,1.1,11.2,21,27,22.1,11.1,3.3,1.6,NA,93.5,4,1.6,0.6,0.2,,NA,10.8%,5.0%
5,Milwaukee Bucks,47.7,34.3,.582,-0.12,0.25,1.04,28-16,20-18,59-23,37-45,96.9%,21.0%,0.6,9.3,14,23.2,27.6,14.9,4.8,2.5,NA,89.6,6.2,2.6,1,0.5,0.1,NA,4.1%,1.4%
6,New York Knicks,45.2,36.8,.552,-0.43,0.67,2.50,25-20,20-17,56-26,35-47,89.3%,0.1%,0.1,1.1,4,9.8,19.1,30.8,15.6,8.8,NA,64.9,18.2,9.1,4.4,2.2,1.2,NA,6.8%,3.0%
7,Miami Heat,42.0,40.0,.512,-0.19,0.42,-0.08,24-21,18-19,53-29,30-52,60.6%,66.8%,NA,0.1,0.8,2.7,6.5,15.2,19.3,15.9,NA,25.3,22.4,16.3,13,10.8,12.2,NA,1.5%,0.5%
8,Chicago Bulls,40.2,41.8,.490,0.90,-0.87,0.27,20-24,20-18,52-30,28-54,39.0%,0.1%,NA,NA,0.2,0.6,1.7,5.1,14.1,17.4,NA,7.6,11.2,17.8,18.6,18.6,26.2,NA,1.1%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Indiana Pacers,40.7,41.3,.496,0.18,0.04,-0.64,23-22,18-19,52-30,30-52,41.5%,0.2%,NA,NA,0.2,0.5,1.9,5.9,15.5,17.6,NA,8.4,14.2,20.3,20.6,16.6,19.9,NA,0.8%,0.2%
10,Atlanta Hawks,39.9,42.1,.486,-0.24,0.29,-1.02,22-22,18-20,51-31,29-53,34.0%,27.4%,NA,NA,0.2,0.4,2.1,5.2,12,14,NA,7.9,11.2,14.5,17,18.3,31.0,NA,0.5%,0.1%
