Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,59.1,22.9,.721,-0.10,2.53,4.11,58-22,1-1,60-22,58-24,100.0%,100.0%,16.7%,10.1%,59,1,0.10099999999999999,mil
2,Boston Celtics,56.4,25.6,.688,-0.16,0.95,6.22,55-25,1-1,57-25,55-27,100.0%,100.0%,33.7%,24.8%,56,1,0.248,bos
3,Philadelphia 76ers,53.1,28.9,.647,0.07,0.77,4.07,52-28,1-1,54-28,52-30,100.0%,,14.1%,8.8%,53,1,0.08800000000000001,phi
4,Cleveland Cavaliers,51.8,30.2,.632,-0.07,-6.09,5.51,51-30,1-0,52-30,51-31,100.0%,,22.4%,15.6%,52,1,0.156,cle
5,New York Knicks,48.2,33.8,.588,0.08,-0.65,3.24,47-33,1-1,49-33,47-35,100.0%,,7.1%,3.6%,48,1,0.036000000000000004,ny
6,Brooklyn Nets,45.1,36.9,.550,0.16,0.99,1.18,44-36,1-1,46-36,44-38,93.0%,,2.3%,0.9%,45,0.93,0.009000000000000001,bkn
7,Miami Heat,44.1,37.9,.538,0.25,-1.54,-0.16,43-37,1-1,45-37,43-39,80.4%,100.0%,0.8%,0.3%,44,0.804,0.003,mia
8,Atlanta Hawks,41.7,40.3,.509,-0.09,5.14,0.35,41-39,1-1,43-39,41-41,70.5%,,1.1%,0.4%,42,0.705,0.004,atl
9,Toronto Raptors,40.8,41.2,.497,0.01,5.17,1.56,40-40,1-1,42-40,40-42,30.4%,,1.1%,0.4%,41,0.304,0.004,tor
10,Chicago Bulls,39.3,42.7,.479,0.19,-3.73,1.20,38-42,1-1,40-42,38-44,25.7%,,0.8%,0.3%,39,0.257,0.003,chi
11,Washington Wizards,35.3,46.7,.430,0.27,-4.00,-0.98,34-46,1-1,36-46,34-48,0,,,0,35,0,0,wsh
12,Indiana Pacers,35.0,47.0,.427,0.36,-2.23,-2.88,34-46,1-1,36-46,34-48,0,,,0,35,0,0,ind
13,Orlando Magic,34.8,47.2,.424,0.16,0.51,-2.09,34-46,1-1,36-46,34-48,0,,,0,35,0,0,orl
14,Charlotte Hornets,26.8,55.2,.327,0.41,-1.16,-6.09,26-54,1-1,28-54,26-56,0,,,0,27,0,0,cha
15,Detroit Pistons,16.5,65.5,.201,0.54,-0.84,-7.70,16-64,1-1,18-64,16-66,0,,,0,16,0,0,det
1,Denver Nuggets,53.1,28.9,.648,-0.32,0.85,2.96,52-28,1-1,54-28,52-30,100.0%,100.0%,21.8%,8.3%,53,1,0.083,den
2,Memphis Grizzlies,51.0,31.0,.622,-0.43,2.42,3.51,50-30,1-1,52-30,50-32,100.0%,100.0%,25.0%,10.0%,51,1,0.1,mem
3,Sacramento Kings,49.0,33.0,.598,-0.44,1.86,2.72,48-32,1-1,50-32,48-34,100.0%,100.0%,16.6%,6.0%,49,1,0.06,sac
4,Phoenix Suns,46.1,35.9,.562,-0.03,0.11,2.33,45-35,1-1,47-35,45-37,100.0%,,15.7%,5.1%,46,1,0.051,phx
5,LA Clippers,43.0,39.0,.525,-0.20,-0.48,0.11,42-38,1-1,44-38,42-40,92.7%,,3.9%,0.9%,43,0.927,0.009000000000000001,lac
6,Golden State Warriors,43.0,39.0,.524,-0.12,-0.29,0.75,42-38,1-1,44-38,42-40,90.2%,,5.0%,1.4%,43,0.902,0.013999999999999999,gs
7,New Orleans Pelicans,42.0,40.0,.512,-0.32,1.40,1.58,41-39,1-1,43-39,41-41,74.5%,,6.1%,1.8%,42,0.745,0.018000000000000002,no
8,Los Angeles Lakers,42.1,39.9,.513,-0.16,0.66,0.11,41-39,1-1,43-39,41-41,69.8%,,2.8%,0.6%,42,0.698,0.006,lal
9,Minnesota Timberwolves,41.2,40.8,.503,-0.09,-4.25,-0.44,40-40,1-1,42-40,40-42,46.3%,,1.5%,0.3%,41,0.46299999999999997,0.003,min
10,Oklahoma City Thunder,39.5,42.5,.481,-0.18,3.51,0.73,39-42,0-1,40-42,39-43,21.0%,,1.4%,0.2%,40,0.21,0.002,okc
11,Dallas Mavericks,39.3,42.7,.480,-0.14,-4.44,0.24,38-42,1-1,40-42,38-44,5.4%,,0.4%,0.1%,39,0.054000000000000006,0.001,dal
12,Utah Jazz,36.9,45.1,.449,-0.14,1.54,-1.02,36-44,1-1,38-44,36-46,0,,,0,37,0,0,uta
13,Portland Trail Blazers,33.8,48.2,.412,-0.02,0.43,-3.29,33-47,1-1,35-47,33-49,0,,,0,34,0,0,por
14,San Antonio Spurs,21.5,60.5,.262,0.23,-0.10,-10.07,21-59,0-2,23-59,21-61,0,,,0,22,0,0,sa
15,Houston Rockets,20.6,61.4,.252,0.31,-3.54,-7.84,20-60,1-1,22-60,20-62,0,,,0,21,0,0,hou
