Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,58.1,23.9,.708,-0.02,-0.25,4.13,50-19,8-5,63-19,52-30,100.0%,99.9%,79.1,19.2,1.7,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,18.3%,11.1%
2,Boston Celtics,55.7,26.3,.680,-0.11,-0.22,5.22,48-22,8-4,60-22,50-32,100.0%,80.0%,16.5,63.8,18.4,1.3,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,25.9%,17.0%
3,Philadelphia 76ers,54.2,27.8,.661,-0.12,0.71,4.25,46-22,8-6,60-22,48-34,100.0%,20.0%,4.5,16.8,74,4.4,0.3,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,17.5%,10.9%
4,Cleveland Cavaliers,50.9,31.1,.620,0.04,-1.70,5.34,44-28,7-3,54-28,46-36,100.0%,0.1%,NA,0.1,5.8,81.9,10.8,1.4,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,25.0%,16.6%
5,New York Knicks,47.7,34.3,.581,0.15,-0.63,2.99,41-30,7-4,52-30,42-40,99.4%,,NA,NA,0.2,9.7,66.5,20.6,1.8,0.6,NA,97.1,2.9,NA,NA,NA,,NA,7.6%,3.9%
6,Brooklyn Nets,46.2,35.8,.564,0.20,-0.06,0.90,39-30,7-6,52-30,40-42,96.2%,,NA,NA,NA,2.5,19.8,60.7,9,4.2,NA,83.0,16.5,0.5,0.1,NA,,NA,2.6%,1.1%
7,Miami Heat,43.4,38.6,.529,0.25,-0.34,-0.23,38-33,5-6,49-33,38-44,77.2%,91.0%,NA,NA,NA,NA,2.5,16.4,38.3,20,NA,18.9,69.6,7.9,2.7,0.7,0.2,NA,1.1%,0.3%
8,Atlanta Hawks,40.5,41.5,.494,0.03,0.16,-0.23,34-35,7-6,46-36,34-48,49.2%,7.4%,NA,NA,NA,NA,0.1,0.8,26.5,21.8,NA,0.9,6.6,47.3,22.7,14.1,8.4,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Toronto Raptors,39.7,42.3,.484,0.11,0.30,0.53,33-36,7-6,46-36,33-49,35.3%,,NA,NA,NA,NA,NA,0.1,13.2,22,NA,0.1,2.6,23.5,35,22.7,16.1,NA,0.6%,0.2%
10,Chicago Bulls,38.3,43.7,.467,0.11,0.07,0.77,31-37,7-7,44-38,31-51,20.5%,,NA,NA,NA,NA,NA,0.1,5.8,14.7,NA,0.1,0.6,10.9,16.8,25.6,46.2,NA,0.4%,0.2%
11,Washington Wizards,38.6,43.4,.471,0.11,0.02,-0.09,32-37,7-6,45-37,32-50,18.3%,1.6%,NA,NA,NA,NA,NA,NA,4.8,13.5,NA,,1.3,8.4,18.4,26.9,45.0,NA,0.3%,0.1%
12,Indiana Pacers,36.1,45.9,.440,0.03,1.47,-2.35,31-38,5-8,42-40,31-51,3.9%,,NA,NA,NA,NA,NA,NA,0.6,3.3,NA,,NA,1.5,4.4,9.8,84.3,NA,,
13,Detroit Pistons,19.7,62.3,.240,0.53,-0.20,-6.83,16-54,4-8,27-55,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Orlando Magic,33.0,49.0,.403,0.03,1.00,-2.93,28-41,5-8,40-42,28-54,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.2,99.8,NA,,
15,Charlotte Hornets,25.8,56.2,.315,0.29,0.41,-5.56,22-49,4-7,32-50,22-60,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,53.4,28.6,.652,-0.38,0.32,3.26,46-23,7-6,59-23,47-35,100.0%,100.0%,92,6.8,1.3,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,25.1%,11.0%
2,Memphis Grizzlies,50.0,32.0,.610,-0.08,-1.58,3.64,41-27,9-5,55-27,44-38,100.0%,100.0%,4.9,56.4,38.1,0.6,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,25.5%,11.6%
3,Sacramento Kings,48.8,33.2,.595,-0.38,-0.08,2.31,41-27,8-6,55-27,42-40,100.0%,94.6%,3.2,36.4,55.1,4.7,0.5,0.1,NA,NA,NA,100.0,0.1,NA,NA,NA,,NA,16.2%,6.1%
4,Phoenix Suns,44.1,37.9,.538,-0.03,0.18,1.80,37-32,7-6,49-33,38-44,96.4%,4.8%,NA,0.4,4.7,57.1,18.3,9.3,4,2.5,NA,89.8,4.9,2.7,1.5,0.7,0.5,NA,11.6%,3.9%
5,Los Angeles Clippers,42.9,39.1,.523,-0.30,0.63,-0.17,37-33,6-6,49-33,37-45,80.0%,0.4%,NA,NA,0.5,16,25.5,17.6,11.4,9.1,NA,59.5,13.7,10.4,7.3,5.1,4.1,NA,3.3%,0.8%
