Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.5,24.5,.701,-0.05,-0.12,3.98,49-19,8-6,63-19,51-31,100.0%,99.4%,18.0%,10.4%,58,1,0.10400000000000001,mil
2,Boston Celtics,55.4,26.6,.675,-0.10,-0.32,5.28,47-22,8-5,60-22,49-33,100.0%,82.6%,27.8%,18.8%,55,1,0.188,bos
3,Philadelphia 76ers,53.5,28.5,.653,-0.20,1.04,4.10,45-22,9-6,60-22,46-36,100.0%,17.5%,15.9%,9.4%,54,1,0.094,phi
4,Cleveland Cavaliers,51.2,30.8,.624,0.04,-1.49,5.40,43-27,8-4,55-27,46-36,100.0%,0.7%,25.8%,17.1%,51,1,0.171,cle
5,New York Knicks,47.2,34.8,.576,0.17,-0.71,2.83,40-30,7-5,52-30,41-41,99.4%,,6.6%,3.3%,47,0.9940000000000001,0.033,ny
6,Brooklyn Nets,46.7,35.3,.570,0.15,0.08,1.06,39-29,8-6,53-29,41-41,98.1%,,2.7%,1.2%,47,0.981,0.012,bkn
7,Miami Heat,42.7,39.3,.521,0.20,0.02,-0.56,37-33,6-6,49-33,37-45,72.3%,84.7%,1.0%,0.3%,43,0.723,0.003,mia
8,Atlanta Hawks,40.5,41.5,.494,0.02,0.18,-0.24,34-35,7-6,46-36,35-47,50.9%,13.2%,0.6%,0.2%,40,0.509,0.002,atl
9,Chicago Bulls,38.8,43.2,.473,0.08,0.19,0.79,31-36,8-7,45-37,33-49,29.5%,,0.8%,0.3%,39,0.295,0.003,chi
10,Toronto Raptors,39.1,42.9,.476,0.08,0.47,0.29,32-36,7-7,46-36,33-49,29.3%,,0.5%,0.2%,39,0.293,0.002,tor
11,Washington Wizards,38.3,43.7,.467,0.22,-0.49,-0.28,31-37,7-7,44-38,32-50,16.5%,2.0%,0.3%,0.1%,38,0.165,0.001,wsh
12,Indiana Pacers,36.1,45.9,.440,0.04,1.41,-2.34,31-38,5-8,42-40,31-51,3.9%,,,0,36,0.039,0,ind
13,Orlando Magic,33.8,48.2,.412,0.14,0.22,-2.59,28-40,6-8,41-41,28-54,0.1%,,,0,34,0.001,0,orl
14,Detroit Pistons,20.0,62.0,.244,0.53,-0.25,-6.64,16-53,4-9,26-56,16-66,0,,,0,20,0,0,det
15,Charlotte Hornets,26.1,55.9,.319,0.22,0.78,-5.48,22-48,4-8,32-50,22-60,0,,,0,26,0,0,cha
1,Denver Nuggets,54.0,28.0,.659,-0.39,0.33,3.52,46-22,8-6,60-22,47-35,100.0%,100.0%,26.4%,12.0%,54,1,0.12,den
2,Memphis Grizzlies,50.7,31.3,.619,-0.08,-1.54,3.98,41-26,10-5,56-26,43-39,100.0%,100.0%,27.8%,12.6%,51,1,0.126,mem
3,Sacramento Kings,48.3,33.7,.589,-0.40,0.03,2.28,40-27,8-7,55-27,40-42,100.0%,86.7%,13.8%,4.8%,48,1,0.048,sac
4,Phoenix Suns,44.7,37.3,.545,-0.08,0.42,1.95,37-31,8-6,51-31,37-45,97.3%,11.8%,11.7%,4.1%,45,0.973,0.040999999999999995,phx
5,Golden State Warriors,42.6,39.4,.520,-0.06,-0.26,0.60,36-33,7-6,49-33,37-45,79.8%,1.1%,4.3%,1.3%,43,0.7979999999999999,0.013000000000000001,gs
6,LA Clippers,42.3,39.7,.516,-0.33,0.75,-0.31,36-33,6-7,48-34,36-46,68.0%,0.4%,2.4%,0.5%,42,0.68,0.005,lac
7,New Orleans Pelicans,40.8,41.2,.498,0.08,-1.49,0.74,33-35,8-6,47-35,35-47,48.9%,,3.0%,0.8%,41,0.489,0.008,no
8,Minnesota Timberwolves,41.2,40.8,.502,-0.21,0.28,-0.22,35-34,6-7,48-34,35-47,57.1%,,2.2%,0.4%,41,0.5710000000000001,0.004,min
9,Dallas Mavericks,41.2,40.8,.502,0.08,-1.75,0.51,34-35,7-6,47-35,35-47,54.6%,,3.1%,0.8%,41,0.546,0.008,dal
10,Oklahoma City Thunder,40.7,41.3,.496,-0.03,-0.54,1.50,33-35,8-6,47-35,34-48,45.3%,,3.7%,1.2%,41,0.45299999999999996,0.012,okc
11,Los Angeles Lakers,40.1,41.9,.489,0.07,-0.80,-0.56,33-35,7-7,46-36,34-48,28.0%,,1.0%,0.3%,40,0.28,0.003,lal
12,Utah Jazz,39.2,42.8,.478,-0.29,1.13,-0.30,33-36,6-7,45-37,33-49,17.6%,,0.7%,0.2%,39,0.17600000000000002,0.002,uta
13,Portland Trail Blazers,37.3,44.7,.455,-0.18,0.66,-1.46,31-37,6-8,44-38,31-51,3.5%,,0.1%,0,37,0.035,0,por
14,Houston Rockets,19.8,62.2,.242,0.17,0.67,-7.88,16-52,4-10,27-55,16-66,0,,,0,20,0,0,hou
15,San Antonio Spurs,20.2,61.8,.246,0.09,0.98,-9.92,17-50,3-12,27-55,17-65,0,,,0,20,0,0,sa
