Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,59.8,20.2,.747,3.36,-0.59,17.06,8-2,52-18,74-6,44-36,100.0%,84.3%,84.1,15,0.7,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,62.4%,49.7%
2,Philadelphia 76ers,54.2,25.8,.677,-0.02,0.03,11.21,8-1,46-25,67-13,40-40,100.0%,15.6%,15.5,71.1,9.5,2.5,0.9,0.3,0.1,0.1,NA,99.8,0.1,NA,NA,NA,,NA,21.6%,13.1%
3,New York Knicks,45.6,34.4,.570,1.40,0.23,5.50,5-5,41-29,60-20,30-50,92.1%,0.2%,0.2,5.3,26.9,20.4,14.7,10.9,8.1,5.7,NA,78.3,8.5,5.5,3.7,2.2,1.8,NA,5.7%,2.4%
4,Atlanta Hawks,43.9,36.1,.548,0.11,0.31,3.44,5-4,39-32,59-21,29-51,83.1%,52.1%,0.1,3,18.4,17.6,13.8,11.7,10.3,8.4,NA,64.4,10.1,9,6.8,4.9,4.8,NA,2.7%,1.0%
5,Indiana Pacers,42.7,37.3,.534,-0.84,0.43,2.06,6-4,37-33,59-21,28-52,76.2%,61.0%,0.1,1.7,12.4,14.3,14.6,12.7,11.1,9.4,NA,55.8,11.6,9.7,8.4,7,7.7,NA,1.6%,0.5%
6,Orlando Magic,42.6,37.4,.533,-1.67,0.34,2.33,5-4,38-33,59-21,27-53,74.2%,33.4%,NA,1.7,11.1,12.5,12.8,13.5,12.1,10.5,NA,51.6,12.6,11,9.2,7.6,8.1,NA,2.0%,0.8%
7,Brooklyn Nets,41.5,38.5,.519,1.86,0.43,1.76,5-5,37-33,59-21,24-56,65.2%,,NA,0.7,6.1,8.8,11.6,13.1,12.5,12.4,NA,40.3,12.5,12.5,11.9,10.3,12.5,NA,1.6%,0.6%
8,Toronto Raptors,41.6,38.4,.520,2.78,0.32,1.78,5-5,37-33,57-23,26-54,66.7%,,NA,0.7,6,9.4,11.8,12.1,13.9,12.7,NA,40.0,13.5,13.4,11.7,9.5,11.9,NA,1.4%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Milwaukee Bucks,40.0,40.0,.500,1.67,0.27,-0.73,6-4,34-36,55-25,25-55,50.6%,25.0%,NA,0.4,3.9,6.2,7.8,9.3,10.7,12.3,NA,27.6,10.8,12.4,13.6,13.8,21.8,NA,0.4%,0.1%
