Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,54.7,27.3,.667,-0.30,0.02,5.52,28-12,27-15,65-17,43-39,100.0%,69.6%,56.7,25.2,12.5,3.9,1.2,0.3,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,30.1%,19.2%
2,Brooklyn Nets,52.4,29.6,.639,-0.01,0.01,3.96,27-13,25-17,63-19,40-42,99.8%,26.8%,22.3,28.9,27.8,13.2,5.1,1.9,0.5,0.1,NA,99.2,0.6,0.2,0.1,NA,,NA,18.1%,10.1%
3,Cleveland Cavaliers,51.7,30.3,.630,-0.01,-0.35,4.91,26-15,26-15,62-20,41-41,99.9%,81.5%,17,31.5,27.6,14.3,6.3,2.5,0.6,0.1,NA,99.2,0.6,0.1,NA,NA,,NA,24.0%,14.7%
4,Philadelphia 76ers,48.2,33.8,.587,-0.41,0.49,3.21,24-15,24-19,60-22,34-48,97.1%,3.2%,2.3,6.8,15,28.4,23.2,13.1,5.4,2.9,NA,88.8,6.3,3.1,1.1,0.5,0.2,NA,11.0%,5.5%
5,Milwaukee Bucks,47.3,34.7,.577,-0.10,0.25,1.11,25-14,22-21,59-23,37-45,94.6%,16.7%,1.4,6.2,11.2,22.1,25.8,16.1,7.7,4.4,NA,82.6,9.2,4.8,2.1,0.9,0.4,NA,4.3%,1.6%
6,New York Knicks,45.3,36.7,.553,-0.30,0.47,2.58,22-18,23-19,57-25,32-50,88.2%,0.4%,0.2,1.1,4,11.3,19.9,26.1,15.9,9.8,NA,62.5,17.7,10.2,5.4,2.7,1.5,NA,7.4%,3.5%
7,Indiana Pacers,43.2,38.8,.527,0.02,0.25,0.07,23-18,20-21,56-26,31-51,67.9%,1.5%,0.1,0.3,1.3,3.9,9.1,16.9,20.3,16,NA,31.6,22.6,18.7,13.8,7.8,5.5,NA,1.6%,0.6%
8,Chicago Bulls,41.2,40.8,.503,0.90,-0.64,0.47,19-21,22-20,54-28,28-54,49.2%,0.3%,NA,0.1,0.3,1.3,4,8.2,16.8,18.5,NA,13.9,14.2,20.1,19.3,16.3,16.2,NA,1.5%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Miami Heat,40.5,41.5,.494,-0.28,0.55,-0.52,21-20,19-22,51-31,29-53,40.6%,57.3%,NA,NA,0.2,1,3.2,7.6,13.3,15.3,NA,12.1,13,17,17.8,14.7,25.6,NA,0.7%,0.2%
10,Toronto Raptors,39.0,43.0,.476,0.68,-0.44,0.68,17-23,22-20,50-32,28-54,26.0%,,NA,NA,0.1,0.2,0.8,2.7,8.5,13.8,NA,3.7,6.2,10.3,16,21.5,42.3,NA,0.9%,0.4%
11,Washington Wizards,38.4,43.6,.468,0.62,-0.42,-0.38,17-23,21-21,51-31,26-56,19.7%,22.1%,NA,NA,NA,0.2,0.8,2.5,5.9,10.3,NA,3.6,5.1,7.8,12.3,18.1,53.1,NA,0.3%,0.1%
12,Atlanta Hawks,38.1,43.9,.464,-0.29,0.39,-1.44,19-21,19-23,51-31,27-55,16.7%,20.1%,NA,NA,NA,0.1,0.7,2.2,5.1,8.6,NA,3.0,4.3,7.7,11.6,16.5,56.9,NA,0.2%,0.1%
13,Orlando Magic,31.5,50.5,.384,-0.10,0.48,-3.55,15-25,16-26,42-40,20-62,0.3%,0.5%,NA,NA,NA,NA,NA,NA,0.1,0.2,NA,,NA,0.1,0.4,1,98.5,NA,,
14,Detroit Pistons,24.1,57.9,.294,0.70,0.01,-6.61,11-32,13-26,35-47,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,25.5,56.5,.310,0.46,0.19,-5.77,11-30,14-27,37-45,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Memphis Grizzlies,53.3,28.7,.650,-0.01,-0.55,4.94,26-13,27-16,65-17,41-41,100.0%,80.8%,64,23.9,8.6,2.5,0.7,0.2,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,33.1%,17.7%
2,Denver Nuggets,50.2,31.8,.612,-0.40,0.09,2.52,26-13,24-19,63-19,38-44,99.8%,96.4%,21.8,39.5,24.4,8.6,3.6,1.2,0.5,0.3,NA,99.0,0.6,0.2,0.1,NA,,NA,14.8%,6.0%
3,New Orleans Pelicans,49.3,32.7,.601,-0.13,-0.35,3.87,24-16,25-17,61-21,38-44,99.6%,16.5%,12.1,26.7,35.3,14.8,6.7,2.5,1,0.6,NA,98.0,1,0.6,0.2,0.1,0.1,NA,22.3%,10.6%
4,Dallas Mavericks,45.5,36.5,.554,0.20,-0.46,1.61,23-18,22-19,57-25,33-49,93.6%,2.7%,1.5,5.6,14.3,27.8,22.3,12.1,6.1,4,NA,83.6,7.4,3.9,2.3,1.5,1.5,NA,8.0%,2.7%
5,Sacramento Kings,43.4,38.6,.530,-0.03,-0.36,1.05,20-18,23-21,55-27,32-50,80.1%,44.7%,0.3,2.2,8,17.4,17.1,14.7,11.7,8.7,NA,59.7,12.1,9.6,6.8,4.9,7.0,NA,5.8%,1.8%
6,Phoenix Suns,42.7,39.3,.520,0.20,-0.16,1.93,20-21,23-18,54-28,30-52,77.9%,39.3%,0.2,1.3,5.4,13.4,17.4,16.3,13.3,10.6,NA,54.0,13.5,10.4,8.1,5.5,8.4,NA,7.4%,2.7%
7,Portland Trail Blazers,40.6,41.4,.496,-0.30,0.20,-0.15,19-20,22-21,53-29,28-54,50.2%,1.3%,NA,0.3,1.1,3.9,8,12.6,12.5,11.7,NA,26.0,12.8,11.8,11.4,10.9,27.2,NA,1.6%,0.5%
8,Utah Jazz,40.4,41.6,.493,-0.06,-0.08,0.59,20-23,20-19,51-31,28-54,49.0%,1.2%,NA,0.2,1.1,3.3,6.5,11.1,12.9,14,NA,22.1,12.5,13.3,13.8,12.4,25.8,NA,2.9%,0.9%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,39.6,42.4,.483,-0.23,0.27,-1.00,20-20,20-22,53-29,28-54,38.0%,8.5%,NA,0.1,0.6,2.7,5.2,7.7,10.4,11.2,NA,16.3,10.4,12,12.7,13.5,35.1,NA,0.8%,0.2%
10,Minnesota Timberwolves,39.3,42.7,.479,-0.44,0.34,-0.78,20-21,19-22,52-30,26-56,33.7%,0.7%,NA,0.1,0.4,1.7,3.9,6.9,9.7,11,NA,12.9,9.9,10.4,12.8,13.6,40.4,NA,1.2%,0.3%
11,Oklahoma City Thunder,39.1,42.9,.476,0.26,-0.20,0.03,18-22,21-21,51-31,27-55,32.8%,0.4%,NA,0.1,0.3,1.5,3.5,7,9.3,11.2,NA,12.3,8.7,10.9,11.2,13.3,43.7,NA,1.3%,0.3%
12,Los Angeles Clippers,38.6,43.4,.470,-0.74,0.63,-1.83,21-21,18-22,49-33,27-55,24.1%,4.3%,NA,NA,0.3,1.4,2.8,4.4,6.5,8.6,NA,9.0,5.8,9.2,11.3,12.4,52.3,NA,0.4%,0.1%
13,Los Angeles Lakers,38.3,43.7,.467,-0.45,0.49,-1.33,19-21,19-23,49-33,27-55,21.3%,3.3%,NA,NA,0.3,1.1,2.3,3.5,6,8.2,NA,7.2,5.3,7.6,9.4,11.9,58.6,NA,0.5%,0.1%
14,San Antonio Spurs,24.8,57.2,.303,0.27,0.33,-8.31,13-27,12-30,36-46,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Houston Rockets,23.8,58.2,.290,0.25,0.24,-6.55,10-30,14-28,36-46,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
