Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.8,24.2,.705,-0.13,0.71,4.17,53-21,5-3,61-21,53-29,100.0%,99.9%,17.4%,10.5%,58,1,0.105,mil
2,Boston Celtics,56.3,25.7,.687,-0.14,-0.07,5.73,51-23,5-3,59-23,52-30,100.0%,95.7%,29.1%,20.3%,56,1,0.203,bos
3,Philadelphia 76ers,53.6,28.4,.654,-0.17,1.95,4.55,49-25,5-3,57-25,49-33,100.0%,4.3%,17.7%,11.2%,54,1,0.11199999999999999,phi
4,Cleveland Cavaliers,52.1,29.9,.635,0.06,-2.67,5.57,47-28,5-2,54-28,47-35,100.0%,0.1%,24.7%,17.1%,52,1,0.171,cle
5,New York Knicks,46.3,35.7,.564,0.17,-1.10,2.71,42-33,4-3,49-33,42-40,99.1%,,5.3%,2.5%,46,0.991,0.025,ny
6,Brooklyn Nets,45.0,37.0,.548,0.41,-2.11,1.19,40-34,5-3,48-34,41-41,94.0%,,2.5%,1.0%,45,0.94,0.01,bkn
7,Miami Heat,43.3,38.7,.528,0.24,-0.30,-0.54,40-35,3-4,47-35,40-42,78.7%,96.2%,0.8%,0.2%,43,0.787,0.002,mia
8,Atlanta Hawks,40.5,41.5,.494,-0.25,2.71,-0.03,37-37,3-5,45-37,37-45,44.9%,3.8%,0.6%,0.2%,40,0.449,0.002,atl
9,Chicago Bulls,39.9,42.1,.486,0.18,-0.59,1.19,35-38,5-4,44-38,35-47,41.4%,,0.9%,0.3%,40,0.414,0.003,chi
10,Toronto Raptors,39.9,42.1,.487,0.05,0.92,1.01,36-38,4-4,44-38,36-46,38.8%,,1.1%,0.4%,40,0.38799999999999996,0.004,tor
11,Washington Wizards,36.8,45.2,.449,0.12,0.33,-0.74,33-41,4-4,41-41,33-49,2.4%,,,0,37,0.024,0,wsh
12,Indiana Pacers,35.9,46.1,.437,0.18,1.31,-2.59,33-42,3-4,40-42,33-49,0.7%,,,0,36,0.006999999999999999,0,ind
13,Orlando Magic,34.2,47.8,.417,0.07,1.10,-2.54,31-43,3-5,39-43,31-51,0,,,0,34,0,0,orl
14,Charlotte Hornets,26.5,55.5,.323,0.34,0.32,-5.78,24-51,2-5,31-51,24-58,0,,,0,26,0,0,cha
15,Detroit Pistons,18.4,63.6,.224,0.60,-0.74,-7.36,16-58,2-6,23-59,16-66,0,,,0,18,0,0,det
1,Denver Nuggets,54.8,27.2,.668,-0.38,0.41,3.77,50-24,5-3,58-24,50-32,100.0%,100.0%,29.5%,12.9%,55,1,0.129,den
2,Memphis Grizzlies,51.4,30.6,.626,-0.45,0.31,3.92,46-27,5-4,55-27,46-36,100.0%,100.0%,27.3%,11.5%,51,1,0.115,mem
3,Sacramento Kings,49.6,32.4,.605,-0.26,-1.09,2.26,45-29,5-3,53-29,45-37,100.0%,99.8%,13.0%,4.2%,50,1,0.042,sac
4,Phoenix Suns,43.5,38.5,.531,0.04,-0.32,1.75,39-35,5-3,47-35,39-43,96.4%,0.2%,11.3%,3.3%,44,0.9640000000000001,0.033,phx
5,Golden State Warriors,42.7,39.3,.521,-0.06,-0.58,0.45,39-36,4-3,46-36,39-43,86.8%,,4.4%,1.1%,43,0.868,0.011000000000000001,gs
6,LA Clippers,42.2,39.8,.515,-0.33,1.38,-0.08,39-36,3-4,46-36,39-43,74.6%,,3.0%,0.7%,42,0.746,0.006999999999999999,lac
7,New Orleans Pelicans,40.9,41.1,.499,-0.40,1.33,1.13,37-37,4-4,45-37,37-45,53.2%,,3.5%,0.8%,41,0.532,0.008,no
8,Minnesota Timberwolves,41.0,41.0,.500,-0.10,-0.67,-0.36,37-37,4-4,45-37,37-45,57.0%,,1.6%,0.3%,41,0.57,0.003,min
9,Los Angeles Lakers,41.0,41.0,.500,-0.05,-0.69,-0.19,37-37,4-4,45-37,37-45,47.7%,,1.9%,0.4%,41,0.47700000000000004,0.004,lal
10,Dallas Mavericks,40.2,41.8,.491,-0.09,-1.35,0.26,36-38,4-4,44-38,36-46,34.8%,,1.5%,0.4%,40,0.348,0.004,dal
11,Oklahoma City Thunder,40.6,41.4,.495,0.04,-1.54,1.10,36-38,5-3,44-38,36-46,40.1%,,2.9%,0.8%,41,0.401,0.008,okc
12,Utah Jazz,38.7,43.3,.473,-0.12,0.41,-0.66,35-39,4-4,43-39,35-47,9.0%,,0.3%,0.1%,39,0.09,0.001,uta
13,Portland Trail Blazers,36.0,46.0,.439,-0.04,0.09,-2.07,32-41,4-5,41-41,32-50,0.3%,,,0,36,0.003,0,por
14,San Antonio Spurs,20.7,61.3,.252,0.16,0.92,-9.88,19-55,2-6,27-55,19-63,0,,,0,21,0,0,sa
15,Houston Rockets,20.2,61.8,.247,0.28,-0.11,-7.91,18-56,2-6,26-56,18-64,0,,,0,20,0,0,hou
