Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.9,25.1,.694,-0.26,-0.14,6.08,32-12,25-13,67-15,46-36,100.0%,90.7%,38.1%,24.6%,57,1,0.24600000000000002,bos
2,Brooklyn Nets,51.5,30.5,.628,0.02,-0.09,3.63,27-14,25-16,63-19,41-41,99.8%,7.6%,15.1%,8.0%,52,0.998,0.08,bkn
3,Cleveland Cavaliers,50.6,31.4,.617,-0.05,-0.38,4.45,27-17,24-14,61-21,38-44,99.7%,78.0%,19.9%,10.8%,51,0.997,0.10800000000000001,cle
4,Philadelphia 76ers,48.2,33.8,.588,-0.59,0.65,3.08,26-16,22-18,60-22,37-45,98.2%,1.5%,11.2%,5.4%,48,0.982,0.054000000000000006,phi
5,Milwaukee Bucks,47.1,34.9,.574,-0.14,0.26,0.75,27-16,20-19,61-21,35-47,94.5%,21.2%,3.8%,1.3%,47,0.945,0.013000000000000001,mil
6,New York Knicks,45.4,36.6,.553,-0.35,0.52,2.47,24-19,21-18,56-26,34-48,90.2%,0.1%,7.4%,3.1%,45,0.902,0.031,ny
7,Miami Heat,42.7,39.3,.520,-0.20,0.37,0.10,24-20,19-19,53-29,32-50,68.1%,76.0%,1.8%,0.5%,43,0.6809999999999999,0.005,mia
8,Indiana Pacers,41.4,40.6,.505,0.16,0.03,-0.39,23-21,18-20,53-29,29-53,51.2%,0.7%,0.9%,0.2%,41,0.512,0.002,ind
9,Atlanta Hawks,39.0,43.0,.476,-0.28,0.32,-1.26,21-22,18-21,50-32,29-53,25.8%,15.8%,0.3%,0.1%,39,0.258,0.001,atl
10,Chicago Bulls,39.5,42.5,.482,0.97,-0.89,-0.01,19-24,21-18,51-31,28-54,32.6%,0.1%,0.8%,0.2%,40,0.326,0.002,chi
11,Toronto Raptors,38.8,43.2,.474,0.23,-0.10,0.49,19-24,20-19,50-32,27-55,24.3%,,0.6%,0.2%,39,0.243,0.002,tor
12,Washington Wizards,37.7,44.3,.459,0.72,-0.69,-0.70,18-25,20-19,49-33,28-54,15.6%,8.1%,0.2%,0.1%,38,0.156,0.001,wsh
13,Orlando Magic,31.1,50.9,.379,-0.07,0.45,-3.88,16-27,15-24,43-39,21-61,0.2%,0.1%,,0,31,0.002,0,orl
14,Detroit Pistons,24.5,57.5,.298,0.82,-0.33,-6.44,12-34,12-24,37-45,16-66,0,,,0,24,0,0,det
15,Charlotte Hornets,24.4,57.6,.298,0.63,-0.10,-6.03,11-33,13-25,35-47,15-67,0,,,0,24,0,0,cha
1,Memphis Grizzlies,54.3,27.7,.662,-0.33,-0.22,5.02,29-13,25-15,65-17,41-41,100.0%,88.0%,32.1%,17.6%,54,1,0.17600000000000002,mem
2,Denver Nuggets,52.7,29.3,.643,-0.37,0.02,3.63,29-13,24-16,64-18,42-40,100.0%,99.4%,19.5%,9.1%,53,1,0.091,den
3,New Orleans Pelicans,49.5,32.5,.603,-0.24,-0.20,3.83,26-17,23-16,60-22,37-45,99.6%,11.5%,20.6%,9.6%,50,0.996,0.096,no
4,Sacramento Kings,45.7,36.3,.557,-0.44,-0.06,2.27,23-18,23-18,58-24,33-49,93.4%,72.6%,10.3%,4.1%,46,0.934,0.040999999999999995,sac
5,Dallas Mavericks,44.1,37.9,.538,0.11,-0.31,0.86,24-20,20-18,55-27,33-49,86.3%,0.5%,4.7%,1.4%,44,0.863,0.013999999999999999,dal
6,Phoenix Suns,41.5,40.5,.506,0.22,-0.05,1.33,21-23,20-18,52-30,30-52,63.8%,16.7%,4.1%,1.5%,42,0.638,0.015,phx
7,Utah Jazz,41.0,41.0,.500,0.06,-0.14,0.77,22-24,19-17,52-30,30-52,54.6%,0.2%,2.7%,0.7%,41,0.546,0.006999999999999999,uta
8,Golden State Warriors,39.7,42.3,.484,-0.39,0.50,-0.67,21-21,19-21,52-30,27-55,38.4%,6.4%,0.9%,0.3%,40,0.384,0.003,gs
9,Oklahoma City Thunder,40.6,41.4,.495,0.29,-0.28,0.83,20-23,21-18,53-29,30-52,50.2%,0.1%,2.5%,0.7%,41,0.502,0.006999999999999999,okc
10,Portland Trail Blazers,40.1,41.9,.489,-0.25,0.26,0.08,20-22,20-20,52-30,29-53,42.1%,0.1%,1.4%,0.4%,40,0.42100000000000004,0.004,por
11,Minnesota Timberwolves,39.6,42.4,.483,-0.43,0.49,-0.84,22-22,18-20,52-30,28-54,34.5%,0.2%,0.7%,0.2%,40,0.345,0.002,min
12,LA Clippers,38.9,43.1,.474,-0.56,0.55,-1.60,22-22,17-21,50-32,28-54,24.7%,3.3%,0.4%,0.1%,39,0.247,0.001,lac
13,Los Angeles Lakers,37.3,44.7,.455,-0.22,0.37,-1.45,19-23,18-22,49-33,24-58,12.3%,1.0%,0.2%,0,37,0.12300000000000001,0,lal
14,Houston Rockets,22.5,59.5,.275,0.32,0.32,-7.23,10-32,13-27,35-47,12-70,0,,,0,22,0,0,hou
15,San Antonio Spurs,23.8,58.2,.290,0.51,0.13,-8.52,13-30,11-28,34-48,14-68,0,,,0,24,0,0,sa
