Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,59.3,21.7,.732,1.70,-0.62,11.07,15-4,44-18,72-9,44-37,100.0%,82.4%,81.6,15.9,2,0.5,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,48.1%,34.4%
2,Philadelphia 76ers,55.0,27.0,.671,1.85,-0.85,8.85,12-7,43-20,67-15,41-41,99.9%,16.8%,16.4,57.6,16.1,6,2.6,1,0.2,0.1,NA,99.6,0.2,0.1,NA,NA,,NA,28.2%,17.0%
3,Orlando Magic,49.0,33.0,.597,-0.95,0.07,3.35,14-6,35-27,63-19,34-48,94.0%,79.1%,0.8,9.8,24.5,22.6,15.7,10.7,6.1,3.9,NA,84.0,7,4.4,2.8,1.2,0.6,NA,4.7%,1.8%
4,New York Knicks,48.4,32.6,.598,-0.57,0.43,4.85,12-7,36-26,62-19,35-46,94.6%,0.8%,0.7,8.4,24,21.7,17.1,11.5,6.9,4.3,NA,83.4,7.2,5,2.5,1.3,0.7,NA,7.3%,3.1%
5,Milwaukee Bucks,47.2,33.8,.582,-0.61,0.36,2.39,14-6,33-28,61-20,33-48,88.5%,66.0%,0.4,5.4,17,18.8,17.4,13.6,9.3,6.6,NA,72.6,10.7,7.4,5.3,2.9,1.1,NA,3.1%,1.1%
6,Brooklyn Nets,45.5,36.5,.555,0.71,0.01,3.40,10-9,36-27,59-23,29-53,78.8%,0.1%,0.1,1.1,6.9,11.4,14.8,17.5,14.6,12.5,NA,51.8,15,12.6,10.2,6.8,3.7,NA,4.0%,1.4%
7,Indiana Pacers,43.2,37.8,.534,-0.92,0.43,1.91,10-8,33-30,56-25,26-55,63.3%,21.0%,NA,0.7,3.8,6,10,12.5,15.4,14.9,NA,33.0,14.3,15.3,14.4,13.2,10.0,NA,1.8%,0.6%
8,Miami Heat,43.0,39.0,.525,-0.42,0.09,0.69,11-9,32-30,56-26,30-52,55.3%,11.9%,NA,0.5,2.3,4.7,7.2,11.3,14.1,15.2,NA,26.0,14.3,15.4,16.7,14.9,12.7,NA,0.8%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Cleveland Cavaliers,42.7,39.3,.521,0.84,-0.11,0.49,11-9,32-30,57-25,27-55,52.4%,13.0%,NA,0.4,1.9,3.9,7,9.9,13.9,15.3,NA,23.2,13.6,16,17.4,16.4,13.5,NA,0.7%,0.2%
10,Atlanta Hawks,42.3,39.7,.516,0.91,0.06,1.28,9-10,33-30,56-26,27-55,48.2%,9.0%,NA,0.3,1.6,3.5,6.3,8.5,12.8,15.2,NA,20.1,11.9,14.6,16.9,18.7,17.8,NA,1.0%,0.3%
11,Toronto Raptors,39.7,42.3,.484,1.09,0.03,-0.21,9-11,31-31,54-28,26-56,24.2%,,NA,NA,0.2,0.9,1.9,3.5,6.4,11.4,NA,6.4,5.6,9,12.7,21.4,44.8,NA,0.2%,0.1%
12,Chicago Bulls,32.5,49.5,.396,1.31,-0.30,-4.12,7-14,25-36,46-36,19-63,0.8%,0.1%,NA,NA,NA,NA,NA,NA,0.2,0.5,NA,0.1,0.1,0.4,0.9,2.9,95.7,NA,,
13,Charlotte Hornets,28.3,53.7,.345,0.99,0.40,-7.34,6-12,22-42,42-40,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.1,0.3,99.6,NA,,
14,Washington Wizards,24.0,58.0,.293,0.28,0.67,-8.03,3-16,21-42,37-45,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,21.5,60.5,.262,0.17,0.56,-8.78,2-18,20-42,36-46,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,56.3,25.7,.686,0.20,-0.88,7.15,15-4,41-22,72-10,43-39,100.0%,61.0%,60.6,30.3,7.1,1.6,0.3,0.2,NA,NA,NA,99.9,NA,NA,NA,NA,,NA,31.6%,14.2%
2,Oklahoma City Thunder,54.7,27.3,.667,-0.42,-0.59,7.95,13-6,42-21,68-14,40-42,100.0%,34.1%,33.9,45.7,14.9,3.8,1.1,0.4,0.1,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,37.3%,18.0%
3,Denver Nuggets,49.9,32.1,.608,-0.34,-0.42,3.75,14-7,36-25,65-17,35-47,98.0%,4.9%,4.8,16.7,40.7,17.9,9,4.9,2.7,1.4,NA,93.9,3,1.6,0.9,0.5,0.2,NA,11.2%,3.6%
4,Houston Rockets,44.0,38.0,.537,-0.50,-0.45,2.32,8-9,36-29,60-22,29-53,73.4%,44.7%,0.2,1.9,7.5,13.6,14.7,12.5,12.2,11,NA,50.3,11.4,11.2,10.4,9,7.9,NA,4.6%,1.1%
5,Golden State Warriors,43.9,38.1,.535,1.66,-1.00,2.01,9-11,35-27,57-25,29-53,73.8%,28.4%,0.1,1.7,7.5,12.3,13.6,14,12.9,11.9,NA,49.1,13,11.6,10.2,9,7.1,NA,4.3%,1.1%
6,Phoenix Suns,43.0,38.0,.531,-2.31,0.22,0.59,12-8,31-30,57-24,28-53,68.6%,24.3%,0.1,1,5.2,11.5,12.8,13.7,12,12.4,NA,44.3,12.2,12.3,11.2,10.9,9.1,NA,2.2%,0.4%
7,Sacramento Kings,42.7,38.3,.527,0.24,0.05,0.02,11-7,32-31,57-24,29-52,65.1%,22.2%,0.1,0.7,4.6,10.8,12.1,12.5,12.1,12.1,NA,40.9,12.9,13.1,12.4,11.1,9.7,NA,1.7%,0.2%
8,Los Angeles Clippers,42.5,39.5,.518,-1.67,0.14,1.59,9-10,33-30,56-26,29-53,60.3%,16.8%,0.1,0.7,3.9,7.8,9.7,10.7,13.7,13.6,NA,32.9,12.4,13.6,14.2,13,13.9,NA,2.8%,0.6%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
