Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,59.1,22.9,.721,1.74,-0.58,10.22,16-5,43-18,71-11,46-36,100.0%,80.3%,43.9%,31.7%,59,1,0.317,bos,Celtics
2,Philadelphia 76ers,55.3,26.7,.674,1.23,-0.74,8.33,14-7,41-20,69-13,42-40,99.9%,19.1%,28.7%,18.7%,55,0.9990000000000001,0.187,phi,76ers
3,Orlando Magic,50.0,32.0,.609,-0.85,0.03,4.06,15-7,35-25,65-17,36-46,95.3%,86.5%,6.6%,3.0%,50,0.953,0.03,orl,Magic
4,Milwaukee Bucks,48.7,33.3,.594,-0.27,0.25,3.14,15-7,34-26,62-20,35-47,91.8%,52.7%,4.2%,1.6%,49,0.9179999999999999,0.016,mil,Bucks
5,Brooklyn Nets,47.7,34.3,.582,0.51,-0.05,4.28,12-9,36-25,62-20,33-49,88.6%,0.4%,6.0%,2.8%,48,0.8859999999999999,0.027999999999999997,bkn,Nets
6,Indiana Pacers,46.7,35.3,.569,-0.27,0.22,3.24,12-8,35-27,62-20,33-49,82.9%,32.5%,3.6%,1.4%,47,0.8290000000000001,0.013999999999999999,ind,Pacers
7,New York Knicks,46.0,36.0,.561,-0.04,0.55,3.25,12-9,34-27,60-22,30-52,78.5%,0.2%,3.8%,1.5%,46,0.785,0.015,ny,Knicks
8,Cleveland Cavaliers,45.0,37.0,.549,0.80,-0.14,1.48,13-9,32-28,60-22,32-50,68.5%,14.8%,1.6%,0.7%,45,0.685,0.006999999999999999,cle,Cavaliers
9,Miami Heat,43.3,38.7,.528,-0.07,-0.02,0.79,12-10,31-29,57-25,30-52,51.6%,9.7%,1.0%,0.3%,43,0.516,0.003,mia,Heat
10,Atlanta Hawks,41.0,41.0,.500,1.27,-0.04,1.03,9-12,32-29,55-27,26-56,32.3%,3.8%,0.6%,0.2%,41,0.32299999999999995,0.002,atl,Hawks
11,Toronto Raptors,37.6,44.4,.459,0.77,0.15,-0.96,9-13,29-31,52-30,23-59,9.4%,,0.1%,0,38,0.094,0,tor,Raptors
12,Chicago Bulls,33.5,48.5,.409,0.28,0.05,-3.81,9-14,25-34,47-35,21-61,1.2%,,,0,34,0.012,0,chi,Bulls
13,Charlotte Hornets,28.3,53.7,.345,0.68,0.48,-7.23,7-13,21-41,41-41,13-69,0,,,0,28,0,0,cha,Hornets
14,Washington Wizards,23.2,58.8,.283,0.96,0.44,-8.08,3-18,20-41,38-44,11-71,0,,,0,23,0,0,wsh,Wizards
15,Detroit Pistons,18.7,63.3,.228,-0.01,0.79,-10.24,2-20,17-43,33-49,8-74,0,,,0,19,0,0,det,Pistons
1,Minnesota Timberwolves,55.8,26.2,.681,-1.33,-0.32,6.48,17-4,39-22,69-13,41-41,100.0%,64.9%,29.6%,13.1%,56,1,0.131,min,T-Wolves
2,Oklahoma City Thunder,53.8,28.2,.656,-0.06,-0.62,7.18,14-7,40-21,67-15,39-43,99.8%,31.8%,32.9%,15.3%,54,0.998,0.153,okc,Thunder
3,Denver Nuggets,48.2,33.8,.588,0.14,-0.57,3.14,14-9,34-25,62-20,31-51,93.8%,3.3%,9.6%,2.7%,48,0.938,0.027000000000000003,den,Nuggets
4,Houston Rockets,47.4,34.6,.578,0.48,-0.82,3.90,10-9,37-26,62-20,33-49,90.5%,60.0%,9.7%,2.9%,47,0.905,0.028999999999999998,hou,Rockets
5,Dallas Mavericks,45.5,36.5,.555,-1.57,0.06,1.62,13-8,33-28,60-22,32-50,78.7%,35.5%,4.2%,0.9%,46,0.787,0.009000000000000001,dal,Mavericks
6,Los Angeles Lakers,45.0,37.0,.549,0.01,0.03,1.19,14-9,31-28,58-24,30-52,74.9%,32.4%,3.3%,0.8%,45,0.7490000000000001,0.008,lal,Lakers
7,LA Clippers,44.5,37.5,.543,-1.62,0.10,2.43,11-10,34-27,57-25,30-52,72.4%,27.3%,4.7%,1.1%,44,0.7240000000000001,0.011000000000000001,lac,Clippers
8,Golden State Warriors,43.5,38.5,.531,1.41,-0.94,1.81,10-12,34-26,58-24,27-55,63.6%,18.4%,3.3%,0.8%,44,0.636,0.008,gs,Warriors
9,Sacramento Kings,43.2,38.8,.526,0.38,0.00,0.08,12-8,31-31,57-25,28-54,56.7%,16.1%,1.4%,0.3%,43,0.5670000000000001,0.003,sac,Kings
10,Phoenix Suns,41.1,40.9,.501,-2.39,0.48,-0.25,12-10,29-31,55-27,26-56,36.3%,5.9%,0.7%,0.1%,41,0.363,0.001,phx,Suns
11,New Orleans Pelicans,40.8,41.2,.497,0.01,-0.30,-0.73,12-11,29-30,55-27,26-56,33.5%,4.6%,0.6%,0.1%,41,0.335,0.001,no,Pelicans
12,Memphis Grizzlies,26.2,55.8,.319,-1.76,0.69,-7.66,6-15,20-41,40-42,12-70,0,,,0,26,0,0,mem,Grizzlies
13,Portland Trail Blazers,26.2,55.8,.319,-0.89,0.71,-7.79,6-15,20-41,42-40,14-68,0,,,0,26,0,0,por,Blazers
14,Utah Jazz,24.0,58.0,.292,-0.97,1.01,-9.69,7-15,17-43,37-45,12-70,0,,,0,24,0,0,uta,Jazz
15,San Antonio Spurs,20.5,61.5,.250,1.55,0.05,-10.50,3-18,18-43,35-47,9-73,0,,,0,20,0,0,sa,Spurs
