Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.5,24.5,.701,-0.31,0.32,5.74,44-17,13-8,65-17,49-33,100.0%,96.8%,32.5%,22.8%,58,1,0.228,bos
2,Milwaukee Bucks,55.5,26.5,.677,-0.11,0.22,3.55,42-17,14-9,64-18,47-35,100.0%,92.8%,15.1%,8.3%,56,1,0.083,mil
3,Philadelphia 76ers,52.0,30.0,.634,-0.17,0.70,3.62,39-20,13-10,60-22,44-38,100.0%,3.2%,13.9%,7.9%,52,1,0.079,phi
4,Cleveland Cavaliers,50.5,31.5,.616,0.10,-1.00,5.18,38-25,13-6,57-25,43-39,100.0%,7.2%,24.5%,15.9%,50,1,0.159,cle
5,New York Knicks,46.4,35.6,.566,0.09,0.01,2.71,35-27,11-9,53-29,38-44,97.2%,,6.7%,3.3%,46,0.972,0.033,ny
6,Brooklyn Nets,46.1,35.9,.562,0.14,0.22,1.09,34-25,12-11,54-28,38-44,95.3%,,3.2%,1.3%,46,0.953,0.013000000000000001,bkn
7,Miami Heat,41.8,40.2,.509,-0.04,0.90,-0.57,32-29,10-11,51-31,34-48,56.5%,51.2%,0.6%,0.2%,42,0.565,0.002,mia
8,Atlanta Hawks,40.9,41.1,.498,-0.07,0.36,-0.14,30-30,11-11,49-33,33-49,45.3%,29.0%,0.8%,0.2%,41,0.45299999999999996,0.002,atl
9,Washington Wizards,40.1,41.9,.489,0.19,-0.21,0.37,28-31,12-11,48-34,32-50,37.4%,19.8%,0.9%,0.4%,40,0.374,0.004,wsh
10,Toronto Raptors,40.4,41.6,.493,-0.10,0.76,0.89,30-31,10-11,50-32,33-49,41.1%,,1.3%,0.4%,40,0.41100000000000003,0.004,tor
11,Chicago Bulls,38.8,43.2,.473,0.31,-0.43,0.76,27-33,12-10,47-35,30-52,23.8%,,0.6%,0.2%,39,0.23800000000000002,0.002,chi
12,Indiana Pacers,36.0,46.0,.439,0.46,-0.44,-1.94,27-35,9-11,45-37,29-53,3.4%,,,0,36,0.034,0,ind
13,Orlando Magic,33.8,48.2,.412,0.18,0.21,-2.67,25-36,9-12,42-40,27-55,0.3%,,,0,34,0.003,0,orl
14,Detroit Pistons,22.0,60.0,.268,0.76,-0.55,-6.68,15-46,7-14,31-51,15-67,0,,,0,22,0,0,det
15,Charlotte Hornets,26.1,55.9,.318,0.36,0.27,-5.64,19-43,7-13,33-49,20-62,0,,,0,26,0,0,cha
1,Denver Nuggets,54.9,27.1,.669,-0.23,-0.41,3.79,42-19,13-8,62-20,46-36,100.0%,100.0%,29.0%,13.5%,55,1,0.135,den
2,Memphis Grizzlies,50.7,31.3,.618,-0.02,-1.25,3.98,36-23,15-8,58-24,43-39,100.0%,98.5%,29.3%,13.4%,51,1,0.134,mem
3,Sacramento Kings,46.2,35.8,.563,-0.70,0.64,1.81,34-25,12-11,55-27,37-45,97.4%,63.8%,10.8%,3.6%,46,0.9740000000000001,0.036000000000000004,sac
4,Phoenix Suns,44.0,38.0,.537,-0.10,0.33,1.39,33-28,11-10,51-31,36-46,89.4%,28.3%,8.8%,2.9%,44,0.894,0.028999999999999998,phx
5,Dallas Mavericks,43.4,38.6,.529,-0.07,-0.66,0.83,32-29,11-10,51-31,36-46,83.0%,1.4%,5.8%,1.7%,43,0.83,0.017,dal
6,LA Clippers,42.4,39.6,.517,-0.60,1.14,-0.31,33-29,9-11,50-32,35-47,65.3%,5.8%,2.2%,0.5%,42,0.653,0.005,lac
7,New Orleans Pelicans,41.7,40.3,.509,0.08,-1.07,1.00,30-31,12-9,49-33,33-49,60.9%,0.2%,4.0%,1.1%,42,0.609,0.011000000000000001,no
8,Golden State Warriors,40.8,41.2,.497,-0.20,0.25,-0.09,30-30,11-11,49-33,32-50,42.0%,2.1%,1.6%,0.3%,41,0.42,0.003,gs
9,Oklahoma City Thunder,40.8,41.2,.498,0.04,-0.51,1.47,28-31,13-10,49-33,30-52,44.2%,,3.8%,1.2%,41,0.442,0.012,okc
10,Utah Jazz,41.2,40.8,.502,-0.10,-0.09,0.50,31-31,10-10,49-33,34-48,52.8%,,2.9%,0.7%,41,0.528,0.006999999999999999,uta
11,Minnesota Timberwolves,40.2,41.8,.490,-0.30,0.42,-0.50,31-31,9-11,48-34,33-49,34.5%,,1.2%,0.2%,40,0.345,0.002,min
12,Portland Trail Blazers,39.0,43.0,.476,-0.14,0.09,-0.59,28-31,11-12,48-34,31-51,19.7%,,0.4%,0.1%,39,0.19699999999999998,0.001,por
13,Los Angeles Lakers,38.4,43.6,.468,-0.11,0.09,-1.03,28-32,10-12,46-36,29-53,10.8%,0.1%,0.2%,0,38,0.10800000000000001,0,lal
14,Houston Rockets,19.7,62.3,.240,0.33,0.05,-8.18,13-46,7-16,28-54,13-69,0,,,0,20,0,0,hou
15,San Antonio Spurs,18.9,63.1,.230,0.31,0.17,-10.22,14-47,5-16,27-55,14-68,0,,,0,19,0,0,sa
