Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.6,19.4,.763,0.76,-1.40,10.55,30-9,33-10,72-10,52-30,100.0%,98.4%,98,1.8,0.2,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,58.9%,40.2%
2,Philadelphia 76ers,54.4,27.6,.664,-0.76,-0.54,7.35,24-13,30-15,66-16,43-39,99.9%,1.6%,1.5,55.8,28.1,9.6,3.2,1.2,0.3,0.1,NA,99.5,0.3,0.2,NA,NA,,NA,22.4%,11.1%
3,Milwaukee Bucks,52.5,29.5,.640,-0.82,0.30,4.31,27-12,25-18,65-17,41-41,99.7%,76.4%,0.5,32.2,36.9,16.2,8.1,3.9,1.2,0.7,NA,97.8,1.8,0.4,NA,NA,,NA,6.8%,2.4%
4,New York Knicks,49.0,33.0,.598,-0.03,0.03,3.98,23-16,26-17,61-21,38-44,97.5%,,NA,4.3,13.6,26.3,22.4,17.6,8.7,4.6,NA,84.1,10.4,5.1,0.3,NA,,NA,5.4%,1.9%
5,Indiana Pacers,48.1,33.9,.587,-0.24,-0.13,2.95,23-15,25-19,60-22,34-48,95.7%,17.2%,NA,3.8,11.7,21.4,22.2,18.3,12.1,6.2,NA,77.5,13.3,8.3,0.8,0.1,,NA,3.2%,0.8%
6,Cleveland Cavaliers,46.7,35.3,.569,-0.16,-0.42,1.76,22-15,25-20,58-24,35-47,90.2%,6.5%,NA,1.4,4.9,11,17.8,21.9,20.4,12.9,NA,56.9,24.3,16.6,1.9,0.3,0.1,NA,1.5%,0.3%
7,Orlando Magic,45.3,36.7,.553,0.39,-1.30,1.27,21-18,24-19,57-25,32-50,85.7%,49.3%,NA,0.5,2.6,8.3,13.6,19,25.5,16.2,NA,44.0,23.1,27.9,4,0.8,0.2,NA,1.1%,0.2%
8,Miami Heat,44.9,37.1,.548,-0.57,-0.41,0.30,22-16,23-21,56-26,31-51,83.0%,50.6%,NA,0.2,1.9,7.3,12.6,17.6,25.5,18,NA,39.6,24.6,29.3,5.2,1,0.3,NA,0.7%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.8,44.2,.461,0.02,-0.54,-1.93,19-22,19-22,49-33,26-56,19.5%,,NA,NA,NA,NA,0.1,0.4,3.5,15.6,NA,0.4,1.4,6.5,40.8,26.7,24.1,NA,,
10,Brooklyn Nets,35.9,46.1,.438,-0.18,0.10,-2.02,16-22,20-24,47-35,25-57,13.4%,,NA,NA,NA,NA,NA,0.1,1.7,11.7,NA,0.1,0.4,3.3,22.9,28.2,45.2,NA,,
11,Atlanta Hawks,35.0,47.0,.427,0.17,-0.21,-2.28,15-23,20-24,48-34,24-58,7.7%,0.1%,NA,NA,NA,NA,NA,NA,0.6,7.2,NA,,0.2,1.3,12.3,22.3,64.0,NA,,
12,Toronto Raptors,34.7,47.3,.424,-0.17,0.03,-1.81,15-24,20-23,47-35,24-58,7.6%,,NA,NA,NA,NA,NA,NA,0.6,7,NA,,0.2,1.3,11.8,20.7,66.1,NA,,
13,Washington Wizards,19.3,62.7,.235,0.06,0.25,-9.68,7-31,12-32,31-51,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Charlotte Hornets,18.9,63.1,.230,0.18,0.51,-11.43,8-28,11-35,31-51,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,13.5,68.5,.165,0.46,0.13,-10.95,3-36,11-32,24-58,4-78,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,58.3,23.7,.711,-0.03,-0.62,9.10,27-11,31-13,69-13,47-35,100.0%,58.2%,56.9,30.3,9,3,0.7,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,44.1%,23.2%
2,Minnesota Timberwolves,57.2,24.8,.698,0.98,-1.21,6.82,27-11,30-14,68-14,47-35,100.0%,37.7%,36.7,40.5,15.2,6,1.5,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,23.7%,10.0%
3,Denver Nuggets,53.2,28.8,.649,-0.09,-0.18,5.03,27-13,26-16,63-19,41-41,99.9%,4.1%,3.9,13.2,33.9,29,16.9,2.5,0.4,0.2,NA,99.4,0.5,0.1,NA,NA,,NA,10.7%,3.2%
4,Los Angeles Clippers,52.1,29.9,.635,-0.53,0.21,5.21,25-13,27-17,65-17,40-42,99.8%,95.5%,2,12,27.9,31.3,21,4.3,0.7,0.4,NA,98.7,1,0.3,0.1,NA,,NA,10.9%,3.7%
5,New Orleans Pelicans,50.0,32.0,.610,0.10,-0.33,4.80,24-16,26-16,61-21,39-43,99.0%,87.7%,0.4,3.9,12.8,26.1,39.7,11.6,3.3,1.3,NA,94.4,3.8,1.3,0.4,0.1,,NA,7.7%,2.3%
6,Sacramento Kings,44.8,37.2,.546,0.05,0.69,0.55,23-15,22-22,58-24,33-49,76.9%,3.9%,NA,0.1,0.5,2.2,8.8,30.8,20.7,14,NA,42.3,23.7,17,9.1,5,3.0,NA,0.8%,0.2%
7,Dallas Mavericks,44.2,37.8,.538,-0.63,0.62,0.82,23-17,21-21,56-26,31-51,72.5%,7.0%,NA,NA,0.4,1.4,5.9,23.7,23.9,17.2,NA,31.4,26.9,19.9,11.4,6.3,4.2,NA,0.8%,0.2%
8,Houston Rockets,42.9,39.1,.523,0.29,-0.39,1.50,19-19,24-20,55-27,32-50,61.1%,5.3%,NA,NA,0.2,0.8,4.2,16.1,20.7,19.1,NA,21.4,20.1,19.9,16.3,11.5,11.0,NA,0.9%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,40.4,41.6,.493,1.02,-0.83,0.22,18-21,22-21,52-30,27-55,33.9%,0.3%,NA,NA,NA,0.1,0.7,5.2,12,15.9,NA,6.0,9.7,14.7,19.1,20,30.5,NA,0.2%,
10,Phoenix Suns,40.2,41.8,.490,-1.54,1.14,-0.30,20-18,20-24,52-30,29-53,29.9%,0.2%,NA,NA,NA,0.1,0.5,3.7,10.4,15.2,NA,4.3,8.2,14.4,19.6,20.8,32.7,NA,0.2%,
11,Los Angeles Lakers,38.2,43.8,.466,0.32,0.47,-1.33,19-21,19-23,49-33,26-56,14.0%,0.1%,NA,NA,NA,NA,0.2,1,4,8.9,NA,1.1,3.1,6.2,12,18.3,59.3,NA,0.1%,
12,Utah Jazz,38.5,43.5,.470,-0.06,0.93,-2.13,21-20,18-23,51-31,29-53,13.0%,,NA,NA,NA,NA,0.1,1,4.1,7.9,NA,1.1,3.1,6.3,12,17.9,59.6,NA,,
13,Memphis Grizzlies,30.8,51.2,.375,0.45,-0.08,-4.88,14-25,17-26,43-39,21-61,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,0.1,0.3,99.6,NA,,
14,Portland Trail Blazers,21.1,60.9,.257,0.01,1.28,-9.76,10-28,11-33,33-49,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,19.4,62.6,.236,0.52,0.75,-8.59,7-31,12-32,31-51,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
