Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.0,26.0,.683,-0.39,0.10,5.28,35-14,21-12,65-17,47-35,100.0%,88.8%,82.7,12,3.7,1.3,0.4,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.5%,21.9%
2,Philadelphia 76ers,50.9,31.1,.621,-0.46,0.60,3.39,31-16,20-15,61-21,40-42,99.7%,8.5%,7.1,31.4,26.6,18.6,11.4,3.6,0.7,0.3,NA,98.7,1,0.2,0.1,NA,,NA,15.1%,7.8%
3,Cleveland Cavaliers,50.0,32.0,.610,0.23,-0.92,4.54,29-20,21-12,59-23,40-42,99.6%,63.2%,5.5,26.3,25.7,19.6,15.2,5.4,1.3,0.6,NA,97.7,1.7,0.5,0.1,NA,,NA,22.5%,13.0%
4,Brooklyn Nets,49.4,32.6,.602,-0.11,0.09,2.79,29-18,20-15,62-20,37-45,99.1%,2.7%,2.4,13.9,21.7,28.8,21.9,7.8,1.9,0.9,NA,96.4,2.5,0.7,0.2,0.1,0.1,NA,11.5%,5.8%
5,Milwaukee Bucks,49.1,32.9,.599,-0.12,0.20,1.44,31-17,18-16,58-24,40-42,98.8%,36.6%,2.3,15.8,20,23.4,25.8,8.6,2,1.1,NA,95.8,2.8,1,0.3,0.1,,NA,6.0%,2.6%
6,Miami Heat,43.8,38.2,.534,0.06,0.01,0.32,27-22,17-16,54-28,34-48,76.6%,72.3%,NA,0.4,1.6,4.7,12.3,28.5,16.7,12.4,NA,47.5,21.5,11.5,8.4,5.6,5.5,NA,2.5%,0.8%
7,New York Knicks,43.4,38.6,.530,-0.29,0.58,1.73,26-23,17-16,54-28,33-49,74.1%,,NA,0.3,0.7,2.5,7.7,23.8,23,16.2,NA,35.0,26,16,10.8,6.8,5.4,NA,4.8%,2.0%
8,Atlanta Hawks,40.8,41.2,.497,-0.27,0.32,-0.69,25-24,16-17,52-30,30-52,39.1%,19.3%,NA,NA,0.1,0.5,2.4,7.9,13.6,14.7,NA,10.9,13.4,16.1,17.1,16.6,25.9,NA,0.6%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,40.7,41.3,.497,0.60,-0.74,0.50,22-25,19-16,51-31,28-54,41.2%,0.2%,NA,NA,0.1,0.3,1.7,6.2,16.2,16.7,NA,8.4,12.9,19.5,18.3,16,24.9,NA,1.5%,0.6%
10,Washington Wizards,39.3,42.7,.479,0.37,-0.48,-0.31,22-26,17-17,50-32,29-53,24.5%,8.3%,NA,NA,NA,0.1,0.6,3.1,8.1,12.4,NA,3.9,6.5,11.7,14.9,16.9,46.1,NA,0.5%,0.2%
11,Toronto Raptors,39.6,42.4,.483,0.41,-0.53,0.98,22-27,18-15,49-33,30-52,28.5%,,NA,NA,NA,0.1,0.3,3.6,10.2,14.3,NA,4.0,7.5,12.4,15.2,18,42.9,NA,1.3%,0.5%
12,Indiana Pacers,38.7,43.3,.472,0.23,-0.01,-1.47,24-26,15-17,49-33,29-53,18.2%,,NA,NA,NA,0.1,0.3,1.5,6.2,10.1,NA,1.9,4.2,10.1,14.2,18.6,51.1,NA,0.3%,0.1%
13,Orlando Magic,33.1,48.9,.403,0.14,0.10,-3.05,19-29,14-20,43-39,23-59,0.5%,0.1%,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,,NA,0.2,0.5,1.2,98.1,NA,,
14,Detroit Pistons,22.9,59.1,.280,0.86,-0.48,-7.00,12-37,11-22,35-47,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,24.3,57.7,.297,0.58,-0.10,-6.46,13-36,11-22,34-48,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,53.7,28.3,.654,-0.31,-0.04,3.73,34-15,20-13,63-19,43-39,100.0%,99.8%,66,30.1,3.4,0.3,0.1,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.6%,12.4%
2,Memphis Grizzlies,52.3,29.7,.637,-0.19,-0.39,4.35,31-17,21-13,62-20,42-40,100.0%,97.2%,32,55.8,10.2,1.4,0.5,0.1,NA,NA,NA,99.9,NA,NA,NA,NA,,NA,28.8%,15.4%
3,Sacramento Kings,46.9,35.1,.571,-0.35,-0.16,2.78,27-20,20-15,58-24,35-47,97.3%,75.8%,1.8,11,47.4,17.8,9.3,5.1,3.1,1.8,NA,92.5,3.4,2,1,0.6,0.6,NA,14.3%,6.0%
4,New Orleans Pelicans,44.4,37.6,.542,-0.15,-0.19,2.13,26-23,18-15,57-25,34-48,88.0%,2.4%,0.2,1.8,15,26.8,18.1,12.1,8.1,6,NA,73.9,8.7,5.9,4.5,3.3,3.7,NA,10.0%,3.7%
5,Phoenix Suns,42.8,39.2,.522,0.18,-0.11,1.45,25-24,18-15,53-29,32-50,75.5%,17.0%,NA,0.7,9.7,15.3,14.5,14.4,11.4,9.6,NA,54.5,12.4,9.6,8.2,5.8,9.5,NA,5.7%,2.2%
6,Dallas Mavericks,42.0,40.0,.513,0.07,-0.34,0.43,25-24,17-16,52-30,31-51,64.2%,0.5%,NA,0.3,4,10.1,13,13.3,12.6,11,NA,40.7,12.9,12,9.8,8.8,15.8,NA,3.6%,1.1%
7,Oklahoma City Thunder,41.7,40.3,.509,0.38,-0.60,1.32,23-25,19-15,52-30,32-50,61.4%,0.1%,NA,0.2,3.1,8.2,11.9,13,13.3,11.7,NA,36.3,13.1,11.8,10.5,9.3,19.0,NA,4.5%,1.6%
8,Utah Jazz,41.3,40.7,.504,-0.07,0.02,0.99,25-26,16-15,51-31,32-50,56.5%,0.1%,NA,0.1,2.2,7,10.1,11.3,12.8,13,NA,30.6,11.8,12.9,12.2,11.7,20.8,NA,3.5%,1.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,40.6,41.4,.495,-0.05,0.12,-0.39,24-24,17-17,50-32,30-52,43.5%,4.3%,NA,0.1,2.1,4.2,6.5,9,9.9,11.6,NA,22.0,10.3,11.3,12.6,12.4,31.4,NA,1.3%,0.3%
10,Los Angeles Clippers,40.2,41.8,.490,-0.77,1.05,-1.19,26-24,14-18,49-33,30-52,34.2%,2.6%,NA,NA,1.3,2.8,4.9,6.4,8.4,10.4,NA,15.4,8.9,10.5,11.9,13.9,39.4,NA,0.9%,0.2%
