Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.6,25.4,.691,-0.35,0.34,5.78,42-17,15-8,64-18,47-35,100.0%,93.8%,67.3,25.8,5.1,1.8,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.0%,22.4%
2,Milwaukee Bucks,54.9,27.1,.669,-0.11,0.23,3.12,41-17,14-10,63-19,46-36,100.0%,78.5%,25.8,47,17.3,9.1,0.8,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,12.1%,6.4%
3,Cleveland Cavaliers,51.9,30.1,.633,-0.02,-0.72,5.60,38-23,14-7,58-24,43-39,100.0%,21.5%,3.6,15.1,38.9,34.7,7,0.7,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,27.6%,18.9%
4,Philadelphia 76ers,51.9,30.1,.634,-0.37,1.02,3.52,38-19,14-11,60-22,43-39,100.0%,6.2%,3.3,12,36.4,42.3,5.2,0.7,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,13.1%,7.1%
5,Brooklyn Nets,47.0,35.0,.573,0.05,0.21,1.77,34-24,13-11,57-25,38-44,97.4%,,NA,0.2,2,9.3,56,21.8,5.6,2.6,NA,89.3,8.8,1.5,0.3,0.1,,NA,4.5%,1.9%
6,New York Knicks,45.1,36.9,.550,0.04,0.24,2.27,33-27,12-10,53-29,37-45,91.2%,,NA,NA,0.3,2.1,19.6,41.9,18.2,9.1,NA,63.8,25.8,7.2,2.4,0.7,0.2,NA,5.3%,2.3%
7,Miami Heat,43.2,38.8,.526,-0.02,0.60,0.01,32-27,11-12,52-30,34-48,74.4%,70.0%,NA,NA,0.1,0.6,9.1,24.3,24.2,16,NA,34.2,34,15.4,9.3,5,2.2,NA,1.3%,0.5%
8,Washington Wizards,40.7,41.3,.497,0.15,-0.21,0.45,28-30,13-11,50-32,31-51,47.2%,18.9%,NA,NA,NA,NA,1.4,5.6,19.6,20.6,NA,7.0,13.9,26.9,22.9,16.5,12.8,NA,1.2%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,39.9,42.1,.487,-0.22,0.72,-0.58,29-30,11-12,48-34,32-50,34.7%,11.0%,NA,NA,NA,NA,0.6,2.9,13.7,17.5,NA,3.5,8.3,20.6,24.3,21.7,21.6,NA,0.4%,0.1%
10,Toronto Raptors,39.7,42.3,.484,0.00,0.42,0.87,28-31,12-11,49-33,32-50,35.4%,,NA,NA,NA,NA,0.3,1.9,13.1,20,NA,2.2,7,18.7,21.9,23.9,26.3,NA,1.2%,0.4%
11,Chicago Bulls,37.8,44.2,.461,0.33,-0.40,0.04,26-33,12-11,46-36,29-53,15.4%,,NA,NA,NA,NA,NA,0.3,4.5,10.6,NA,0.3,1.7,7.8,14.1,19.7,56.4,NA,0.3%,0.1%
12,Indiana Pacers,35.7,46.3,.436,0.47,-0.39,-2.16,26-34,10-12,44-38,27-55,3.9%,,NA,NA,NA,NA,NA,NA,0.8,3.1,NA,,0.2,1.8,4.2,10.2,83.6,NA,,
13,Orlando Magic,34.1,47.9,.415,0.28,-0.11,-2.49,24-35,10-13,42-40,26-56,0.5%,,NA,NA,NA,NA,NA,NA,NA,0.5,NA,,NA,0.1,0.7,2.3,97.0,NA,,
14,Detroit Pistons,22.7,59.3,.276,0.78,-0.59,-6.81,15-44,8-15,31-51,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,24.6,57.4,.300,0.38,0.26,-6.04,17-43,8-14,33-49,18-64,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,54.8,27.2,.668,-0.38,0.03,3.98,41-18,14-9,63-19,45-37,100.0%,100.0%,92.4,7.4,0.2,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.4%,14.8%
2,Memphis Grizzlies,50.5,31.5,.616,-0.11,-0.84,3.80,35-22,15-10,58-24,40-42,99.9%,97.4%,7.5,81.1,9.2,1.4,0.6,0.1,0.1,NA,NA,99.9,0.1,0.1,NA,NA,,NA,27.0%,12.4%
3,Sacramento Kings,45.1,36.9,.550,-0.70,0.63,1.58,32-25,13-12,54-28,35-47,91.8%,50.5%,0.1,6.6,35.5,17.6,11.9,9.3,6.5,4.2,NA,81.1,7,4.9,3.3,2,1.8,NA,9.2%,2.9%
4,Phoenix Suns,43.6,38.4,.531,-0.08,0.34,1.29,32-28,12-10,51-31,35-47,82.9%,29.5%,NA,1.8,19.2,16,14.3,13.5,9.8,8.3,NA,64.8,10.5,8.5,6.2,4.7,5.3,NA,7.2%,2.1%
5,Dallas Mavericks,43.1,38.9,.526,0.17,-1.17,0.65,31-29,12-10,51-31,35-47,76.6%,1.8%,NA,1.2,8.4,17.8,15.3,13.7,11,9.3,NA,56.3,11.7,10.1,8.1,6.3,7.5,NA,4.7%,1.3%
6,Los Angeles Clippers,42.9,39.1,.523,-0.63,1.18,-0.31,33-28,10-11,51-31,35-47,67.8%,15.1%,NA,0.8,10.3,10.7,11.4,12,11.4,11.2,NA,45.2,12.8,11.6,10.9,8.7,10.7,NA,2.5%,0.6%
7,New Orleans Pelicans,42.9,39.1,.523,0.03,-0.81,1.44,30-29,13-10,51-31,35-47,72.7%,0.9%,NA,0.7,7.5,15.4,15.2,13.4,11.1,9.4,NA,52.1,11.8,10,8.5,6.7,11.0,NA,6.7%,2.2%
8,Oklahoma City Thunder,41.9,40.1,.510,0.05,-0.42,1.70,28-29,14-11,51-31,31-51,57.5%,,NA,0.2,3.9,8.3,10.1,10.5,11.8,12.7,NA,33.0,11,11.5,11.4,11.6,21.6,NA,5.7%,1.8%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,41.1,40.9,.501,-0.04,-0.11,0.04,29-29,12-12,50-32,33-49,43.9%,4.9%,NA,0.1,2.9,4.3,6.7,7.9,10.1,11.9,NA,21.9,9.8,11.6,12.9,12.9,30.9,NA,2.2%,0.5%
10,Minnesota Timberwolves,41.0,41.0,.500,-0.19,0.09,-0.25,31-30,10-11,50-32,34-48,43.5%,,NA,0.1,1.6,4.2,6.8,8.4,11.3,11.1,NA,21.1,10.5,12.1,13.5,13.5,29.3,NA,1.5%,0.4%
11,Utah Jazz,40.4,41.6,.493,0.04,-0.39,0.37,29-31,11-11,49-33,33-49,34.2%,,NA,NA,0.9,2.6,4.6,6.1,9.1,10.9,NA,14.2,8.1,9.7,11.5,14.4,42.1,NA,1.9%,0.5%
12,Portland Trail Blazers,39.6,42.4,.483,-0.16,0.16,-0.31,28-30,12-12,48-34,31-51,23.3%,,NA,NA,0.4,1.6,2.7,4.3,6.1,8.1,NA,9.1,5.3,7.6,10,12.9,55.1,NA,1.0%,0.2%
13,Los Angeles Lakers,37.9,44.1,.462,-0.05,0.04,-1.21,27-32,11-12,46-36,29-53,6.1%,0.1%,NA,NA,NA,0.1,0.4,0.7,1.7,3.1,NA,1.3,1.5,2.3,3.8,6.3,84.8,NA,0.1%,
14,Houston Rockets,20.0,62.0,.244,0.34,0.11,-8.06,13-45,7-17,29-53,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
