Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.2,17.8,.783,-0.01,-1.63,10.29,45-12,19-6,70-12,56-26,100.0%,100.0%,68.4%,49.7%,64,1,0.49700000000000005,bos,Celtics
2,Cleveland Cavaliers,52.9,29.1,.645,-0.72,-0.01,4.57,37-19,16-10,62-20,43-39,99.9%,80.3%,10.7%,4.2%,53,0.9990000000000001,0.042,cle,Cavaliers
3,Milwaukee Bucks,50.4,31.6,.614,-0.56,0.81,2.96,37-21,13-11,60-22,41-41,99.5%,18.6%,4.6%,1.4%,50,0.995,0.013999999999999999,mil,Bucks
4,New York Knicks,49.4,32.6,.602,-0.15,-0.08,4.24,34-23,15-10,58-24,40-42,98.9%,,8.1%,2.9%,49,0.9890000000000001,0.028999999999999998,ny,Knicks
5,Philadelphia 76ers,47.3,34.7,.577,-0.60,-0.12,3.06,33-24,14-11,56-26,38-44,95.5%,,3.9%,1.2%,47,0.955,0.012,phi,76ers
6,Orlando Magic,46.1,35.9,.562,0.17,-1.94,0.88,32-26,14-10,54-28,38-44,90.8%,59.4%,1.4%,0.3%,46,0.9079999999999999,0.003,orl,Magic
7,Indiana Pacers,45.6,36.4,.557,-0.40,0.52,1.60,33-25,13-11,55-27,37-45,88.7%,1.1%,1.9%,0.5%,46,0.887,0.005,ind,Pacers
8,Miami Heat,44.8,37.2,.547,-0.25,-1.03,0.14,31-25,14-12,54-28,36-46,84.0%,40.6%,0.9%,0.2%,45,0.84,0.002,mia,Heat
9,Chicago Bulls,38.7,43.3,.472,-0.29,-0.23,-1.56,27-30,12-13,48-34,30-52,23.2%,,,0,39,0.23199999999999998,0,chi,Bulls
10,Atlanta Hawks,36.1,45.9,.440,-0.05,-0.24,-2.26,25-32,11-14,44-38,27-55,13.9%,,0.1%,0,36,0.139,0,atl,Hawks
11,Brooklyn Nets,33.1,48.9,.404,0.55,-1.35,-2.42,21-35,12-14,42-40,25-57,4.3%,,,0,33,0.043,0,bkn,Nets
12,Toronto Raptors,31.5,50.5,.384,-0.02,-0.27,-3.25,21-36,11-14,41-41,23-59,1.2%,,,0,32,0.012,0,tor,Raptors
13,Charlotte Hornets,20.6,61.4,.251,-0.16,1.00,-10.19,15-42,6-19,29-53,15-67,0,,,0,21,0,0,cha,Hornets
14,Washington Wizards,15.8,66.2,.193,0.31,-0.33,-9.53,9-48,7-18,25-57,9-73,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,15.0,67.0,.184,0.17,0.06,-8.94,8-48,7-19,24-58,8-74,0,,,0,15,0,0,det,Pistons
1,Oklahoma City Thunder,57.7,24.3,.704,-0.09,-0.49,8.05,40-17,18-7,65-17,48-34,100.0%,49.8%,39.9%,18.9%,58,1,0.18899999999999997,okc,Thunder
2,Minnesota Timberwolves,57.4,24.6,.700,-0.02,-0.53,7.16,40-17,17-8,64-18,50-32,100.0%,47.5%,30.6%,12.9%,57,1,0.129,min,T-Wolves
3,Denver Nuggets,53.7,28.3,.655,0.01,-0.10,3.85,39-19,15-9,63-19,45-37,100.0%,2.7%,7.7%,2.0%,54,1,0.02,den,Nuggets
4,LA Clippers,53.3,28.7,.649,0.00,0.00,4.70,37-19,16-10,62-20,44-38,99.9%,97.1%,10.8%,3.5%,53,0.9990000000000001,0.035,lac,Clippers
5,New Orleans Pelicans,48.1,33.9,.587,-0.17,0.33,3.90,34-24,14-10,56-26,40-42,93.7%,73.9%,5.5%,1.5%,48,0.937,0.015,no,Pelicans
6,Sacramento Kings,46.7,35.3,.570,0.37,0.64,1.21,33-23,14-12,56-26,38-44,81.7%,2.1%,1.2%,0.1%,47,0.8170000000000001,0.001,sac,Kings
7,Dallas Mavericks,46.1,35.9,.563,0.06,0.07,1.21,33-24,13-12,56-26,37-45,74.8%,26.1%,1.3%,0.2%,46,0.748,0.002,dal,Mavericks
8,Phoenix Suns,45.5,36.5,.555,-1.14,2.53,1.87,34-24,12-12,54-28,37-45,69.4%,0.6%,1.5%,0.3%,46,0.6940000000000001,0.003,phx,Suns
9,Golden State Warriors,44.1,37.9,.538,0.59,-1.11,2.32,29-27,15-11,53-29,35-47,51.6%,0.2%,1.4%,0.3%,44,0.516,0.003,gs,Warriors
10,Los Angeles Lakers,41.9,40.1,.511,0.26,0.94,-0.25,31-28,11-12,51-31,34-48,24.1%,,0.1%,0,42,0.24100000000000002,0,lal,Lakers
11,Houston Rockets,38.4,43.6,.468,0.44,-0.88,0.45,25-32,13-12,46-36,30-52,4.5%,,,0,38,0.045,0,hou,Rockets
12,Utah Jazz,36.4,45.6,.444,0.02,1.71,-2.38,27-31,9-15,46-36,29-53,0.4%,,,0,36,0.004,0,uta,Jazz
13,Memphis Grizzlies,30.2,51.8,.368,0.88,-1.19,-5.05,20-37,10-15,39-43,22-60,0,,,0,30,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.8,60.2,.265,0.53,1.08,-8.49,15-41,7-19,32-50,15-67,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,17.2,64.8,.210,0.33,1.58,-8.34,11-47,6-18,26-56,11-71,0,,,0,17,0,0,sa,Spurs
