Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.8,25.2,.692,-0.39,0.07,5.47,35-13,22-12,66-16,45-37,100.0%,92.5%,86.9,10,2.3,0.7,0.2,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,34.4%,21.7%
2,Cleveland Cavaliers,50.6,31.4,.617,0.18,-0.82,4.62,29-19,22-12,59-23,40-42,99.9%,74.1%,5.6,34,26.5,18.3,11.7,2.9,0.6,0.2,NA,99.0,0.8,0.2,NA,NA,,NA,23.4%,13.3%
3,Philadelphia 76ers,50.4,31.6,.615,-0.52,0.64,3.33,30-16,20-16,61-21,40-42,99.7%,4.7%,4.1,25.4,27.4,22.8,14.8,4.1,0.8,0.4,NA,98.5,1.2,0.2,0.1,NA,,NA,14.4%,7.2%
4,Brooklyn Nets,49.8,32.2,.607,-0.18,0.18,2.87,29-17,21-15,60-22,39-43,99.4%,2.8%,2.4,19.1,24.9,27.9,18,5.2,1.2,0.6,NA,97.5,1.8,0.4,0.2,NA,,NA,11.7%,5.4%
5,Milwaukee Bucks,48.4,33.6,.591,-0.19,0.30,1.24,30-17,18-17,59-23,39-43,98.6%,25.5%,1.1,11,17.2,23.3,31.8,10.3,2.6,1.5,NA,94.5,3.6,1.1,0.5,0.2,,NA,5.4%,2.1%
6,Miami Heat,43.0,39.0,.525,-0.04,0.17,0.17,26-22,17-17,53-29,32-50,72.8%,71.6%,NA,0.2,0.9,3.6,10.3,28.1,17.1,12.7,NA,43.1,20.6,13.8,9.4,6.4,6.7,NA,2.3%,0.8%
7,New York Knicks,42.8,39.2,.522,-0.41,0.73,1.61,25-23,18-16,54-28,31-51,71.7%,,NA,0.2,0.6,1.9,6.7,23.2,22.9,16.4,NA,32.4,25.2,16.5,11.7,7.5,6.8,NA,3.9%,1.5%
8,Chicago Bulls,41.4,40.6,.505,0.65,-0.76,0.67,22-24,19-17,52-30,30-52,54.9%,0.3%,NA,0.1,0.3,1,3.6,11.2,20.5,18.4,NA,16.1,18.6,22.1,16.5,12.1,14.6,NA,2.2%,0.6%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,40.0,42.0,.488,-0.28,0.35,-0.82,24-24,16-18,51-31,30-52,35.3%,18.7%,NA,NA,0.1,0.4,1.7,7.2,11.8,14.1,NA,9.5,10.9,15,18.5,17.5,28.7,NA,0.6%,0.2%
10,Washington Wizards,38.5,43.5,.470,0.58,-0.69,-0.27,20-26,19-17,50-32,28-54,23.4%,9.6%,NA,NA,NA,0.1,0.6,3.2,7.5,12,NA,3.9,5.9,9.7,13.1,17.7,49.7,NA,0.5%,0.2%
11,Indiana Pacers,38.8,43.2,.473,0.28,-0.07,-1.49,23-25,16-18,49-33,28-54,22.4%,0.1%,NA,NA,NA,0.1,0.3,2.3,7.7,12,NA,2.7,5.9,11.5,16.1,19.9,43.9,NA,0.3%,
12,Toronto Raptors,38.6,43.4,.470,0.35,-0.38,0.56,21-27,18-16,50-32,29-53,21.8%,,NA,NA,NA,NA,0.3,2.4,7.4,11.7,NA,2.8,5.3,9.4,13.7,17.5,51.4,NA,0.8%,0.3%
13,Orlando Magic,32.4,49.6,.396,0.19,0.05,-3.19,18-29,14-21,44-38,22-60,0.3%,0.1%,NA,NA,NA,NA,NA,NA,0.1,0.2,NA,,0.1,0.2,0.4,1.1,98.2,NA,,
14,Detroit Pistons,22.9,59.1,.279,0.86,-0.48,-7.00,12-37,11-22,33-49,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,25.1,56.9,.306,0.56,-0.09,-5.98,13-35,12-22,36-46,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,53.9,28.1,.658,-0.38,0.03,3.99,33-14,21-14,64-18,44-38,100.0%,99.8%,61.1,32.4,5.8,0.7,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.5%,12.5%
2,Memphis Grizzlies,53.0,29.0,.646,-0.15,-0.42,4.53,31-16,22-13,63-19,39-43,100.0%,95.9%,35.4,50.4,11.6,2,0.4,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,28.3%,15.5%
3,Sacramento Kings,48.0,34.0,.585,-0.34,-0.20,3.24,27-19,21-15,58-24,37-45,98.7%,87.6%,2.9,13.5,49.7,18.7,7.3,3.8,1.7,1.1,NA,95.9,2,1,0.6,0.3,0.2,NA,16.2%,7.3%
4,New Orleans Pelicans,45.8,36.2,.559,-0.24,-0.06,2.36,26-21,20-15,58-24,35-47,94.6%,3.6%,0.5,2.9,19.4,34.6,17.4,10.2,5.8,3.8,NA,85.0,6.2,4.3,2.1,1.2,1.1,NA,10.9%,4.6%
5,Phoenix Suns,42.1,39.9,.513,0.34,-0.22,0.98,24-24,18-16,52-30,32-50,68.2%,8.8%,NA,0.3,3.7,9.3,13.9,15.1,14,12,NA,42.3,14.7,12.2,10.1,8.3,12.4,NA,4.2%,1.6%
6,Oklahoma City Thunder,42.4,39.6,.518,0.40,-0.60,1.47,23-24,19-16,54-28,32-50,70.6%,0.2%,NA,0.2,3,9.6,16.3,16.1,14.2,11.2,NA,45.3,13.3,12.1,9.8,7.4,12.1,NA,5.1%,1.9%
7,Dallas Mavericks,42.5,39.5,.518,0.03,-0.25,0.43,25-23,18-16,53-29,32-50,70.4%,0.5%,NA,0.2,2.8,10.2,16.2,15.7,13.3,12,NA,45.1,14.6,12.6,9.7,7.3,10.6,NA,3.4%,0.9%
8,Utah Jazz,42.0,40.0,.512,-0.08,0.06,1.20,25-25,17-15,52-30,32-50,65.6%,0.1%,NA,0.1,2.1,8.5,12.5,14.9,14.4,13.2,NA,38.0,15,13,11.6,9,13.4,NA,4.0%,1.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,39.9,42.1,.486,-0.12,0.24,-0.50,23-24,17-18,50-32,28-54,35.8%,2.0%,NA,NA,0.8,2.3,4.8,6.9,9.6,11.5,NA,14.7,9.4,11.5,13.4,13.6,37.4,NA,1.1%,0.3%
10,Los Angeles Clippers,39.4,42.6,.480,-0.71,1.00,-1.51,25-24,14-19,51-31,29-53,26.1%,1.2%,NA,NA,0.5,1.2,3.4,4.6,7.2,9.4,NA,9.6,7,9.5,12,14.3,47.6,NA,0.3%,
11,Portland Trail Blazers,39.4,42.6,.481,-0.31,0.45,0.18,22-25,17-18,50-32,29-53,31.0%,,NA,NA,0.4,1.6,3.9,5.9,8.7,10.6,NA,11.8,7.6,9.7,11.4,13.4,46.1,NA,1.1%,0.3%
12,Minnesota Timberwolves,38.7,43.3,.472,-0.59,0.93,-0.94,24-25,15-18,51-31,28-54,20.7%,,NA,NA,0.1,0.7,2,3.8,6.2,7.9,NA,6.6,5.5,7.6,9.8,13,57.4,NA,0.5%,0.1%
13,Los Angeles Lakers,38.6,43.4,.470,-0.04,0.18,-0.90,22-25,17-18,48-34,28-54,18.1%,0.5%,NA,NA,0.1,0.7,1.9,3,4.9,7.5,NA,5.7,4.6,6.6,9.3,12.1,61.7,NA,0.5%,0.2%
14,Houston Rockets,21.4,60.6,.261,0.09,0.64,-7.47,11-36,10-25,32-50,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,23.6,58.4,.288,0.48,0.09,-8.41,14-33,10-25,34-48,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
