Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,59.3,21.7,.732,1.70,-0.62,11.07,15-4,44-18,72-9,44-37,100.0%,82.4%,48.1%,34.4%,59,1,0.344,bos,Celtics
2,Philadelphia 76ers,55.0,27.0,.671,1.85,-0.85,8.85,12-7,43-20,67-15,41-41,99.9%,16.8%,28.2%,17.0%,55,0.9990000000000001,0.17,phi,76ers
3,Orlando Magic,49.0,33.0,.597,-0.95,0.07,3.35,14-6,35-27,63-19,34-48,94.0%,79.1%,4.7%,1.8%,49,0.94,0.018000000000000002,orl,Magic
4,New York Knicks,48.4,32.6,.598,-0.57,0.43,4.85,12-7,36-26,62-19,35-46,94.6%,0.8%,7.3%,3.1%,48,0.946,0.031,ny,Knicks
5,Milwaukee Bucks,47.2,33.8,.582,-0.61,0.36,2.39,14-6,33-28,61-20,33-48,88.5%,66.0%,3.1%,1.1%,47,0.885,0.011000000000000001,mil,Bucks
6,Brooklyn Nets,45.5,36.5,.555,0.71,0.01,3.40,10-9,36-27,59-23,29-53,78.8%,0.1%,4.0%,1.4%,46,0.7879999999999999,0.013999999999999999,bkn,Nets
7,Indiana Pacers,43.2,37.8,.534,-0.92,0.43,1.91,10-8,33-30,56-25,26-55,63.3%,21.0%,1.8%,0.6%,43,0.633,0.006,ind,Pacers
8,Miami Heat,43.0,39.0,.525,-0.42,0.09,0.69,11-9,32-30,56-26,30-52,55.3%,11.9%,0.8%,0.2%,43,0.5529999999999999,0.002,mia,Heat
9,Cleveland Cavaliers,42.7,39.3,.521,0.84,-0.11,0.49,11-9,32-30,57-25,27-55,52.4%,13.0%,0.7%,0.2%,43,0.524,0.002,cle,Cavaliers
10,Atlanta Hawks,42.3,39.7,.516,0.91,0.06,1.28,9-10,33-30,56-26,27-55,48.2%,9.0%,1.0%,0.3%,42,0.48200000000000004,0.003,atl,Hawks
11,Toronto Raptors,39.7,42.3,.484,1.09,0.03,-0.21,9-11,31-31,54-28,26-56,24.2%,,0.2%,0.1%,40,0.242,0.001,tor,Raptors
12,Chicago Bulls,32.5,49.5,.396,1.31,-0.30,-4.12,7-14,25-36,46-36,19-63,0.8%,0.1%,,0,32,0.008,0,chi,Bulls
13,Charlotte Hornets,28.3,53.7,.345,0.99,0.40,-7.34,6-12,22-42,42-40,15-67,0,,,0,28,0,0,cha,Hornets
14,Washington Wizards,24.0,58.0,.293,0.28,0.67,-8.03,3-16,21-42,37-45,10-72,0,,,0,24,0,0,wsh,Wizards
15,Detroit Pistons,21.5,60.5,.262,0.17,0.56,-8.78,2-18,20-42,36-46,8-74,0,,,0,22,0,0,det,Pistons
1,Minnesota Timberwolves,56.3,25.7,.686,0.20,-0.88,7.15,15-4,41-22,72-10,43-39,100.0%,61.0%,31.6%,14.2%,56,1,0.142,min,T-Wolves
2,Oklahoma City Thunder,54.7,27.3,.667,-0.42,-0.59,7.95,13-6,42-21,68-14,40-42,100.0%,34.1%,37.3%,18.0%,55,1,0.18,okc,Thunder
3,Denver Nuggets,49.9,32.1,.608,-0.34,-0.42,3.75,14-7,36-25,65-17,35-47,98.0%,4.9%,11.2%,3.6%,50,0.98,0.036000000000000004,den,Nuggets
4,Houston Rockets,44.0,38.0,.537,-0.50,-0.45,2.32,8-9,36-29,60-22,29-53,73.4%,44.7%,4.6%,1.1%,44,0.7340000000000001,0.011000000000000001,hou,Rockets
5,Golden State Warriors,43.9,38.1,.535,1.66,-1.00,2.01,9-11,35-27,57-25,29-53,73.8%,28.4%,4.3%,1.1%,44,0.738,0.011000000000000001,gs,Warriors
6,Phoenix Suns,43.0,38.0,.531,-2.31,0.22,0.59,12-8,31-30,57-24,28-53,68.6%,24.3%,2.2%,0.4%,43,0.6859999999999999,0.004,phx,Suns
7,Sacramento Kings,42.7,38.3,.527,0.24,0.05,0.02,11-7,32-31,57-24,29-52,65.1%,22.2%,1.7%,0.2%,43,0.6509999999999999,0.002,sac,Kings
8,LA Clippers,42.5,39.5,.518,-1.67,0.14,1.59,9-10,33-30,56-26,29-53,60.3%,16.8%,2.8%,0.6%,42,0.603,0.006,lac,Clippers
9,New Orleans Pelicans,42.6,38.4,.526,0.13,-0.50,0.94,11-10,32-28,57-24,30-51,66.5%,34.1%,2.7%,0.5%,43,0.665,0.005,no,Pelicans
10,Dallas Mavericks,41.7,40.3,.509,-0.98,-0.02,-0.77,11-8,31-32,56-26,27-55,51.2%,21.2%,0.8%,0.1%,42,0.512,0.001,dal,Mavericks
11,Los Angeles Lakers,40.6,40.4,.501,-0.11,0.19,-1.06,12-9,29-31,56-25,28-53,43.0%,8.4%,0.8%,0.1%,41,0.43,0.001,lal,Lakers
12,Utah Jazz,27.5,54.5,.336,-1.16,0.88,-7.56,7-13,21-41,43-39,15-67,0.1%,,,0,28,0.001,0,uta,Jazz
13,Portland Trail Blazers,27.1,54.9,.331,-1.13,0.73,-7.86,6-13,21-42,42-40,15-67,0,,,0,27,0,0,por,Blazers
14,Memphis Grizzlies,26.5,55.5,.323,-1.64,0.51,-7.64,5-14,21-42,43-39,14-68,0,,,0,26,0,0,mem,Grizzlies
15,San Antonio Spurs,21.1,60.9,.257,1.59,0.09,-10.83,3-16,18-45,36-46,9-73,0,,,0,21,0,0,sa,Spurs
