Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.0,19.0,.769,0.66,-1.85,10.06,37-11,26-8,70-12,53-29,100.0%,99.8%,59.3%,42.6%,63,1,0.426,bos,Celtics
2,New York Knicks,52.6,29.4,.641,-0.52,0.44,5.57,31-17,22-12,61-21,43-39,100.0%,0.1%,12.8%,5.7%,53,1,0.057,ny,Knicks
3,Cleveland Cavaliers,51.8,30.2,.632,0.09,-1.09,4.39,28-16,24-14,63-19,41-41,99.8%,50.7%,8.0%,3.1%,52,0.998,0.031,cle,Cavaliers
4,Milwaukee Bucks,52.0,30.0,.634,-0.59,0.41,3.50,32-15,20-15,62-20,42-40,99.9%,47.1%,5.6%,2.0%,52,0.9990000000000001,0.02,mil,Bucks
5,Philadelphia 76ers,51.7,30.3,.630,-0.94,-0.02,5.39,29-17,23-13,62-20,42-40,99.8%,0.1%,11.3%,5.0%,52,0.998,0.05,phi,76ers
6,Indiana Pacers,45.9,36.1,.559,-0.03,-0.31,1.86,27-21,19-15,56-26,36-46,93.3%,2.2%,1.8%,0.5%,46,0.9329999999999999,0.005,ind,Pacers
7,Orlando Magic,44.0,38.0,.537,0.47,-1.70,0.98,24-23,20-15,56-26,34-48,86.8%,79.5%,0.9%,0.2%,44,0.868,0.002,orl,Magic
8,Miami Heat,40.2,41.8,.491,-0.51,-0.22,-1.85,24-23,16-19,50-32,30-52,57.7%,19.8%,0.1%,0,40,0.5770000000000001,0,mia,Heat
9,Chicago Bulls,36.9,45.1,.450,-0.55,0.18,-2.16,22-26,15-19,48-34,28-54,22.9%,,,0,37,0.22899999999999998,0,chi,Bulls
10,Brooklyn Nets,36.2,45.8,.441,-0.10,-0.04,-0.93,19-27,17-19,46-36,26-56,23.7%,,0.1%,0,36,0.237,0,bkn,Nets
11,Atlanta Hawks,35.1,46.9,.428,-0.13,0.05,-2.81,20-27,15-20,45-37,25-57,11.1%,0.7%,,0,35,0.111,0,atl,Hawks
12,Toronto Raptors,33.1,48.9,.404,0.07,-0.37,-2.03,17-30,16-19,45-37,22-60,5.0%,,,0,33,0.05,0,tor,Raptors
13,Washington Wizards,18.4,63.6,.224,-0.51,0.93,-9.33,9-37,9-27,30-52,10-72,0,,,0,18,0,0,wsh,Wizards
14,Charlotte Hornets,17.8,64.2,.218,0.04,0.62,-11.74,10-35,8-29,29-53,10-72,0,,,0,18,0,0,cha,Hornets
15,Detroit Pistons,15.1,66.9,.185,0.09,0.34,-9.61,6-40,9-27,25-57,7-75,0,,,0,15,0,0,det,Pistons
1,Oklahoma City Thunder,56.6,25.4,.690,-0.01,-0.63,7.85,32-15,25-10,65-17,46-36,100.0%,49.1%,37.2%,18.7%,57,1,0.187,okc,Thunder
2,Minnesota Timberwolves,55.8,26.2,.681,0.08,-0.42,5.57,33-14,23-12,66-16,45-37,100.0%,34.9%,17.6%,6.7%,56,1,0.067,min,T-Wolves
3,LA Clippers,54.6,27.4,.666,0.17,-0.50,6.31,30-15,25-12,65-17,45-37,100.0%,98.6%,22.9%,9.2%,55,1,0.092,lac,Clippers
4,Denver Nuggets,54.8,27.2,.668,0.49,-0.89,4.62,33-15,22-12,64-18,44-38,100.0%,16.0%,12.0%,3.9%,55,1,0.039,den,Nuggets
5,New Orleans Pelicans,47.2,34.8,.576,0.30,-0.53,3.78,26-21,21-14,59-23,36-46,93.9%,77.6%,6.0%,1.6%,47,0.9390000000000001,0.016,no,Pelicans
6,Sacramento Kings,45.7,36.3,.558,0.08,0.79,1.00,27-18,19-18,57-25,35-47,83.8%,1.1%,1.2%,0.2%,46,0.838,0.002,sac,Kings
7,Phoenix Suns,44.2,37.8,.539,-1.10,1.30,1.07,27-20,17-18,54-28,33-49,71.0%,0.3%,1.1%,0.3%,44,0.71,0.003,phx,Suns
8,Dallas Mavericks,43.3,38.7,.528,-0.07,0.20,0.27,26-21,17-18,54-28,34-48,59.7%,16.1%,0.8%,0.2%,43,0.597,0.002,dal,Mavericks
9,Houston Rockets,41.3,40.7,.504,0.12,-0.24,1.33,22-24,19-17,52-30,30-52,40.5%,6.3%,0.7%,0.1%,41,0.405,0.001,hou,Rockets
10,Golden State Warriors,40.4,41.6,.493,1.03,-1.02,0.84,20-24,20-18,52-30,30-52,29.4%,,0.4%,0.1%,40,0.294,0.001,gs,Warriors
11,Los Angeles Lakers,39.1,42.9,.477,0.34,0.55,-1.07,24-25,15-18,48-34,30-52,14.9%,,0.1%,0,39,0.149,0,lal,Lakers
12,Utah Jazz,38.0,44.0,.463,0.07,1.05,-2.26,24-25,14-19,48-34,28-54,6.8%,,,0,38,0.068,0,uta,Jazz
13,Memphis Grizzlies,32.1,49.9,.391,0.47,-0.17,-4.63,18-29,14-21,41-41,22-60,0,,,0,32,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.9,58.1,.291,0.32,1.08,-8.09,14-33,10-25,35-47,16-66,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,19.2,62.8,.235,0.20,1.19,-8.29,10-37,9-26,29-53,11-71,0,,,0,19,0,0,sa,Spurs
