Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,56.8,25.2,.693,-0.06,-0.02,3.97,46-18,11-7,63-19,49-33,100.0%,98.0%,18.2%,10.3%,57,1,0.10300000000000001,mil
2,Boston Celtics,55.9,26.1,.681,-0.07,-0.38,5.25,45-20,11-6,62-20,49-33,100.0%,94.1%,27.1%,17.8%,56,1,0.17800000000000002,bos
3,Philadelphia 76ers,51.9,30.1,.633,-0.13,0.68,3.70,41-22,11-8,58-24,43-39,100.0%,5.7%,13.2%,7.1%,52,1,0.071,phi
4,Cleveland Cavaliers,50.8,31.2,.620,0.07,-1.25,5.60,40-26,11-5,56-26,44-38,100.0%,2.0%,26.5%,17.1%,51,1,0.171,cle
5,New York Knicks,48.7,33.3,.594,0.22,-0.74,3.33,39-27,10-6,55-27,42-40,99.8%,0.2%,9.1%,4.7%,49,0.998,0.047,ny
6,Brooklyn Nets,45.5,36.5,.554,0.18,0.10,0.84,36-28,9-9,52-30,37-45,94.7%,,2.1%,0.8%,46,0.9470000000000001,0.008,bkn
7,Miami Heat,42.0,40.0,.513,0.12,0.51,-0.61,34-31,8-9,49-33,35-47,62.4%,62.6%,0.8%,0.2%,42,0.624,0.002,mia
8,Atlanta Hawks,41.0,41.0,.500,-0.06,0.35,0.02,32-32,9-9,48-34,34-48,49.0%,24.5%,0.9%,0.3%,41,0.49,0.003,atl
9,Toronto Raptors,40.5,41.5,.494,0.03,0.55,0.60,32-33,8-9,48-34,33-49,44.7%,,1.1%,0.4%,40,0.447,0.004,tor
10,Washington Wizards,39.5,42.5,.482,0.25,-0.51,0.13,30-34,10-8,46-36,32-50,30.7%,12.9%,0.6%,0.2%,40,0.307,0.002,wsh
11,Chicago Bulls,37.8,44.2,.460,0.19,-0.17,0.48,29-36,9-8,45-37,30-52,13.2%,,0.3%,0.1%,38,0.132,0.001,chi
12,Indiana Pacers,36.5,45.5,.445,0.29,0.09,-2.09,29-36,7-10,44-38,30-52,5.0%,,,0,36,0.05,0,ind
13,Orlando Magic,34.1,47.9,.416,0.13,0.34,-2.64,27-38,7-10,42-40,27-55,0.4%,,,0,34,0.004,0,orl
14,Detroit Pistons,21.0,61.0,.256,0.76,-0.71,-6.92,15-49,6-12,29-53,15-67,0,,,0,21,0,0,det
15,Charlotte Hornets,25.3,56.7,.308,0.21,0.78,-5.88,20-46,5-11,32-50,20-62,0,,,0,25,0,0,cha
1,Denver Nuggets,56.1,25.9,.684,-0.31,-0.21,4.25,45-19,11-7,63-19,49-33,100.0%,100.0%,32.9%,16.5%,56,1,0.165,den
2,Memphis Grizzlies,50.0,32.0,.610,-0.09,-1.15,3.72,38-25,12-7,56-26,41-41,100.0%,99.4%,25.5%,11.8%,50,1,0.11800000000000001,mem
3,Sacramento Kings,47.1,34.9,.574,-0.60,0.62,1.94,37-26,10-9,55-27,39-43,99.5%,66.3%,11.4%,4.0%,47,0.995,0.04,sac
4,Phoenix Suns,45.2,36.8,.552,-0.13,0.58,1.82,36-29,9-8,53-29,39-43,98.0%,30.9%,10.4%,3.3%,45,0.98,0.033,phx
5,Golden State Warriors,42.4,39.6,.517,-0.24,0.48,0.60,34-31,8-9,50-32,35-47,75.2%,2.5%,4.0%,1.1%,42,0.752,0.011000000000000001,gs
6,Dallas Mavericks,42.2,39.8,.514,-0.01,-1.02,0.81,33-32,9-8,49-33,35-47,73.6%,0.5%,4.2%,1.2%,42,0.736,0.012,dal
7,Minnesota Timberwolves,41.6,40.4,.507,-0.27,0.50,-0.24,34-32,8-8,48-34,35-47,64.4%,,2.2%,0.4%,42,0.644,0.004,min
8,New Orleans Pelicans,41.0,41.0,.500,0.05,-1.01,0.83,31-33,10-8,48-34,33-49,53.4%,0.1%,3.1%,0.9%,41,0.534,0.009000000000000001,no
9,LA Clippers,41.1,40.9,.501,-0.37,0.91,-0.64,34-33,7-8,48-34,34-48,46.1%,0.3%,1.4%,0.3%,41,0.461,0.003,lac
10,Oklahoma City Thunder,40.1,41.9,.489,0.11,-0.89,1.67,30-34,10-8,48-34,32-50,37.6%,,3.2%,1.1%,40,0.376,0.011000000000000001,okc
11,Utah Jazz,39.2,42.8,.478,-0.16,0.32,-0.29,31-34,8-9,46-36,31-51,22.2%,,0.9%,0.2%,39,0.222,0.002,uta
12,Los Angeles Lakers,39.3,42.7,.480,0.00,-0.25,-0.90,31-34,8-9,46-36,32-50,19.9%,,0.6%,0.1%,39,0.19899999999999998,0.001,lal
13,Portland Trail Blazers,38.2,43.8,.466,-0.22,0.59,-1.05,30-34,8-10,46-36,31-51,10.3%,,0.2%,0.1%,38,0.10300000000000001,0.001,por
14,Houston Rockets,20.0,62.0,.243,0.12,0.76,-7.85,15-49,5-13,29-53,15-67,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.5,62.5,.238,0.01,1.27,-10.26,16-49,3-14,27-55,16-66,0,,,0,20,0,0,sa
