Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,58.4,22.6,.721,1.20,-0.47,10.76,14-4,44-19,71-10,44-37,100.0%,75.2%,72.3,21.6,4.7,1,0.3,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,43.7%,30.8%
2,Philadelphia 76ers,55.4,26.6,.676,1.32,-0.73,9.04,12-6,43-21,70-12,42-40,99.9%,23.9%,22.5,47.7,20,6.1,2.4,0.9,0.3,0.1,NA,99.5,0.4,0.1,NA,NA,,NA,29.5%,18.6%
3,Orlando Magic,51.3,30.7,.626,-0.93,-0.13,5.13,13-5,38-26,65-17,37-45,98.1%,87.6%,3.9,18.9,34.3,19.8,10.9,5.7,2.7,1.9,NA,93.4,3.2,1.8,1,0.4,0.1,NA,9.0%,4.2%
4,New York Knicks,47.6,33.4,.587,-0.09,0.21,4.85,10-7,38-26,61-20,32-49,90.2%,0.8%,0.7,4.9,14,20.6,19.7,14.5,9.4,6.4,NA,74.4,10.3,6.7,4.9,2.6,1.2,NA,6.8%,3.1%
5,Milwaukee Bucks,47.4,33.6,.585,-0.61,0.27,2.50,13-5,34-29,61-20,33-48,88.5%,64.3%,0.5,4.4,14.6,21.2,18.1,14.1,9.1,6.6,NA,72.9,10,7.7,4.9,3.1,1.5,NA,3.3%,1.3%
6,Brooklyn Nets,44.5,37.5,.543,1.05,-0.01,2.46,9-8,36-29,59-23,29-53,67.7%,0.1%,0.1,0.6,3.3,7.9,11.7,14.5,14.9,14.8,NA,38.1,15,14.7,13.3,11.2,7.8,NA,2.4%,1.0%
7,Cleveland Cavaliers,44.1,37.9,.537,1.72,-0.41,1.27,10-8,34-30,57-25,29-53,62.9%,19.4%,NA,0.7,3,6.9,10.5,13.4,14.4,14.1,NA,34.4,14.4,14.9,13.7,12.7,9.9,NA,1.2%,0.3%
8,Atlanta Hawks,43.7,38.3,.533,1.46,-0.15,2.40,8-9,36-29,57-25,30-52,59.9%,7.7%,NA,0.6,2.3,6,8.4,11.6,15.6,15.4,NA,28.9,14.3,15.2,15.1,15,11.6,NA,1.7%,0.6%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Indiana Pacers,42.9,38.1,.529,-1.14,0.39,1.74,9-7,34-31,57-24,27-54,56.2%,16.4%,NA,0.5,2.1,5.5,8.8,11.3,13.7,14.2,NA,28.2,12.9,14.5,15.3,14.8,14.3,NA,1.4%,0.5%
10,Miami Heat,42.6,39.4,.520,-1.04,0.22,0.46,10-8,33-31,58-24,28-54,47.6%,4.7%,NA,0.2,1.5,3.7,6.6,9.3,12,14.2,NA,21.4,12.2,13.9,16.8,17.9,17.8,NA,0.6%,0.2%
11,Toronto Raptors,40.6,41.4,.495,0.81,0.02,0.13,9-10,32-31,54-28,28-54,28.9%,,NA,NA,0.3,1.2,2.7,4.7,7.9,12.1,NA,8.9,7.2,10.5,15,21.6,36.9,NA,0.4%,0.1%
12,Chicago Bulls,29.9,52.1,.365,1.27,-0.20,-5.42,5-14,25-38,45-37,16-66,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,0.1,0.1,0.6,99.1,NA,,
13,Charlotte Hornets,26.9,55.1,.328,0.55,0.56,-8.51,5-11,22-44,44-38,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Washington Wizards,23.9,58.1,.292,0.04,0.72,-8.46,3-15,21-43,38-44,12-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,21.9,60.1,.268,-0.24,0.63,-9.35,2-16,20-44,36-46,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,56.1,25.9,.684,1.04,-1.14,7.81,13-4,43-22,69-13,41-41,100.0%,68.8%,67.7,21.9,7.2,2.1,0.7,0.3,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,34.6%,16.2%
2,Oklahoma City Thunder,52.8,29.2,.644,-0.39,-0.57,7.26,11-6,42-23,65-17,38-44,99.6%,22.7%,22.1,39.1,21.7,9.5,3.9,2.1,0.8,0.4,NA,98.4,0.9,0.4,0.2,0.1,,NA,29.5%,13.4%
3,Denver Nuggets,50.5,31.5,.615,-0.20,-0.55,4.22,13-6,37-26,66-16,35-47,98.2%,8.6%,8.3,24,30.8,16.6,9.5,5,2.5,1.5,NA,94.1,2.8,1.4,1,0.5,0.1,NA,13.4%,4.5%
4,Houston Rockets,45.7,36.3,.557,-0.37,-0.58,3.26,8-8,38-28,59-23,31-51,81.9%,44.6%,0.7,5.4,10.9,15.8,15.6,12.5,11,10.1,NA,60.8,11.2,9.6,8.3,6.3,3.9,NA,6.8%,1.8%
5,Dallas Mavericks,44.2,37.8,.539,-1.13,-0.12,0.28,11-6,33-32,60-22,30-52,69.2%,28.4%,0.3,2.4,6.7,10.5,12.7,13.2,11.7,11.7,NA,45.8,12.8,12.3,11.5,9.8,7.8,NA,2.1%,0.4%
6,New Orleans Pelicans,43.7,37.3,.539,1.04,-0.81,1.46,10-9,34-28,59-22,27-54,71.0%,26.9%,0.2,1.9,5.3,11.1,13.1,14.2,13.8,11.4,NA,45.7,13.5,12.6,10.9,9.8,7.6,NA,3.4%,0.8%
7,Golden State Warriors,43.7,38.3,.532,1.77,-0.98,1.88,8-10,36-28,59-23,27-55,66.9%,26.4%,0.2,1.8,5.3,9.1,10.7,12.8,13.8,13.3,NA,39.8,13.3,13.3,12.1,11.2,10.3,NA,3.3%,0.7%
8,Phoenix Suns,43.1,37.9,.532,-2.67,0.20,0.60,11-7,32-31,56-25,30-51,63.2%,25.5%,0.2,1.3,4.5,9.1,11.4,12.2,12.6,12,NA,38.7,12.9,12,12.7,12.3,11.5,NA,1.9%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Los Angeles Clippers,42.9,39.1,.523,-2.02,0.11,1.92,8-9,35-30,59-23,29-53,60.0%,21.1%,0.1,1.3,3.8,7.3,9,11.4,12.7,14.5,NA,32.8,11.9,13,13.5,14.5,14.3,NA,3.1%,0.8%
10,Sacramento Kings,41.7,39.3,.515,0.23,0.08,-0.36,10-7,32-32,55-26,27-54,49.9%,16.4%,0.1,0.6,2.3,5.5,8,9.2,11,13.2,NA,25.8,11.2,13,14.7,16.8,18.6,NA,1.2%,0.2%
11,Los Angeles Lakers,40.8,40.2,.504,-0.49,0.25,-0.86,11-8,30-32,56-25,26-55,40.2%,10.6%,0.1,0.3,1.5,3.4,5.5,7.4,10,12,NA,18.2,9.5,12.4,15.2,18.6,26.2,NA,0.8%,0.1%
12,Utah Jazz,26.9,55.1,.328,-1.41,0.93,-8.18,6-12,21-43,41-41,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.1,0.1,99.9,NA,,
13,Portland Trail Blazers,26.3,55.7,.321,-0.95,0.64,-8.66,5-12,21-44,39-43,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Memphis Grizzlies,24.9,57.1,.303,-1.86,0.57,-8.97,4-13,21-44,40-42,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,21.9,60.1,.267,1.74,0.09,-11.15,3-14,19-46,37-45,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
