Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,58.5,23.5,.714,-0.05,1.38,3.82,58-23,1-0,59-23,58-24,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.9%,9.2%
2,Boston Celtics,56.7,25.3,.692,-0.15,0.32,6.38,56-25,1-0,57-25,56-26,100.0%,100.0%,NA,100,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,36.6%,26.7%
3,Philadelphia 76ers,53.5,28.5,.653,0.06,1.33,4.07,53-28,1-0,54-28,53-29,100.0%,,NA,NA,100,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,13.2%,7.9%
4,Cleveland Cavaliers,51.8,30.2,.632,-0.09,-6.15,5.49,51-30,1-0,52-30,51-31,100.0%,,NA,NA,NA,100,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,23.1%,15.8%
5,New York Knicks,47.7,34.3,.582,0.09,-3.03,3.12,47-34,1-0,48-34,47-35,100.0%,,NA,NA,NA,NA,100,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,6.8%,3.7%
6,Brooklyn Nets,45.5,36.5,.555,0.11,4.07,1.33,45-36,0-1,46-36,45-37,100.0%,,NA,NA,NA,NA,NA,100,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,2.2%,1.1%
7,Atlanta Hawks,41.3,40.7,.504,-0.05,6.38,0.32,41-40,0-1,42-40,41-41,74.7%,,NA,NA,NA,NA,NA,NA,51.6,23.2,NA,,NA,100,NA,NA,,NA,1.1%,0.4%
8,Miami Heat,43.6,38.4,.532,0.22,-2.27,-0.26,43-38,1-0,44-38,43-39,72.0%,100.0%,NA,NA,NA,NA,NA,NA,48.4,23.5,NA,,100,NA,NA,NA,,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Toronto Raptors,40.5,41.5,.494,0.08,3.82,1.38,40-41,0-1,41-41,40-42,27.3%,,NA,NA,NA,NA,NA,NA,NA,27.3,NA,,NA,NA,100,NA,,NA,0.9%,0.4%
10,Chicago Bulls,39.8,42.2,.485,0.18,-7.58,1.21,39-42,1-0,40-42,39-43,26.0%,,NA,NA,NA,NA,NA,NA,NA,26,NA,,NA,NA,NA,100,,NA,0.6%,0.2%
11,Washington Wizards,35.8,46.2,.436,0.24,-7.77,-0.92,35-46,1-0,36-46,35-47,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
